candidate_id,candidate_statement,correctness
8174,"hawk is a predator, which makes it different from kite",Yes
8231,"spatula is made of /mostly made of metal, which makes it different from brush",Yes
11203,"airplane have (a) wings, which makes it different from helicopter",Yes
12402,"microwave can be used for cooking food, which makes it different from fridge",Yes
4988,"avocado have (a) stone, which makes it different from garlic",Yes
14588,"goat is furry, which makes it different from tomato",Yes
1090,"girlfriend is a family member, which makes it different from woman",No
2427,"corn is a vegetable, which makes it different from coconut",Yes
11940,"toe is part of (a) lower body, which makes it different from finger",Yes
31,"hare is a herbivore, which makes it different from coyote",Yes
10371,"elk have (a) antler, which makes it different from hyena",Yes
412,"mother have (a) blood relation with you, which makes it different from woman",Yes
5103,"mother is a direct or immediate relation, which makes it different from cousin",No
4828,"vulture is a alive, which makes it different from falcon",No
9422,"leg can be found on lower body, which makes it different from neck",Yes
937,"neck is mostly of cylindrical shape, which makes it different from hand",Yes
13932,"trumpet can be blown into, which makes it different from banjo",Yes
11650,"gorilla is a predator, which makes it different from elephant",Yes
2552,"snail is a insect, which makes it different from turtle",No
593,"barrel can be used for daily usage, which makes it different from pistol",Yes
9877,"hare have (a) long ears, which makes it different from squirrel",Yes
9870,"faucet is made of metal/steel, which makes it different from tap",No
11410,"gown is a long clothing item, which makes it different from skirt",Yes
3985,"kettle is a electric powered item, which makes it different from spoon",Yes
10154,"crocodile is eat meat, which makes it different from frog",Yes
15004,"harpsichord is made of strings, which makes it different from trumpet",Yes
11215,"peach have (a) single hard pit, which makes it different from pineapple",Yes
1069,"shoes is part of (a) lower waistline, which makes it different from bag",No
15123,"chicken is a animal, which makes it different from tomato",Yes
3455,"pipe can transport liquids, which makes it different from plate",Yes
10888,"fingers is a plural, which makes it different from leg",Yes
4894,"candle can be set alight with match, which makes it different from chandelier",Yes
11994,"shotgun can lifted by one hand, which makes it different from cannon",Yes
7813,"chapel is a black and white picture, which makes it different from cottage",No
7043,"sheep is fluffy, which makes it different from deer",Yes
13666,"bed is in the bedroom, which makes it different from toilet",No
8385,"sister is a sibling, which makes it different from actress",Yes
3786,"lemon have (a) usually inedible skin, which makes it different from strawberry",Yes
4855,"barrel can transport liquids, which makes it different from bolts",Yes
2983,"kettle is made of /mostly made of metal, which makes it different from cupboard",Yes
6896,"dog can be kept inside a bedroom, which makes it different from horse",Yes
14757,"cheetah is a type of cat, which makes it different from bison",Yes
4824,"octopus have (a) legs, which makes it different from cod",Yes
4294,"skin is a limb, which makes it different from nail",No
4478,"eagle is a predator, which makes it different from pigeon",Yes
13661,"sister have (a) blood relation with you, which makes it different from princess",Yes
231,"shirt have (a) sleeves, which makes it different from dress",No
7106,"hose is a mostly black in colour, which makes it different from plug",No
7656,"broccoli is green, which makes it different from eggplant",Yes
13996,"rabbit is furry, which makes it different from potato",Yes
3489,"yacht have (a) wheels, which makes it different from canoe",Not Sure
608,"coat can be found on your upper torso, which makes it different from pants",Yes
3586,"pencil can writing, which makes it different from brush",No
3386,"duck can eating, which makes it different from rabbit",No
1338,"lemon is yellow, which makes it different from coconut",Yes
14551,"barn have (a) start with a b, which makes it different from apartment",Yes
10514,"socks can be found on lower body, which makes it different from dress",No
14403,"scissors can be used for crafts, which makes it different from chisel",No
490,"buggy have (a) an engine, which makes it different from skateboard",Yes
10208,"sauce is made of cup, which makes it different from butter",No
444,"cupboard can be found on a countertop, which makes it different from closet",Yes
5740,"daughter is a direct relation, which makes it different from cousin",Yes
8464,"tank can use electricity, which makes it different from barrel",Yes
1447,"gorilla is a herbivore, which makes it different from hyena",Yes
7708,"pencil can writing, which makes it different from screwdriver",Yes
4947,"scissors have (a) sharp cutting edge, which makes it different from comb",Yes
5243,"hose can be used for a vehicle, which makes it different from clamp",Not Sure
10062,"plum is a word beginning with p, which makes it different from banana",Yes
7829,"rabbit is a meat or animal, which makes it different from potato",Yes
8836,"plug is a electric, which makes it different from hose",Yes
10991,"squirrel can climb trees, which makes it different from hare",Yes
12302,"mixer is a  kitchen appliance, which makes it different from stereo",Yes
10182,"cupboard can be found in the room you sleep, which makes it different from door",No
6561,"trousers can keep 2 legs covered, which makes it different from boots",Yes
4334,"pistol is a firearm, which makes it different from grenade",Yes
4099,"leopard is a like a cat, which makes it different from zebra",Yes
10212,"flute can be held in hand, which makes it different from piano",Yes
13813,"soup is a liquid, which makes it different from bean",Yes
14949,"cannon can be used for firing artillery, which makes it different from grenade",Yes
15336,"church can be used for a place of worship, which makes it different from inn",Yes
968,"trombone is a brass instrument, which makes it different from clarinet",Yes
9204,"pants can keep 2 legs covered, which makes it different from boots",Yes
6136,"shotgun can blow things up, which makes it different from cannon",No
4093,"gun can be held in a hand, which makes it different from tank",Yes
13292,"shoulder is part of (a) pair (comes in pairs), which makes it different from toe",Yes
13124,"kettle is a electrical appliance, which makes it different from tray",Yes
7562,"hawk is a predator, which makes it different from duck",Yes
8093,"tank is a weapon, which makes it different from barrel",Yes
5904,"bedroom have (a) start with a b, which makes it different from apartment",Yes
7351,"bridge have (a)  place for worship, which makes it different from inn",No
10434,"catfish is a name begging with c, which makes it different from salmon",Yes
7599,"knees is lower body, which makes it different from arm",Yes
2486,"rifle can blow things up, which makes it different from grenade",No
8165,"gun can be used for bullets, which makes it different from tank",Yes
8754,"giraffe is a herbivore, which makes it different from hyena",Yes
5264,"finger have (a) nails, which makes it different from arm",Yes
1910,"lemon is yellow, which makes it different from grapefruit",Yes
11876,"shoes can be found on your feet, which makes it different from trousers",Yes
10028,"flute is a wind instrument, which makes it different from piano",Yes
1099,"eagle have (a) large wingspan, which makes it different from buzzard",Not Sure
10384,"gown can be used for covering legs, which makes it different from jacket",Yes
7401,"eagle is a predator, which makes it different from falcon",No
11226,"radio have (a) turning elements(knobs, wheels, etc.), which makes it different from rock",Yes
14268,"squid is a mollusk, which makes it different from shrimp",Yes
9994,"stereo can be turned on, which makes it different from plug",Yes
1719,"roof can be used for tiling, which makes it different from ceiling",Yes
5340,"squirrel have (a) long tail, which makes it different from skunk",No
12336,"father is a family member, which makes it different from prince",Yes
14713,"pants is a worn on the lower body, which makes it different from coat",Yes
2057,"tomato is a fruit, which makes it different from pepper",Yes
12266,"leopard is a type of cat, which makes it different from tiger",No
3746,"squirrel can be held, which makes it different from mink",Not Sure
14454,"mother is a direct relation, which makes it different from princess",Yes
12822,"vulture have (a) large wing span, which makes it different from kite",Not Sure
8587,"oven can be plugged in, which makes it different from cupboard",Yes
3762,"jeep have (a) an engine, which makes it different from canoe",Yes
44,"strawberry is a red  or orang, which makes it different from cranberry",No
4812,"tuba is a wind instrument, which makes it different from harpsichord",Yes
14254,"tomato have (a) seeds, which makes it different from onions",Yes
5612,"trout have (a) fins, which makes it different from shrimp",Yes
2389,"skunk can be found on  a tree, which makes it different from hare",Yes
1571,"son is a male, which makes it different from daughter",Yes
3019,"lobster have (a) shell, which makes it different from salmon",Yes
14253,"leg is below the waist, which makes it different from finger",Yes
9710,"pants is a worn on the lower body, which makes it different from jacket",Yes
5994,"room is an enclosed space, which makes it different from floor",Yes
9947,"knees is a joint, which makes it different from arm",Yes
4762,"crocodile is carnivorous, which makes it different from elephant",Yes
8998,"gun can used in war, which makes it different from barrel",No
12519,"trumpet can usually be played  with mouth, which makes it different from cello",Yes
2255,"cow can be found on a farm, which makes it different from donkey",No
6043,"sack is a an accessory, which makes it different from jacket",Not Sure
3234,"chapel is a public building (typically), which makes it different from cottage",Yes
8088,"arm is on a person's exterior, which makes it different from elbow",No
2870,"bison is a carnivore, which makes it different from goat",No
13896,"chicken is a meat or animal, which makes it different from onions",Yes
4314,"piano can be used for sound, which makes it different from saxophone",No
6332,"seagull is a predator, which makes it different from sparrow",Yes
553,"corn is a vegetable, which makes it different from garlic",Yes
8679,"dishwasher have (a) electrical parts, which makes it different from sink",Yes
8489,"jacket can be found on your upper torso, which makes it different from trousers",Yes
3136,"gown can be found on your upper torso, which makes it different from trousers",Yes
11036,"razor can be used for grooming, which makes it different from knife",Yes
1491,"lobster have (a) legs, which makes it different from asparagus",Yes
9972,"scissors have (a) sharp edge, which makes it different from comb",Yes
12959,"prune is part of (a) group or bunch, which makes it different from avocado",No
4399,"barrel can be used for harm, which makes it different from pistol",No
3736,"church is a religious place, which makes it different from house",Yes
2416,"leopard is a type of cat, which makes it different from buffalo",Yes
12242,"dress can be used for by mainly women, which makes it different from trousers",Yes
9235,"tank is made for violence, which makes it different from pipe",Yes
5989,"flute have (a) reed to make it work, which makes it different from harmonica",Yes
8621,"truck is a powered vehicle, which makes it different from wheel",Yes
6256,"eel have (a) red shell when cooked, which makes it different from shrimp",No
1299,"grapefruit can be used for smoothies, which makes it different from avocado",Yes
12914,"pony is smaller than a desk, which makes it different from sheep",Not Sure
10646,"sink can hold water, which makes it different from cupboard",Yes
15031,"steak is meaty, which makes it different from sandwich",Yes
7364,"hair can be found on your head, which makes it different from nail",Yes
9926,"raft can be used for water, which makes it different from sled",Yes
2287,"elephant can be used for riding, which makes it different from cat",Yes
1044,"accordion can be held in hand, which makes it different from piano",Yes
2179,"elbow is a upper body part, which makes it different from toe",Yes
1457,"elbow can be found in your upper body, which makes it different from leg",Yes
10538,"sheep is domesticable (usually), which makes it different from bison",Yes
5154,"toaster can be used for making food, which makes it different from freezer",Yes
3815,"clarinet can usually be played  with mouth, which makes it different from accordion",Yes
10767,"tank can destroy a building, which makes it different from wheel",No
6232,"tuba is a brass instrument, which makes it different from clarinet",Yes
6770,"skunk have (a) hair/fur, which makes it different from rattlesnake",Yes
2146,"razor can be used for drawing, which makes it different from pencil",No
3722,"fridge is made of steel mostly, which makes it different from kettle",Not Sure
3456,"skunk can be held, which makes it different from deer",Yes
11837,"boy have (a) the color brown in it, which makes it different from woman",No
3452,"dog is carnivorous, which makes it different from elephant",Yes
14026,"wife is a direct or immediate relation, which makes it different from aunt",Yes
2221,"flute can be used for sound, which makes it different from saxophone",No
9537,"raspberry can rhyme with ferry, which makes it different from plum",Yes
7520,"saxophone can be blown into, which makes it different from piano",Yes
9227,"thigh can be found bottom half of body, which makes it different from shoulder",Yes
10000,"walls can be found at ground level, which makes it different from tower",No
11428,"falcon is part of (a) wild life, which makes it different from hawk",Yes
15251,"bed can be found in the room you sleep, which makes it different from carpet",No
8650,"tiger is a carnivore, which makes it different from horse",Yes
12994,"parakeet can be a household pet, which makes it different from pigeon",No
1839,"bridge is beginning with a letter b, which makes it different from inn",Yes
11385,"princess is a profession, which makes it different from mother",No
3636,"catfish have (a) fins, which makes it different from crab",Yes
9517,"cod have (a) red shell when cooked, which makes it different from shrimp",No
10064,"gown is worn by woman (usually), which makes it different from jacket",Yes
3906,"trout can be found at sea, which makes it different from chicken",Yes
9834,"accordion is made of strings, which makes it different from trombone",No
12613,"building is beginning with a letter b, which makes it different from apartment",Yes
14167,"meat is a colour red, which makes it different from potatoes",Not Sure
9700,"trousers can be used for covering legs, which makes it different from shoes",Yes
8287,"trout is a fish, which makes it different from shrimp",Yes
2933,"beans is a vegetable, which makes it different from garlic",Yes
7516,"grenade have (a) trigger, which makes it different from cannon",Yes
12068,"onions is a n ingredient for sauce, which makes it different from potato",Yes
7463,"boat can be found in water, which makes it different from bike",Yes
3679,"jeep have (a) wheels, which makes it different from canoe",Yes
6785,"bungalow is beginning with a letter b, which makes it different from apartment",Yes
3028,"pistol have (a) trigger, which makes it different from cannon",Yes
3508,"skirt is worn below the waist, which makes it different from coat",Yes
411,"giraffe have (a) long neck, which makes it different from crocodile",Yes
15247,"chandelier is made of metal, which makes it different from candle",Not Sure
8840,"nose is part of (a) face, which makes it different from finger",Yes
7101,"guitar have (a) strings, which makes it different from saxophone",Yes
3171,"pelican can be found at a beach, which makes it different from vulture",Yes
2279,"toilet can be plumbed in, which makes it different from cupboard",Yes
6746,"alligator is a amphibian, which makes it different from iguana",Yes
6295,"donkey can be domesticated, which makes it different from pony",No
12574,"trousers can be found above the feet, which makes it different from socks",Yes
12448,"cherry can be found on a tree or bush, which makes it different from garlic",Yes
11804,"fridge can be plugged in, which makes it different from freezer",No
1877,"eel have (a) fins, which makes it different from shrimp",Yes
9254,"boots can be found foot, which makes it different from jeans",Yes
3260,"chapel is a religious place, which makes it different from inn",Yes
861,"dog is carnivorous, which makes it different from horse",Yes
15417,"squid is a mollusk, which makes it different from chicken",Yes
6602,"mackerel is a fish, which makes it different from shrimp",Yes
9907,"blender is electrically powered, which makes it different from spoon",Yes
1186,"finger is part of (a) the upper body, which makes it different from toe",Yes
4118,"arm can be found below where a watch is, which makes it different from neck",Not Sure
8114,"steak is a meat, which makes it different from salad",Yes
9033,"garlic is a fruit, which makes it different from pepper",No
12374,"princess is royalty, which makes it different from wife",Yes
2361,"alligator is a predator, which makes it different from squirrel",Yes
729,"ankle can be found below waist, which makes it different from arm",Yes
11565,"socks can be found on your feet, which makes it different from shirt",Yes
13221,"clock is a hospital equipment, which makes it different from thermometer",No
8827,"elephant is a has horns, which makes it different from zebra",No
11946,"daughter is part of (a) close blood relative, which makes it different from aunt",Yes
4805,"socks is worn below the waist, which makes it different from jacket",Yes
3615,"orange is a citrus fruit, which makes it different from garlic",Yes
2918,"plum have (a) single hard pit, which makes it different from raspberry",Yes
2294,"elephant have (a) thick body, which makes it different from elk",Yes
11138,"daughter is two syllables, which makes it different from aunt",Yes
7972,"jeans is a worn on the lower body, which makes it different from dress",Yes
8004,"radio can be used for music related entertainment, which makes it different from rock",Not Sure
578,"cat can be kept inside a bedroom, which makes it different from rabbit",No
7345,"lime is green, which makes it different from onions",Not Sure
9407,"plum have (a) single hard pit, which makes it different from cranberry",Yes
7020,"frog is carnivorous, which makes it different from goat",No
8307,"inn is a public building (typically), which makes it different from cottage",Yes
3830,"trumpet is a instruments with buttons, which makes it different from trombone",Yes
1339,"ankle is part of (a) lower body, which makes it different from elbow",Yes
4813,"shotgun have (a) finger trigger, which makes it different from grenade",Yes
214,"broom is a man made thing, which makes it different from pine",Yes
9338,"seagull have (a) large wingspan, which makes it different from hawk",No
8293,"rifle is a firearm, which makes it different from barrel",Yes
7319,"mole can be held, which makes it different from mink",No
4776,"snail is a mammal, which makes it different from rattlesnake",No
11705,"jeans can be found above the feet, which makes it different from boots",Yes
134,"knee can be found on lower body, which makes it different from shoulder",Yes
2741,"typewriter is made of /mostly made of metal, which makes it different from pencil",Yes
6467,"building is made of concrete, which makes it different from cottage",Yes
11522,"boots can be used for wearing on your feet, which makes it different from dress",Yes
3331,"skunk is a this is more responsive heeyyy, which makes it different from otter",No
3890,"cow can be found on a farm, which makes it different from frog",No
6983,"giraffe can be used for carrying items at the store, which makes it different from zebra",No
9474,"crocodile can be found in water, which makes it different from zebra",Yes
2476,"tape is round shaped, which makes it different from rope",Yes
5777,"roof is typically vertical, which makes it different from floor",No
4412,"elk have (a) antler, which makes it different from cougar",Yes
11094,"shoulder can be found upper body, which makes it different from leg",Yes
15291,"giraffe have (a) spots or stripes, which makes it different from buffalo",Yes
10669,"ceiling can be found above your head, which makes it different from window",No
4756,"cabin is a place to live permanently, which makes it different from hut",Not Sure
7846,"dress is a piece of clothing, which makes it different from shoes",Yes
13398,"shotgun can lifted by one hand, which makes it different from barrel",No
2366,"peach have (a) single hard pit, which makes it different from banana",Yes
480,"father is a family member, which makes it different from prince",Yes
6916,"camel can be used for riding, which makes it different from cow",Yes
10588,"eagle have (a) large wing span, which makes it different from woodpecker",Yes
7789,"elk have (a) horn, which makes it different from hyena",Yes
9969,"knees is part of (a) lower body, which makes it different from elbow",Yes
5696,"stereo have (a) turning elements(knobs, wheels, etc.), which makes it different from tape",Yes
8601,"accordion can be used for sound, which makes it different from saxophone",No
11224,"bed can be used to sleep, which makes it different from door",Yes
13635,"fridge can make things cold, which makes it different from kettle",Yes
7785,"bed is a furniture, which makes it different from bedroom",Yes
6987,"saxophone is single-reed, which makes it different from flute",Yes
9099,"avocado is a green food, which makes it different from onions",Yes
12176,"dog is a typical pet, which makes it different from sheep",Yes
2394,"zebra is a herbivore, which makes it different from leopard",Yes
6526,"caterpillar can fly, which makes it different from spider",No
4477,"buffalo have (a) antlers/tusks, which makes it different from zebra",Yes
13022,"pistol can fire bullets, which makes it different from cannon",Yes
9309,"plug is round shaped, which makes it different from stereo",No
5724,"paintbrush can be used for brushing, which makes it different from scissors",Yes
3105,"strawberry can be eaten in one bite, which makes it different from coconut",Yes
3493,"elephant have (a) antlers/tusks, which makes it different from camel",Yes
11860,"harp have (a) strings, which makes it different from saxophone",Yes
13981,"sink can be found on a countertop, which makes it different from freezer",Yes
6310,"raccoon is originated from north america, which makes it different from skunk",Yes
1504,"chandelier can be found on a wall or ceiling, which makes it different from lantern",Yes
10253,"bison is a carnivore, which makes it different from sheep",No
7961,"lips is about mouth, which makes it different from brow",Yes
4748,"snail is an insect, which makes it different from rattlesnake",No
10343,"deer is part of (a) herd, which makes it different from rabbit",Yes
10839,"saxophone is a wind instrument, which makes it different from harp",Yes
1815,"muscle can be found in the torso, which makes it different from body",Yes
2254,"trousers can keep 2 legs covered, which makes it different from shoes",Yes
15296,"kettle have (a) handle, which makes it different from spoon",Yes
9845,"trumpet have (a) valves, which makes it different from trombone",Yes
5885,"lemon have (a) seeds, which makes it different from garlic",Yes
5669,"squirrel have (a) big ears, which makes it different from otter",No
1825,"clock can be found on a wall or ceiling, which makes it different from lamp",No
6002,"trout is a fish, which makes it different from squid",Yes
15436,"elephant have (a) horn or antler, which makes it different from crocodile",No
4091,"tuna have (a) fins, which makes it different from chicken",Yes
8184,"sofa is placed horizontally (longest dimension), which makes it different from curtains",Yes
14685,"helicopter can fly, which makes it different from ship",Yes
6927,"cod can be found in sea, which makes it different from eel",No
14150,"floor is part of (a) garage, which makes it different from roof",Yes
13481,"cod have (a) name beginning with c, which makes it different from eel",Yes
6598,"finger is part of (a) hands(including wrist), which makes it different from elbow",Yes
6272,"pen can make holes, which makes it different from knife",No
11303,"oven is a electrical appliance, which makes it different from sink",Yes
14711,"scissors is made of /mostly made of metal, which makes it different from brush",Yes
8575,"thigh can be found below the waist, which makes it different from shoulder",Yes
2938,"toaster can be used for heating items up, which makes it different from freezer",Yes
2986,"plum have (a) (usually) edible skin, which makes it different from banana",Yes
14237,"jeans is worn below the waist, which makes it different from gown",Yes
2121,"truck can hold more than one person, which makes it different from scooter",Yes
3219,"bison have (a) horn or antler, which makes it different from camel",Yes
201,"tent is a 4 letter word, which makes it different from cabin",Yes
1498,"grapefruit is red, which makes it different from pear",No
13148,"neck is a part of the skeleton, which makes it different from body",No
13410,"drill can be used for building, which makes it different from pipe",No
9385,"knee is a joint, which makes it different from foot",Yes
7350,"arm is made of upper body parts, which makes it different from foot",No
14777,"gun can be used for shooting, which makes it different from barrel",Yes
11064,"neck can be found upper body, which makes it different from leg",Yes
11622,"bolts can be used for building, which makes it different from wheel",No
4773,"screwdriver is a construction tool, which makes it different from spatula",Yes
11209,"stereo can be used for music related entertainment, which makes it different from plug",Yes
11529,"pony can be used for riding, which makes it different from sheep",Yes
6703,"avocado is a green vegetable, which makes it different from eggplant",No
8243,"rabbit is fluffy, which makes it different from elephant",Yes
15052,"screwdriver can be used for drawing, which makes it different from paintbrush",No
6158,"flute can be blown into, which makes it different from banjo",Yes
7323,"cow can kill a human, which makes it different from frog",No
6331,"cheetah is a predator, which makes it different from bison",Yes
13187,"turtle have (a) a shell, which makes it different from squirrel",Yes
2950,"avocado is green (most part), which makes it different from eggplant",Yes
3739,"zebra is a herbivore, which makes it different from crocodile",Yes
7713,"banjo have (a) neck, which makes it different from accordion",Yes
4835,"bottle is made of metal, which makes it different from pot",No
7072,"squid is a water animal, which makes it different from asparagus",Yes
11456,"blouse can be found on your upper torso, which makes it different from jeans",Yes
10937,"ship can float, which makes it different from helicopter",No
7411,"cherry have (a) stone, which makes it different from strawberry",Yes
11639,"chicken is a meat or animal, which makes it different from potato",Yes
4630,"crocodile is eat meat, which makes it different from deer",Yes
3705,"freezer can be used for storing food, which makes it different from stove",Yes
9225,"blender have (a) electrical parts, which makes it different from spoon",Yes
316,"catfish have (a) fins, which makes it different from eel",No
11261,"trombone can usually be played  with mouth, which makes it different from violin",Yes
1718,"cherry have (a) stone inside, which makes it different from pear",Yes
13752,"cow is used for milk for humans, which makes it different from bison",Yes
8442,"cannon can be used for firing artillery, which makes it different from shotgun",No
10805,"boat have (a) motor, which makes it different from canoe",Not Sure
13675,"elephant is a has horns, which makes it different from gorilla",No
4963,"cheetah is a predator, which makes it different from tiger",No
15138,"oven can be used for cooking food, which makes it different from dishwasher",Yes
1597,"gate is a component of a home, which makes it different from cottage",Yes
11765,"fridge is part of (a) kitchen appliance, which makes it different from sink",Yes
2780,"skunk can climb trees, which makes it different from hare",Yes
15398,"turtle is a amphibian, which makes it different from elephant",Yes
13394,"scarf is worn on the neck, which makes it different from blouse",Yes
13562,"trumpet can be played with mouth, which makes it different from guitar",Yes
4607,"wasp have (a) wings, which makes it different from cockroach",No
10654,"elbow is upper body, which makes it different from ankle",Yes
9240,"toe is part of (a) the upper body, which makes it different from foot",No
5791,"vulture is a predator, which makes it different from stork",No
11595,"cupboard can be found on a countertop, which makes it different from dishwasher",No
8333,"elk have (a) antlers/horns, which makes it different from coyote",Yes
12204,"cat is fluffy, which makes it different from cow",Yes
11972,"flea is a bug, which makes it different from cat",Yes
12866,"building have (a) start with a b, which makes it different from cottage",Yes
9185,"snail have (a) no legs, which makes it different from ant",Yes
7016,"trombone is a brass instrument, which makes it different from banjo",Yes
13089,"fingers is mostly of cylindrical shape, which makes it different from hand",Yes
13646,"frog is domesticable (usually), which makes it different from tiger",Yes
4772,"orange is a citrus fruit, which makes it different from plum",Yes
7875,"skunk can be found on tree, which makes it different from hare",Yes
13773,"guitar is part of (a) strings, which makes it different from piano",No
12165,"porcupine is a rodent, which makes it different from beaver",Yes
12080,"octopus have (a) legs/tentacles, which makes it different from mackerel",Yes
1873,"skin can be found on your head, which makes it different from body",Yes
290,"grapefruit is a red  or orang, which makes it different from avocado",No
3994,"vulture is a predator, which makes it different from parakeet",Yes
5814,"butterfly can flying, which makes it different from caterpillar",Yes
1442,"bagpipe is a wind instrument, which makes it different from harpsichord",Yes
6925,"guitar can easily carried around, which makes it different from trumpet",No
10954,"mother is a family member, which makes it different from actress",Yes
5283,"saxophone is a reeded instrument, which makes it different from trumpet",Yes
9269,"wife is female, which makes it different from father",Yes
15096,"pear is a physical fruit or veg, which makes it different from cranberry",No
15060,"truck is consuming fuel, which makes it different from wheel",Yes
14755,"pistol can used in war, which makes it different from barrel",Not Sure
7586,"mixer can make sound, which makes it different from tap",Yes
3544,"squirrel can climb on tree, which makes it different from hare",Yes
14630,"ankle can be found on lower body, which makes it different from elbow",Yes
15037,"shoulder can be found upper body, which makes it different from ankle",Yes
2054,"tiger is a teeth, which makes it different from dog",No
5319,"tiger is a teeth, which makes it different from bison",No
14014,"sister is part of (a) close blood relative, which makes it different from princess",Yes
5045,"prune have (a) edible skin (usually), which makes it different from banana",Yes
11680,"scissors have (a) sharp edge, which makes it different from spatula",Yes
12337,"trousers is covering the legs, which makes it different from shoes",Yes
837,"elbow can be found upper body, which makes it different from toe",Yes
4731,"girlfriend is a picture of a female, which makes it different from mother",No
730,"harpsichord is made of strings, which makes it different from flute",Yes
11461,"hose can contain water, which makes it different from rope",Yes
3740,"bison have (a)  mane (hair on it), which makes it different from elephant",Yes
3522,"crab have (a) shell, which makes it different from cod",Yes
3871,"candle can be used for camping gear, which makes it different from cigarette",Yes
3479,"alligator can be found in the water, which makes it different from elephant",Yes
13747,"paintbrush have (a) bushy tail, which makes it different from pen",Yes
8482,"mixer can consume electricity, which makes it different from faucet",Yes
7973,"kite can be found at a beach, which makes it different from hawk",No
2198,"hawk is a predator, which makes it different from pigeon",Yes
8801,"crocodile can be found in the water, which makes it different from snail",Yes
12131,"cucumber is green, which makes it different from beans",No
13980,"bed can be found in the room you sleep, which makes it different from curtains",No
7097,"leg can be found below the waist, which makes it different from finger",Yes
6516,"trousers is worn below the waist, which makes it different from dress",Yes
3092,"dishwasher is a electrical appliance, which makes it different from toilet",No
14876,"beetle is an insect, which makes it different from snail",Yes
13265,"fan is a electric, which makes it different from rocker",Yes
14238,"bison have (a) hooves, which makes it different from camel",No
12046,"lemon is a citrus fruit, which makes it different from avocado",Yes
2482,"crab have (a) legs/tentacles, which makes it different from cod",Yes
13270,"tray can be found on a countertop, which makes it different from fridge",Yes
2882,"screws can be used for building, which makes it different from barrel",Yes
9792,"grapefruit is a citrus fruit, which makes it different from banana",Yes
165,"goat is a animal, which makes it different from onions",Yes
6312,"sheep is a teeth, which makes it different from bison",No
14064,"rabbit can jump, which makes it different from mouse",Yes
573,"balloon can be found in the air, which makes it different from boat",Yes
12727,"eagle have (a) large wingspan, which makes it different from pigeon",Yes
12290,"deer have (a) horn, which makes it different from rabbit",Yes
11567,"finger is part of (a) the upper body, which makes it different from foot",Yes
1856,"bathroom have (a) glass, which makes it different from room",No
8457,"elephant have (a) antlers/tusks, which makes it different from giraffe",Yes
6624,"bison have (a) thick body, which makes it different from camel",Not Sure
1563,"pepper is a vegetable, which makes it different from tomato",Yes
8265,"cheetah is part of (a) the cat family, which makes it different from crocodile",Yes
12946,"wheel have (a) turning elements(knobs, wheels, etc.), which makes it different from bolts",No
6732,"pigeon is part of (a) wild life, which makes it different from hawk",No
14856,"bed is a component of a home, which makes it different from cottage",Yes
14179,"jeans is part of (a) pair, which makes it different from skirt",Yes
11667,"muscle can be found on your head, which makes it different from body",Yes
7899,"neck can be found in your upper body, which makes it different from toe",Yes
2822,"bedroom is made of one or more rooms, which makes it different from bed",Yes
8473,"elbow is upper body, which makes it different from leg",Yes
