candidate_id,candidate_statement,correctness
3045,"fan have (a) turning elements(knobs, wheels, etc.), which makes it different from rocker",Yes
8287,"trout is a fish, which makes it different from shrimp",Yes
5172,"jet have (a) wings, which makes it different from helicopter",Yes
14603,"skirt can be used for by mainly women, which makes it different from trousers",Yes
12068,"onions is a n ingredient for sauce, which makes it different from potato",Yes
2770,"roof can be found above your head in general, which makes it different from window",Yes
14806,"cherry is sweet, which makes it different from grapefruit",Yes
15362,"raspberry is red, which makes it different from pear",Yes
2270,"daughter is a direct relation, which makes it different from princess",Yes
1327,"donkey is a teeth, which makes it different from cat",No
3575,"mackerel is a water animal, which makes it different from asparagus",Yes
4149,"donkey have (a) hooves, which makes it different from rabbit",Yes
8112,"clarinet can be played with mouth, which makes it different from guitar",Yes
14654,"elbow is made of upper body parts, which makes it different from ankle",Yes
10835,"building is beginning with a letter b, which makes it different from house",Yes
3171,"pelican can be found at a beach, which makes it different from vulture",Yes
6746,"alligator is a amphibian, which makes it different from iguana",Yes
12574,"trousers can be found above the feet, which makes it different from socks",Yes
12448,"cherry can be found on a tree or bush, which makes it different from garlic",Yes
1877,"eel have (a) fins, which makes it different from shrimp",Yes
9179,"leopard is a like a cat, which makes it different from gorilla",Yes
3260,"chapel is a religious place, which makes it different from inn",Yes
5579,"fingers is made of upper body parts, which makes it different from toe",Yes
15417,"squid is a mollusk, which makes it different from chicken",Yes
6092,"daughter have (a) blood relation with you, which makes it different from princess",Yes
9907,"blender is electrically powered, which makes it different from spoon",Yes
4118,"arm can be found below where a watch is, which makes it different from neck",Yes
3164,"stork have (a) large wingspan, which makes it different from dove",Yes
9033,"garlic is a fruit, which makes it different from pepper",No
1780,"bed is a component of a home, which makes it different from bedroom",Not Sure
7426,"tuna is a water animal, which makes it different from asparagus",Yes
5554,"cat is a typical pet, which makes it different from sheep",Yes
8968,"squid have (a) legs, which makes it different from eel",Yes
11635,"canoe is colored red, which makes it different from yacht",Not Sure
8827,"elephant is a has horns, which makes it different from zebra",Yes
11946,"daughter is part of (a) close blood relative, which makes it different from aunt",Yes
6120,"orange is a citrus fruit, which makes it different from coconut",Yes
7248,"gorilla can walk on 2 feet, which makes it different from giraffe",Yes
2294,"elephant have (a) thick body, which makes it different from elk",Yes
145,"ant is an insect, which makes it different from snail",Yes
7972,"jeans is a worn on the lower body, which makes it different from dress",Yes
12158,"leg can be found below waist, which makes it different from elbow",Yes
578,"cat can be kept inside a bedroom, which makes it different from rabbit",No
13257,"hose can be used for a typical plumbing job, which makes it different from plug",Yes
9528,"bed can be used to sleep, which makes it different from curtains",Yes
8307,"inn is a public building (typically), which makes it different from cottage",Yes
3830,"trumpet is a instruments with buttons, which makes it different from trombone",Yes
1339,"ankle is part of (a) lower body, which makes it different from elbow",Yes
2632,"woman is a picture of a female, which makes it different from man",Yes
6517,"squid is a mollusk, which makes it different from eel",Yes
12345,"shoes can be found on your feet, which makes it different from pants",Yes
9338,"seagull have (a) large wingspan, which makes it different from hawk",No
5224,"elephant can be used for riding, which makes it different from goat",Yes
5067,"daughter is female, which makes it different from cousin",Not Sure
4776,"snail is a mammal, which makes it different from rattlesnake",No
134,"knee can be found on lower body, which makes it different from shoulder",Yes
2741,"typewriter is made of /mostly made of metal, which makes it different from pencil",Yes
12123,"woman can become pregnant, which makes it different from boy",Yes
6959,"coconut have (a) usually inedible skin, which makes it different from garlic",No
2397,"sheep can be used for a source of milk, which makes it different from rabbit",Yes
14261,"eggplant is a purple vegetable, which makes it different from beans",Yes
8595,"arm have (a) more than one joint, which makes it different from neck",Yes
6983,"giraffe can be used for carrying items at the store, which makes it different from zebra",No
9914,"trumpet can usually be played  with mouth, which makes it different from banjo",Yes
9282,"raspberry can be found be found on a bush, which makes it different from cherry",Yes
5777,"roof is typically vertical, which makes it different from floor",No
11969,"shirt have (a) sleeves, which makes it different from jeans",Yes
10463,"blender is consuming electricity, which makes it different from colander",Yes
10669,"ceiling can be found above your head, which makes it different from window",Yes
3583,"inn can be used for sleeping in, which makes it different from bridge",Yes
11772,"plum have (a) stone inside, which makes it different from raspberry",Yes
13398,"shotgun can lifted by one hand, which makes it different from barrel",Yes
1765,"son is a direct relation, which makes it different from king",Yes
5983,"blouse have (a) sleeves, which makes it different from trousers",Yes
10678,"banana is yellow, which makes it different from strawberry",Yes
6672,"cat can jump, which makes it different from spider",Yes
8124,"knee can be found below waist, which makes it different from neck",Yes
12305,"pine is a tree, which makes it different from willow",Yes
4273,"spider is an insect, which makes it different from frog",Yes
8601,"accordion can be used for sound, which makes it different from saxophone",No
11224,"bed can be used to sleep, which makes it different from door",Yes
13635,"fridge can make things cold, which makes it different from kettle",Yes
5836,"pencil can be used for cutting, which makes it different from crayon",No
15318,"thigh can be found below the waist, which makes it different from elbow",Yes
6987,"saxophone is single-reed, which makes it different from flute",Not Sure
6018,"rabbit is a n animal, which makes it different from tomato",Yes
858,"rope can be used for a typical plumbing job, which makes it different from wheel",Yes
10518,"shrimp have (a) shell, which makes it different from mackerel",Yes
4477,"buffalo have (a) antlers/tusks, which makes it different from zebra",Yes
11258,"clarinet have (a) tube, which makes it different from guitar",Yes
9309,"plug is round shaped, which makes it different from stereo",Yes
10367,"jacket can be found upper part of body, which makes it different from boots",Yes
5770,"thigh can be found bottom half of body, which makes it different from elbow",Yes
3493,"elephant have (a) antlers/tusks, which makes it different from camel",Yes
12654,"sink can be found on a countertop, which makes it different from fridge",Yes
13981,"sink can be found on a countertop, which makes it different from freezer",Yes
6464,"plum have (a) edible skin (usually), which makes it different from banana",Yes
1732,"grapefruit is a citrus fruit, which makes it different from cranberry",Yes
12198,"plum have (a) big seed, which makes it different from grapefruit",Yes
7961,"lips is about mouth, which makes it different from brow",Yes
4748,"snail is an insect, which makes it different from rattlesnake",Yes
15380,"inn have (a) own altar, which makes it different from church",No
7302,"elephant have (a) horn or antler, which makes it different from cheetah",Yes
10839,"saxophone is a wind instrument, which makes it different from harp",Yes
12194,"thigh is part of (a) lower body, which makes it different from elbow",Yes
1815,"muscle can be found in the torso, which makes it different from body",Yes
96,"pants is part of (a) lower waistline, which makes it different from blouse",Yes
12766,"pear have (a) edible skin (usually), which makes it different from avocado",Not Sure
474,"mole can be found underground, which makes it different from squirrel",Yes
2659,"bedroom can open/close, which makes it different from bed",No
11886,"donkey can be used for food products, which makes it different from cow",No
1825,"clock can be found on a wall or ceiling, which makes it different from lamp",No
6002,"trout is a fish, which makes it different from squid",Yes
15436,"elephant have (a) horn or antler, which makes it different from crocodile",Yes
8184,"sofa is placed horizontally (longest dimension), which makes it different from curtains",Yes
6838,"wrist is part of (a) the upper body, which makes it different from toe",Yes
13340,"crocodile have (a) sharp teeth, which makes it different from zebra",Yes
14150,"floor is part of (a) garage, which makes it different from roof",No
6598,"finger is part of (a) hands(including wrist), which makes it different from elbow",Yes
6272,"pen can make holes, which makes it different from knife",No
14711,"scissors is made of /mostly made of metal, which makes it different from brush",Yes
8575,"thigh can be found below the waist, which makes it different from shoulder",Yes
8933,"celery is green, which makes it different from lemon",Yes
5526,"salmon can be found in sea, which makes it different from eel",No
1415,"floor can be found at ground level, which makes it different from roof",Yes
2024,"neck is part of (a) the upper body, which makes it different from leg",Yes
3219,"bison have (a) horn or antler, which makes it different from camel",Yes
14218,"tape can be used for restraining something/somebody, which makes it different from stereo",Yes
4783,"ant have (a) legs, six or more, which makes it different from snail",Yes
510,"barrel is circular, which makes it different from screws",No
14790,"beetle can fly, which makes it different from worm",Yes
9385,"knee is a joint, which makes it different from foot",Yes
7611,"celery is green, which makes it different from garlic",Yes
14777,"gun can be used for shooting, which makes it different from barrel",Yes
12142,"sailboat have (a) motor, which makes it different from raft",Yes
4773,"screwdriver is a construction tool, which makes it different from spatula",Yes
11529,"pony can be used for riding, which makes it different from sheep",Yes
6985,"lemon is yellow, which makes it different from garlic",Yes
8243,"rabbit is fluffy, which makes it different from elephant",Yes
202,"elephant have (a) big horns/tusk, which makes it different from crocodile",Yes
6410,"drill can use electricity, which makes it different from pipe",Yes
6331,"cheetah is a predator, which makes it different from bison",Yes
2950,"avocado is green (most part), which makes it different from eggplant",Yes
3739,"zebra is a herbivore, which makes it different from crocodile",Yes
3389,"drill can use electricity, which makes it different from bolts",Yes
13264,"snail is made of small animals, which makes it different from worm",No
4835,"bottle is made of metal, which makes it different from pot",No
15256,"bungalow can be used for human living, which makes it different from bedroom",No
11456,"blouse can be found on your upper torso, which makes it different from jeans",Yes
5648,"elk is part of (a) herd, which makes it different from squirrel",Yes
11639,"chicken is a meat or animal, which makes it different from potato",Yes
4630,"crocodile is eat meat, which makes it different from deer",Yes
1238,"thigh is lower body, which makes it different from elbow",Yes
20,"banana is yellow, which makes it different from garlic",Yes
11261,"trombone can usually be played  with mouth, which makes it different from violin",Yes
1718,"cherry have (a) stone inside, which makes it different from pear",Yes
12748,"pants is worn below the waist, which makes it different from blouse",Yes
13752,"cow is used for milk for humans, which makes it different from bison",Yes
8523,"walls is part of (a) a house, which makes it different from tower",Yes
2526,"coconut is a fruit, which makes it different from avocado",Yes
13976,"neck is part of (a) the upper body, which makes it different from ankle",Yes
14760,"mother have (a) multiple people pictured, which makes it different from cousin",No
15138,"oven can be used for cooking food, which makes it different from dishwasher",Yes
15323,"vulture have (a) large wingspan, which makes it different from starling",Yes
1597,"gate is a component of a home, which makes it different from cottage",Yes
1190,"tiger have (a)  mane (hair on it), which makes it different from elephant",Yes
2780,"skunk can climb trees, which makes it different from hare",Yes
4746,"donkey can be domesticated, which makes it different from tiger",Yes
5269,"deer have (a) antlers/horns, which makes it different from squirrel",Yes
4607,"wasp have (a) wings, which makes it different from cockroach",Yes
10654,"elbow is upper body, which makes it different from ankle",Yes
5765,"mother is exclusively female, which makes it different from cousin",Yes
9521,"lips is about mouth, which makes it different from nose",Yes
12146,"mixer have (a) string or line, which makes it different from faucet",Yes
12738,"leopard is part of (a) the cat family, which makes it different from gorilla",Yes
2633,"clarinet have (a) reed to make it work, which makes it different from trombone",Yes
7526,"deer have (a) antlers or tusks, which makes it different from bison",Yes
8076,"duck is a n animal, which makes it different from tomato",Yes
9185,"snail have (a) no legs, which makes it different from ant",Yes
1847,"leopard is part of (a) the cat family, which makes it different from crocodile",Yes
13089,"fingers is mostly of cylindrical shape, which makes it different from hand",Yes
4772,"orange is a citrus fruit, which makes it different from plum",Yes
6745,"camel can be domesticated, which makes it different from crocodile",Yes
6975,"house is made of concrete, which makes it different from cottage",Not Sure
3057,"grapefruit is a citrus fruit, which makes it different from garlic",Yes
12080,"octopus have (a) legs/tentacles, which makes it different from mackerel",Yes
290,"grapefruit is a red  or orang, which makes it different from avocado",Yes
3994,"vulture is a predator, which makes it different from parakeet",Yes
14944,"pants can be found on lower body, which makes it different from jacket",Yes
1442,"bagpipe is a wind instrument, which makes it different from harpsichord",Yes
6925,"guitar can easily carried around, which makes it different from trumpet",No
289,"trumpet is a brass instrument, which makes it different from guitar",Yes
2382,"leg can be found bottom half of body, which makes it different from neck",Yes
14077,"rabbit is a common pet, which makes it different from mouse",Yes
15060,"truck is consuming fuel, which makes it different from wheel",Yes
9490,"cat is a common pet, which makes it different from cow",Yes
4568,"trout have (a) fins, which makes it different from chicken",Yes
12011,"jeans can be found above the feet, which makes it different from socks",Yes
14630,"ankle can be found on lower body, which makes it different from elbow",Yes
15037,"shoulder can be found upper body, which makes it different from ankle",Yes
14091,"rabbit can be held, which makes it different from deer",Yes
2054,"tiger is a teeth, which makes it different from dog",No
13173,"chandelier can be used for providing light, which makes it different from lantern",No
9314,"jeans can be used for covering legs, which makes it different from jacket",Yes
9452,"mole can go underground, which makes it different from hare",Yes
11680,"scissors have (a) sharp edge, which makes it different from spatula",Yes
5244,"cherry can be eaten in one bite, which makes it different from grapefruit",Yes
54,"skirt is worn below the waist, which makes it different from blouse",Yes
4731,"girlfriend is a picture of a female, which makes it different from mother",No
6575,"lamb is furry, which makes it different from tomato",Yes
12178,"gun is a hand-held weapon, which makes it different from tank",Yes
11461,"hose can contain water, which makes it different from rope",Yes
1567,"drill can use electricity, which makes it different from hose",Yes
8350,"hand have (a) nails, which makes it different from arm",Yes
3871,"candle can be used for camping gear, which makes it different from cigarette",Yes
6799,"vulture have (a) large wing span, which makes it different from owl",No
206,"elk is a has horns, which makes it different from hyena",Yes
8482,"mixer can consume electricity, which makes it different from faucet",Yes
11023,"horse can be used for riding, which makes it different from sheep",Yes
2198,"hawk is a predator, which makes it different from pigeon",Yes
8801,"crocodile can be found in the water, which makes it different from snail",Yes
12456,"goat is a animal, which makes it different from tomato",Yes
245,"bed is made of wood typically, which makes it different from curtains",Yes
7097,"leg can be found below the waist, which makes it different from finger",Yes
7166,"pear have (a) edible skin (usually), which makes it different from grapefruit",Not Sure
10883,"orange is a fruit, which makes it different from olive",Yes
6103,"tank is a vessel, which makes it different from cannon",Yes
11365,"guitar is made of strings, which makes it different from trumpet",Yes
13265,"fan is a electric, which makes it different from rocker",Yes
14238,"bison have (a) hooves, which makes it different from camel",Yes
12989,"donkey can be domesticated, which makes it different from deer",Yes
4250,"hose can transport liquids, which makes it different from bolts",Yes
2482,"crab have (a) legs/tentacles, which makes it different from cod",Yes
9461,"nose is part of (a) makeup regimen, which makes it different from tongue",No
11229,"room is part of (a) house, which makes it different from bar",Yes
2104,"flea is an insect, which makes it different from cat",Yes
8218,"cheetah is part of (a) the cat family, which makes it different from gorilla",Yes
165,"goat is a animal, which makes it different from onions",Yes
7150,"cupboard can be used for storage, which makes it different from door",Yes
14064,"rabbit can jump, which makes it different from mouse",Yes
6829,"frog can jump, which makes it different from mouse",Yes
573,"balloon can be found in the air, which makes it different from boat",Yes
2461,"banjo is made of strings, which makes it different from trombone",Yes
12290,"deer have (a) horn, which makes it different from rabbit",Yes
363,"daughter is part of (a) close blood relative, which makes it different from princess",Yes
1856,"bathroom have (a) glass, which makes it different from room",Not Sure
9381,"microwave can be used for making food, which makes it different from dishwasher",Yes
3401,"banana have (a) usually inedible skin, which makes it different from strawberry",Yes
1563,"pepper is a vegetable, which makes it different from tomato",Yes
12946,"wheel have (a) turning elements(knobs, wheels, etc.), which makes it different from bolts",Yes
9163,"bison is a has horns, which makes it different from cheetah",Yes
14179,"jeans is part of (a) pair, which makes it different from skirt",Yes
14986,"bison is a carnivore, which makes it different from camel",Yes
14546,"shoulder is part of (a) upper body, which makes it different from ankle",Yes
11233,"rocket can be used for harm, which makes it different from gun",No
6719,"butterfly have (a) wings, which makes it different from spider",Yes
7228,"eagle have (a) large wingspan, which makes it different from sparrow",Yes
10764,"saxophone can usually be played  with mouth, which makes it different from harp",Yes
5146,"falcon can attack others, which makes it different from pigeon",Yes
