candidate_id,candidate_statement,correctness
12781,"boat have (a) an engine, which makes it different from bike",Yes
15004,"harpsichord is made of strings, which makes it different from trumpet",Yes
2978,"mother can be used for a married person, which makes it different from daughter",Not Sure
15123,"chicken is a animal, which makes it different from tomato",Yes
11591,"beans can be used for meat replacement, which makes it different from celery",Yes
10224,"scissors can be used for hair, which makes it different from spatula",Yes
94,"mole is 4 letters long, which makes it different from raccoon",Yes
6993,"paintbrush is made of /mostly made of metal, which makes it different from pencil",No
11994,"shotgun can lifted by one hand, which makes it different from cannon",Yes
7043,"sheep is fluffy, which makes it different from deer",Yes
5570,"falcon have (a) large wingspan, which makes it different from dove",Yes
10920,"cheetah is a predator, which makes it different from giraffe",Yes
3786,"lemon have (a) usually inedible skin, which makes it different from strawberry",Yes
10798,"scissors have (a) sharp cutting edge, which makes it different from spatula",Yes
4280,"duck can be a household pet, which makes it different from owl",Yes
9753,"celery is a vegetable, which makes it different from lemon",Yes
5553,"ankle is a on the lower half, which makes it different from neck",Yes
14948,"saxophone is a brass instrument, which makes it different from harmonica",Yes
6429,"radio can be used for broadcasting signals, which makes it different from rock",Yes
4294,"skin is a limb, which makes it different from nail",Not Sure
10345,"jacket have (a) hood, which makes it different from dress",No
5667,"leg is a on the lower half, which makes it different from elbow",Yes
7106,"hose is a mostly black in colour, which makes it different from plug",Not Sure
2118,"gun is made for violence, which makes it different from barrel",Yes
7184,"pear is a word beginning with p, which makes it different from grapefruit",Yes
799,"lamb is red, which makes it different from onions",Yes
2392,"plug is round shaped, which makes it different from bolts",Not Sure
3586,"pencil can writing, which makes it different from brush",Not Sure
3083,"comb can be used for grooming, which makes it different from scissors",Yes
6178,"arm is made of a whole body part, which makes it different from elbow",Yes
10514,"socks can be found on lower body, which makes it different from dress",Yes
490,"buggy have (a) an engine, which makes it different from skateboard",Yes
444,"cupboard can be found on a countertop, which makes it different from closet",Yes
10870,"olive is green, which makes it different from pepper",Not Sure
14733,"tank can be used for war, which makes it different from truck",Yes
8464,"tank can use electricity, which makes it different from barrel",Yes
3113,"saxophone is a reeded instrument, which makes it different from trombone",Yes
5723,"cherry is part of (a) group or bunch, which makes it different from avocado",Yes
2355,"crocodile is eat meat, which makes it different from rabbit",Yes
4947,"scissors have (a) sharp cutting edge, which makes it different from comb",Yes
10062,"plum is a word beginning with p, which makes it different from banana",Yes
7829,"rabbit is a meat or animal, which makes it different from potato",Yes
2869,"pineapple is a citrus fruit, which makes it different from strawberry",No
8836,"plug is a electric, which makes it different from hose",Yes
10991,"squirrel can climb trees, which makes it different from hare",Yes
12302,"mixer is a  kitchen appliance, which makes it different from stereo",Yes
10182,"cupboard can be found in the room you sleep, which makes it different from door",No
10810,"apartment is made of concrete, which makes it different from cottage",Not Sure
4099,"leopard is a like a cat, which makes it different from zebra",Yes
13813,"soup is a liquid, which makes it different from bean",Yes
14949,"cannon can be used for firing artillery, which makes it different from grenade",Yes
2161,"bike can be used for land suitable one, which makes it different from boat",Yes
4213,"onions is a vegetable, which makes it different from lemon",Yes
9204,"pants can keep 2 legs covered, which makes it different from boots",Yes
8713,"sheep can be found jungle, which makes it different from cow",Not Sure
4093,"gun can be held in a hand, which makes it different from tank",Yes
4811,"boots can be found on lower body, which makes it different from dress",Yes
7562,"hawk is a predator, which makes it different from duck",Yes
8093,"tank is a weapon, which makes it different from barrel",Yes
5904,"bedroom have (a) start with a b, which makes it different from apartment",Yes
13137,"avocado is green, which makes it different from lemon",Yes
7351,"bridge have (a)  place for worship, which makes it different from inn",No
2791,"daughter is a family, which makes it different from son",No
15430,"paintbrush can be found construction site, which makes it different from spatula",Yes
7696,"eggplant is a purple vegetable, which makes it different from avocado",Yes
12937,"rabbit is furry, which makes it different from duck",Yes
8754,"giraffe is a herbivore, which makes it different from hyena",Yes
5264,"finger have (a) nails, which makes it different from arm",Yes
5835,"clarinet is single-reed, which makes it different from trumpet",Yes
1910,"lemon is yellow, which makes it different from grapefruit",Yes
10040,"inn have (a) roof, which makes it different from bridge",Yes
10028,"flute is a wind instrument, which makes it different from piano",Yes
1099,"eagle have (a) large wingspan, which makes it different from buzzard",Yes
8312,"barrel is a vessel, which makes it different from gun",Yes
27,"bed can can you sit on it, which makes it different from door",Yes
69,"barrel is a vessel, which makes it different from screws",Yes
10335,"mug is made of ceramic materials, which makes it different from tray",Yes
19,"turtle can be found in a river, which makes it different from iguana",Not Sure
5940,"carpet can fly in aladdin, which makes it different from curtains",Yes
2668,"umbrella is a white object, which makes it different from jacket",No
1247,"mackerel have (a) red shell when cooked, which makes it different from asparagus",Not Sure
6455,"cherry can be eaten in one bite, which makes it different from garlic",Yes
8598,"salmon is a fish, which makes it different from eel",No
13829,"gown can be found over your knees, which makes it different from jacket",Yes
12697,"drill can be used for building, which makes it different from wheel",Yes
3746,"squirrel can be held, which makes it different from mink",No
7536,"camel can be used for riding, which makes it different from rabbit",Yes
14454,"mother is a direct relation, which makes it different from princess",Yes
6928,"pants is part of (a) lower waistline, which makes it different from shirt",Yes
8229,"octopus is a mollusk, which makes it different from eel",Yes
8587,"oven can be plugged in, which makes it different from cupboard",Yes
3379,"yacht is made of metal, which makes it different from canoe",Yes
3762,"jeep have (a) an engine, which makes it different from canoe",Yes
44,"strawberry is a red  or orang, which makes it different from cranberry",No
4812,"tuba is a wind instrument, which makes it different from harpsichord",Yes
13240,"roof can be found on the outside of building, which makes it different from ceiling",Yes
11318,"moth is a bug, which makes it different from frog",Yes
2295,"tomato is red, which makes it different from onions",Yes
873,"crab can be found at sea, which makes it different from chicken",Yes
1274,"plum have (a) stone, which makes it different from garlic",Yes
1711,"finger is related with hand, which makes it different from leg",Yes
6937,"trombone have (a) start with a t, which makes it different from clarinet",Yes
6580,"olive is a fruit, which makes it different from onions",Yes
8110,"rabbit is part of (a) jumping, which makes it different from squirrel",Yes
9947,"knees is a joint, which makes it different from arm",Yes
1101,"barrel can transport liquids, which makes it different from plate",Yes
6996,"grapefruit have (a) usually inedible skin, which makes it different from strawberry",Yes
12475,"moth have (a) wings, which makes it different from beetle",No
11581,"mother is a direct or immediate relation, which makes it different from actress",Yes
13100,"cockroach can fly, which makes it different from flea",Yes
3234,"chapel is a public building (typically), which makes it different from cottage",Yes
14114,"pants is part of (a) lower waistline, which makes it different from coat",Yes
13896,"chicken is a meat or animal, which makes it different from onions",Yes
8186,"son is a male, which makes it different from king",No
13920,"alligator can live in water, which makes it different from rabbit",Yes
2615,"mixer can be used for electronic uses, which makes it different from tap",Yes
11479,"deer is a teeth, which makes it different from bison",No
3136,"gown can be found on your upper torso, which makes it different from trousers",Yes
944,"raccoon can be found on tree, which makes it different from mink",Not Sure
1491,"lobster have (a) legs, which makes it different from asparagus",Yes
15,"avocado have (a) seed/seeds/pit, which makes it different from banana",Yes
7560,"lips is part of (a) makeup regimen, which makes it different from tongue",Yes
4468,"screws can be used for shooting, which makes it different from hose",Yes
8583,"snail is made of small animals, which makes it different from cockroach",No
6329,"wasp have (a) wings, which makes it different from spider",Yes
14655,"ceiling can be shattered, which makes it different from window",No
2582,"camel can be found in hot climates, which makes it different from elk",Yes
5989,"flute have (a) reed to make it work, which makes it different from harmonica",No
12362,"cod have (a) fins, which makes it different from squid",Yes
260,"elephant can kill a human, which makes it different from rabbit",Yes
1299,"grapefruit can be used for smoothies, which makes it different from avocado",Not Sure
2675,"pants is worn below the waist, which makes it different from jacket",Yes
10646,"sink can hold water, which makes it different from cupboard",Yes
8365,"kettle is using electricity, which makes it different from sink",Yes
5523,"violin is made of strings, which makes it different from trumpet",Yes
10298,"building is a place to live permanently, which makes it different from church",Yes
1044,"accordion can be held in hand, which makes it different from piano",Yes
14993,"thigh is a large part, which makes it different from ankle",Not Sure
14577,"hose can be used for dispensing water, which makes it different from plug",Yes
9797,"finger can be found below where a watch is, which makes it different from elbow",Yes
844,"skirt is worn below the waist, which makes it different from gown",Yes
4781,"elk is a has horns, which makes it different from cougar",Yes
2848,"ox can be found in hot climates, which makes it different from bison",Not Sure
4677,"vulture can attack others, which makes it different from kite",Yes
6770,"skunk have (a) hair/fur, which makes it different from rattlesnake",Yes
2605,"wrist is something humans have two of, which makes it different from finger",Yes
3722,"fridge is made of steel mostly, which makes it different from kettle",No
1947,"pants have (a) two seperate pant legs, which makes it different from gown",Yes
11837,"boy have (a) the color brown in it, which makes it different from woman",Not Sure
14943,"pencil have (a) graphite center, which makes it different from paintbrush",Yes
12844,"wife is part of (a) your family, which makes it different from princess",Yes
4047,"kettle can be held in your hand, which makes it different from dishwasher",Yes
9537,"raspberry can rhyme with ferry, which makes it different from plum",Yes
7520,"saxophone can be blown into, which makes it different from piano",Yes
1071,"strawberry can be eaten in one bite, which makes it different from pear",Yes
10000,"walls can be found at ground level, which makes it different from tower",Yes
11131,"buggy can be used for land suitable one, which makes it different from wheel",Not Sure
12907,"hawk is a predator, which makes it different from woodpecker",Yes
8650,"tiger is a carnivore, which makes it different from horse",Yes
10074,"rabbit have (a) long ear, which makes it different from squirrel",Yes
3942,"pistol is made for violence, which makes it different from barrel",Yes
2346,"knee is below the waist, which makes it different from shoulder",Yes
9956,"kettle is a appliance, which makes it different from spoon",Yes
11476,"saucer is made of ceramic materials, which makes it different from tray",Yes
9517,"cod have (a) red shell when cooked, which makes it different from shrimp",No
10064,"gown is worn by woman (usually), which makes it different from jacket",Yes
13077,"shoulder can be found upper body, which makes it different from foot",Yes
6281,"shoes can be used for wearing on your feet, which makes it different from pants",Yes
2840,"fingers have (a) nails, which makes it different from neck",Yes
14167,"meat is a colour red, which makes it different from potatoes",Yes
2205,"hose can shoot stuff out, which makes it different from bolts",Yes
8287,"trout is a fish, which makes it different from shrimp",Yes
5772,"pants is worn below the waist, which makes it different from shirt",Yes
1762,"sister is part of (a) your family, which makes it different from princess",Yes
12068,"onions is a n ingredient for sauce, which makes it different from potato",Not Sure
5488,"dog can be kept inside a bedroom, which makes it different from rabbit",Not Sure
10468,"vulture have (a) large wingspan, which makes it different from owl",Yes
8948,"saxophone is made of strings, which makes it different from harmonica",No
11051,"avocado have (a) any green on it, which makes it different from onions",Yes
9201,"leg can be found bottom half of body, which makes it different from arm",Yes
11025,"beaver is a herbivore, which makes it different from elk",No
12911,"trumpet is made of strings, which makes it different from flute",No
1703,"orange is a fruit, which makes it different from pepper",No
11376,"shoulder can be found in your upper body, which makes it different from toe",Yes
8299,"elephant can be used for human transport, which makes it different from deer",Yes
3171,"pelican can be found at a beach, which makes it different from vulture",Yes
6746,"alligator is a amphibian, which makes it different from iguana",No
6497,"king can be found in a royal family, which makes it different from brother",Yes
12574,"trousers can be found above the feet, which makes it different from socks",Yes
6488,"porcupine have (a) obvious defense mechanism, which makes it different from squirrel",Yes
12448,"cherry can be found on a tree or bush, which makes it different from garlic",Yes
1877,"eel have (a) fins, which makes it different from shrimp",Yes
8171,"faucet can control the flow of liquid, which makes it different from tap",Yes
3260,"chapel is a religious place, which makes it different from inn",Yes
15091,"avocado is a green food, which makes it different from garlic",Yes
15417,"squid is a mollusk, which makes it different from chicken",Yes
5191,"banana is a physical fruit or veg, which makes it different from coconut",No
9907,"blender is electrically powered, which makes it different from spoon",Yes
4118,"arm can be found below where a watch is, which makes it different from neck",Not Sure
10004,"tank is a weapon, which makes it different from rocket",Not Sure
5924,"crab have (a) legs/tentacles, which makes it different from mackerel",Yes
9033,"garlic is a fruit, which makes it different from pepper",No
4590,"screwdriver can be used for driving screws, which makes it different from pencil",Yes
4408,"falcon have (a) large wing span, which makes it different from kite",Yes
764,"crab have (a) claws, which makes it different from shrimp",Yes
10908,"crocodile can be found jungle, which makes it different from rabbit",Yes
12327,"drill can use electricity, which makes it different from screws",Yes
8827,"elephant is a has horns, which makes it different from zebra",Yes
4184,"kettle can be plugged in, which makes it different from tray",Yes
11946,"daughter is part of (a) close blood relative, which makes it different from aunt",Yes
12535,"gown can be used for by mainly women, which makes it different from trousers",Yes
7934,"cockroach can fly, which makes it different from spider",Yes
2294,"elephant have (a) thick body, which makes it different from elk",Yes
1655,"shoes is part of (a) pair, which makes it different from skirt",Yes
7972,"jeans is a worn on the lower body, which makes it different from dress",Yes
578,"cat can be kept inside a bedroom, which makes it different from rabbit",Not Sure
14817,"cow can be found at the supermarket deli, which makes it different from pony",Yes
2498,"squirrel is originated from north america, which makes it different from beaver",Yes
8307,"inn is a public building (typically), which makes it different from cottage",Yes
3830,"trumpet is a instruments with buttons, which makes it different from trombone",No
1339,"ankle is part of (a) lower body, which makes it different from elbow",Yes
11875,"cod is a fish, which makes it different from asparagus",Yes
14566,"tray can be found on a countertop, which makes it different from oven",Not Sure
13399,"banana is usually in color yellow, which makes it different from raspberry",Yes
9338,"seagull have (a) large wingspan, which makes it different from hawk",Yes
12205,"elk have (a) horn, which makes it different from squirrel",Yes
6833,"tuna is a fish, which makes it different from asparagus",Yes
4776,"snail is a mammal, which makes it different from rattlesnake",No
134,"knee can be found on lower body, which makes it different from shoulder",Yes
6876,"boots can be used for wearing on your feet, which makes it different from jeans",Yes
2741,"typewriter is made of /mostly made of metal, which makes it different from pencil",Yes
8478,"cherry have (a) single hard pit, which makes it different from coconut",Yes
5560,"beans can be used for meat replacement, which makes it different from garlic",Yes
13834,"bagpipe can usually be played  with mouth, which makes it different from accordion",Yes
5422,"wrist can be found upper body, which makes it different from leg",Yes
14557,"rattlesnake is dangerous, which makes it different from iguana",Yes
6983,"giraffe can be used for carrying items at the store, which makes it different from zebra",Not Sure
6938,"lantern can be used for camping gear, which makes it different from lamp",Yes
5777,"roof is typically vertical, which makes it different from floor",No
11883,"banana can be used for smoothies, which makes it different from avocado",Not Sure
8756,"snail is made of small animals, which makes it different from frog",Not Sure
10669,"ceiling can be found above your head, which makes it different from window",Yes
9214,"bedroom can contain items, which makes it different from bed",Yes
14348,"tiger is a type of big cat, which makes it different from bison",Yes
198,"gun is a firearm, which makes it different from rocket",Not Sure
13398,"shotgun can lifted by one hand, which makes it different from barrel",Yes
7368,"gun can be used in home, which makes it different from rocket",Yes
1108,"bike have (a) wheels, which makes it different from boat",Yes
11768,"elk have (a) antlers/horns, which makes it different from mink",Yes
3651,"pencil can be used for cutting, which makes it different from scissors",No
14538,"nose is part of (a) makeup regimen, which makes it different from throat",Not Sure
15136,"tomato is a fruit, which makes it different from garlic",Yes
8601,"accordion can be used for sound, which makes it different from saxophone",No
11224,"bed can be used to sleep, which makes it different from door",Yes
13635,"fridge can make things cold, which makes it different from kettle",Yes
670,"cow can be domesticated, which makes it different from bison",Yes
15153,"sauce is a liquid, which makes it different from salad",Yes
6987,"saxophone is single-reed, which makes it different from flute",Yes
8197,"building have (a) start with a b, which makes it different from apartment",Yes
13066,"crocodile is a amphibian, which makes it different from elephant",Yes
9199,"caribou have (a) antler, which makes it different from hyena",Yes
4477,"buffalo have (a) antlers/tusks, which makes it different from zebra",Yes
697,"willow is a man made item, which makes it different from birch",No
9309,"plug is round shaped, which makes it different from stereo",Yes
9594,"brother is a family member, which makes it different from daughter",No
3493,"elephant have (a) antlers/tusks, which makes it different from camel",Yes
13981,"sink can be found on a countertop, which makes it different from freezer",Yes
9825,"elephant can be used for human transport, which makes it different from rabbit",Yes
3009,"thigh can be found on lower body, which makes it different from neck",Yes
10977,"boots can be used for feet, which makes it different from skirt",Yes
7961,"lips is about mouth, which makes it different from brow",Yes
4748,"snail is an insect, which makes it different from rattlesnake",No
9504,"pen can be used for drawing or painting, which makes it different from knife",Yes
10473,"pen can be used for writing/drawing, which makes it different from stick",Yes
10839,"saxophone is a wind instrument, which makes it different from harp",Yes
784,"sister is a direct or immediate relation, which makes it different from princess",Yes
1815,"muscle can be found in the torso, which makes it different from body",Yes
2445,"garlic can be used for flavoring/condimenting dishes (usually), which makes it different from beans",Yes
877,"paintbrush can make holes, which makes it different from spatula",No
3963,"skunk can be held, which makes it different from mink",No
138,"prune have (a) edible skin, which makes it different from banana",Yes
5297,"squirrel have (a) tail, which makes it different from frog",Yes
1825,"clock can be found on a wall or ceiling, which makes it different from lamp",Yes
6002,"trout is a fish, which makes it different from squid",Yes
15436,"elephant have (a) horn or antler, which makes it different from crocodile",Yes
10265,"dress have (a) sleeves, which makes it different from trousers",Yes
8184,"sofa is placed horizontally (longest dimension), which makes it different from curtains",Yes
684,"chapel is a religion buildings, which makes it different from bridge",Yes
6041,"wrist can be used for waving, which makes it different from shoulder",Yes
13034,"knees is a joint, which makes it different from finger",Yes
14150,"floor is part of (a) garage, which makes it different from roof",Not Sure
6598,"finger is part of (a) hands(including wrist), which makes it different from elbow",Yes
13705,"grapefruit have (a) peel, which makes it different from raspberry",Yes
6272,"pen can make holes, which makes it different from knife",Yes
14711,"scissors is made of /mostly made of metal, which makes it different from brush",Yes
13482,"brush can be used for grooming, which makes it different from pen",Yes
8575,"thigh can be found below the waist, which makes it different from shoulder",Yes
12886,"fingers is related with hand, which makes it different from leg",Yes
6348,"lamb is a n animal, which makes it different from onions",Yes
1122,"cherry can be eaten in one bite, which makes it different from lemon",Yes
3219,"bison have (a) horn or antler, which makes it different from camel",Yes
2148,"bike can roll, which makes it different from skis",Yes
3232,"tiger have (a)  mane (hair on it), which makes it different from frog",Yes
5028,"accordion is made of strings, which makes it different from harmonica",No
9385,"knee is a joint, which makes it different from foot",Yes
6101,"cow can be found on a farm, which makes it different from elephant",Yes
14777,"gun can be used for shooting, which makes it different from barrel",Yes
14674,"kettle is a appliance, which makes it different from sink",Yes
4773,"screwdriver is a construction tool, which makes it different from spatula",Yes
1453,"ox have (a) horn, which makes it different from camel",Yes
11529,"pony can be used for riding, which makes it different from sheep",Yes
881,"cherry have (a) eatable shell or peel, which makes it different from orange",Yes
6709,"guitar can easily carried around, which makes it different from flute",No
8243,"rabbit is fluffy, which makes it different from elephant",Yes
15125,"boat can be found on water, which makes it different from helicopter",Yes
9895,"camel is domesticable (usually), which makes it different from bison",Yes
6331,"cheetah is a predator, which makes it different from bison",Yes
1538,"knee is part of (a) lower body, which makes it different from neck",Yes
2950,"avocado is green (most part), which makes it different from eggplant",Yes
11011,"peach have (a) stone, which makes it different from raspberry",Yes
3739,"zebra is a herbivore, which makes it different from crocodile",Yes
2386,"knees can be found below waist, which makes it different from neck",Yes
10808,"trousers can be found on lower body, which makes it different from shirt",Yes
4835,"bottle is made of metal, which makes it different from pot",No
14426,"orange is a citrus fruit, which makes it different from pineapple",Yes
11456,"blouse can be found on your upper torso, which makes it different from jeans",Yes
10545,"deer have (a) branching antlers, which makes it different from bison",Yes
11639,"chicken is a meat or animal, which makes it different from potato",Yes
4630,"crocodile is eat meat, which makes it different from deer",Yes
11677,"knee can be found on lower body, which makes it different from neck",Yes
14216,"pelican can be found at a beach, which makes it different from pigeon",Yes
11261,"trombone can usually be played  with mouth, which makes it different from violin",Yes
8448,"snail is made of small animals, which makes it different from spider",No
1718,"cherry have (a) stone inside, which makes it different from pear",Yes
13752,"cow is used for milk for humans, which makes it different from bison",Yes
12795,"vulture have (a) long beak, which makes it different from pigeon",Yes
6264,"spider can flying, which makes it different from beetle",Yes
8872,"rattlesnake can be found underground, which makes it different from beaver",Yes
13572,"floor is part of (a) room, which makes it different from roof",Yes
15138,"oven can be used for cooking food, which makes it different from dishwasher",Yes
1597,"gate is a component of a home, which makes it different from cottage",Yes
15170,"elephant can kill a human, which makes it different from frog",Yes
2780,"skunk can climb trees, which makes it different from hare",Yes
3303,"woman have (a) friends on it, which makes it different from girl",Not Sure
14794,"arm is made of a whole body part, which makes it different from finger",Yes
4607,"wasp have (a) wings, which makes it different from cockroach",Not Sure
10654,"elbow is upper body, which makes it different from ankle",Yes
9327,"fridge can change temperature of things, which makes it different from dishwasher",Not Sure
11737,"freezer can be used for storing food, which makes it different from kettle",Yes
5964,"dishwasher is big, which makes it different from kettle",Yes
2324,"leg can be found below waist, which makes it different from finger",Yes
8939,"cousin is a family member, which makes it different from princess",Yes
2860,"ankle is below the waist, which makes it different from arm",Yes
11058,"tuba is a wind instrument, which makes it different from harp",Yes
9185,"snail have (a) no legs, which makes it different from ant",Yes
6454,"walls is part of (a) another card, which makes it different from tower",Not Sure
13089,"fingers is mostly of cylindrical shape, which makes it different from hand",Yes
4772,"orange is a citrus fruit, which makes it different from plum",Yes
14181,"cougar is a violent creature, which makes it different from caribou",Yes
13868,"razor can be used for grooming, which makes it different from chisel",Yes
12511,"cow can be found on a farm, which makes it different from rabbit",Yes
11569,"leg is below the waist, which makes it different from arm",Yes
12080,"octopus have (a) legs/tentacles, which makes it different from mackerel",Yes
290,"grapefruit is a red  or orang, which makes it different from avocado",Yes
6679,"tank can be used for firing artillery, which makes it different from gun",Not Sure
3994,"vulture is a predator, which makes it different from parakeet",Yes
3886,"elbow can be used for a fight, which makes it different from shoulder",Yes
1442,"bagpipe is a wind instrument, which makes it different from harpsichord",Yes
420,"crab have (a) legs, which makes it different from cod",Yes
6925,"guitar can easily carried around, which makes it different from trumpet",No
10698,"socks can be found on lower body, which makes it different from shirt",Yes
9804,"knees is below the waist, which makes it different from neck",Yes
11979,"cat is fluffy, which makes it different from frog",Yes
15060,"truck is consuming fuel, which makes it different from wheel",Yes
10938,"elbow can be found upper body, which makes it different from leg",Yes
2180,"actress is a profession, which makes it different from girl",Yes
7887,"zebra have (a) hooves, which makes it different from crocodile",Yes
14630,"ankle can be found on lower body, which makes it different from elbow",Yes
15037,"shoulder can be found upper body, which makes it different from ankle",Yes
646,"flute can be blown into, which makes it different from guitar",Yes
2054,"tiger is a teeth, which makes it different from dog",Yes
15224,"blouse is a white object, which makes it different from skirt",Not Sure
15077,"giraffe is a herbivore, which makes it different from cheetah",Yes
2218,"jeans is a piece of clothing, which makes it different from shoes",Yes
11680,"scissors have (a) sharp edge, which makes it different from spatula",Yes
1221,"skateboard can roll, which makes it different from skis",Yes
11465,"peach is a red  or orang, which makes it different from pear",Yes
4731,"girlfriend is a picture of a female, which makes it different from mother",No
5435,"knee can be found below waist, which makes it different from elbow",Yes
12524,"forearm can be found in your upper body, which makes it different from leg",Yes
11461,"hose can contain water, which makes it different from rope",Yes
11527,"roof can be found above your head, which makes it different from tower",Yes
3871,"candle can be used for camping gear, which makes it different from cigarette",Yes
13869,"crocodile is carnivorous, which makes it different from deer",Yes
11269,"elephant is a herbivore, which makes it different from crocodile",Yes
8482,"mixer can consume electricity, which makes it different from faucet",Yes
8663,"fridge have (a) electrical parts, which makes it different from sink",Yes
2198,"hawk is a predator, which makes it different from pigeon",Yes
8801,"crocodile can be found in the water, which makes it different from snail",Not Sure
7473,"finger have (a) less than three joints, which makes it different from arm",Not Sure
11298,"shirt is a piece of clothing, which makes it different from shoes",Yes
310,"pipe can commonly be found at home, which makes it different from tank",Yes
7097,"leg can be found below the waist, which makes it different from finger",Yes
9170,"squirrel is a herbivore, which makes it different from skunk",Yes
2534,"chapel is a place of worship, which makes it different from inn",Yes
10318,"clarinet is a wind instrument, which makes it different from guitar",Yes
550,"screws can be used for building, which makes it different from pipe",Yes
13265,"fan is a electric, which makes it different from rocker",Not Sure
14238,"bison have (a) hooves, which makes it different from camel",Yes
5177,"cousin is a family member, which makes it different from prince",Yes
12375,"orange have (a) usually inedible skin, which makes it different from pear",Yes
2482,"crab have (a) legs/tentacles, which makes it different from cod",Yes
10731,"guitar is part of (a) strings, which makes it different from trombone",Yes
2222,"pony can be used for riding, which makes it different from dog",Yes
10562,"cherry have (a) eatable shell or peel, which makes it different from lime",Yes
165,"goat is a animal, which makes it different from onions",Yes
8876,"eel is a fish, which makes it different from crab",Yes
14064,"rabbit can jump, which makes it different from mouse",Yes
573,"balloon can be found in the air, which makes it different from boat",Yes
5195,"boat can float, which makes it different from airplane",Yes
12290,"deer have (a) horn, which makes it different from rabbit",Yes
8083,"arm is related with hand, which makes it different from leg",Yes
1856,"bathroom have (a) glass, which makes it different from room",Not Sure
15191,"blender is electrically powered, which makes it different from colander",Yes
1169,"fridge can make things cold, which makes it different from sink",Yes
1563,"pepper is a vegetable, which makes it different from tomato",Yes
12946,"wheel have (a) turning elements(knobs, wheels, etc.), which makes it different from bolts",Not Sure
9400,"tractor can hold more than one person, which makes it different from scooter",Not Sure
4241,"canoe can be found in water, which makes it different from bike",Yes
