candidate_id,candidate_statement,correctness
11655,"ox have (a) horns, which makes it different from camel",Yes
2546,"radio can be found at an electronics store, which makes it different from rock",Yes
4712,"prune is a berry, which makes it different from banana",Yes
4828,"vulture is a alive, which makes it different from falcon",No
14548,"salmon is a fish, which makes it different from asparagus",Yes
9422,"leg can be found on lower body, which makes it different from neck",Yes
225,"mole can go underground, which makes it different from raccoon",Yes
937,"neck is mostly of cylindrical shape, which makes it different from hand",Not Sure
13798,"boat can float, which makes it different from helicopter",Yes
11650,"gorilla is a predator, which makes it different from elephant",No
2552,"snail is a insect, which makes it different from turtle",No
15087,"fingers is part of (a) upper body, which makes it different from leg",Yes
9870,"faucet is made of metal/steel, which makes it different from tap",No
88,"grapefruit is round/oval, which makes it different from banana",Yes
3985,"kettle is a electric powered item, which makes it different from spoon",Yes
9599,"raspberry have (a) edible skin, which makes it different from banana",Yes
10154,"crocodile is eat meat, which makes it different from frog",Yes
4084,"colander can be used for washings things in, which makes it different from ladle",Yes
15004,"harpsichord is made of strings, which makes it different from trumpet",Yes
12648,"room is part of (a) room, which makes it different from bar",Not Sure
15123,"chicken is a animal, which makes it different from tomato",Yes
466,"butterfly is typically able to fly, which makes it different from caterpillar",Yes
8888,"rifle can fire bullets, which makes it different from cannon",Yes
2060,"crocodile is a predator, which makes it different from deer",Yes
781,"avocado is green, which makes it different from beans",Not Sure
11994,"shotgun can lifted by one hand, which makes it different from cannon",Yes
7043,"sheep is fluffy, which makes it different from deer",Yes
4419,"ankle can be found below the waist, which makes it different from forearm",Yes
3851,"boots is part of (a) lower waistline, which makes it different from bag",Yes
3786,"lemon have (a) usually inedible skin, which makes it different from strawberry",Yes
7514,"trumpet is a wind instrument, which makes it different from violin",Yes
5764,"elephant can be used for riding, which makes it different from rabbit",Yes
6856,"ankle is a joint, which makes it different from forearm",Yes
2532,"kettle is using electricity, which makes it different from spoon",Yes
7601,"beetle have (a) wings, which makes it different from wasp",No
4294,"skin is a limb, which makes it different from nail",No
9746,"raspberry can be eaten in one bite, which makes it different from pineapple",Yes
1742,"ankle is lower body, which makes it different from forearm",Yes
7106,"hose is a mostly black in colour, which makes it different from plug",Not Sure
3206,"rabbit is fluffy, which makes it different from cow",Yes
13316,"bridge can be found across a river, which makes it different from inn",Not Sure
218,"daughter is two syllables, which makes it different from girl",Yes
10921,"pine is a christmas scent, which makes it different from birch",Yes
3586,"pencil can writing, which makes it different from brush",Not Sure
4263,"beans can be used for meat replacement, which makes it different from avocado",Yes
8072,"roof can be found above your head, which makes it different from floor",Yes
10514,"socks can be found on lower body, which makes it different from dress",Yes
11352,"shrimp have (a) legs, which makes it different from asparagus",Yes
490,"buggy have (a) an engine, which makes it different from skateboard",Yes
2875,"spider can flying, which makes it different from squirrel",Not Sure
444,"cupboard can be found on a countertop, which makes it different from closet",Yes
12908,"sink can be plumbed in, which makes it different from cupboard",Yes
4371,"aunt have (a) blood relation with you, which makes it different from wife",Yes
8464,"tank can use electricity, which makes it different from barrel",Yes
11805,"church can be used for religious gatherings, which makes it different from inn",Yes
7635,"razor can be used for grooming, which makes it different from pliers",Yes
4947,"scissors have (a) sharp cutting edge, which makes it different from comb",Yes
10062,"plum is a word beginning with p, which makes it different from banana",Yes
12714,"trombone can be played with mouth, which makes it different from guitar",Yes
7829,"rabbit is a meat or animal, which makes it different from potato",Yes
8836,"plug is a electric, which makes it different from hose",Not Sure
10991,"squirrel can climb trees, which makes it different from hare",Yes
12302,"mixer is a  kitchen appliance, which makes it different from stereo",Yes
10182,"cupboard can be found in the room you sleep, which makes it different from door",No
4697,"boat is made of metal, which makes it different from raft",Not Sure
11411,"guitar is part of (a) strings, which makes it different from clarinet",Yes
4099,"leopard is a like a cat, which makes it different from zebra",Yes
12712,"trousers can be found on lower body, which makes it different from blouse",Yes
13813,"soup is a liquid, which makes it different from bean",Yes
11554,"mixer is a related to music, which makes it different from faucet",Yes
14949,"cannon can be used for firing artillery, which makes it different from grenade",Yes
10496,"prune can be eaten in one bite, which makes it different from lemon",Yes
9204,"pants can keep 2 legs covered, which makes it different from boots",Yes
8728,"prune have (a) (usually) edible skin, which makes it different from banana",Yes
4093,"gun can be held in a hand, which makes it different from tank",Yes
1115,"squirrel have (a) legs, which makes it different from rattlesnake",Yes
7562,"hawk is a predator, which makes it different from duck",Yes
4200,"raccoon can be found water usually, which makes it different from hare",Yes
8093,"tank is a weapon, which makes it different from barrel",Yes
5904,"bedroom have (a) start with a b, which makes it different from apartment",Yes
7351,"bridge have (a)  place for worship, which makes it different from inn",No
3520,"socks can be found on your feet, which makes it different from jeans",Yes
10903,"deer is a has horns, which makes it different from leopard",Yes
4796,"scissors have (a) sharp edge, which makes it different from pliers",Yes
3543,"tuba is a brass instrument, which makes it different from harmonica",Yes
8754,"giraffe is a herbivore, which makes it different from hyena",Yes
5264,"finger have (a) nails, which makes it different from arm",Yes
6521,"caribou is a specific type of deer, which makes it different from ox",Yes
1910,"lemon is yellow, which makes it different from grapefruit",Yes
10028,"flute is a wind instrument, which makes it different from piano",Yes
1099,"eagle have (a) large wingspan, which makes it different from buzzard",Yes
12473,"hawk is a bird of prey, which makes it different from pigeon",Yes
15402,"robe is a white object, which makes it different from jacket",No
3837,"rabbit is a herbivore, which makes it different from raccoon",Yes
8325,"gun can be held in a hand, which makes it different from rocket",Yes
10038,"oven can be used for making food, which makes it different from kettle",Yes
8667,"mother have (a) multiple people pictured, which makes it different from actress",No
10768,"pear is sweet, which makes it different from grapefruit",Yes
12509,"barrel is a vessel, which makes it different from pistol",Not Sure
4095,"celery is a vegetable, which makes it different from tomato",Yes
12760,"avocado is green, which makes it different from pepper",Not Sure
2708,"microwave can be used for cooking food, which makes it different from freezer",Yes
7487,"lemon have (a) seeds, which makes it different from olive",Not Sure
3746,"squirrel can be held, which makes it different from mink",Yes
7383,"jacket can be found on your upper torso, which makes it different from pants",Yes
14454,"mother is a direct relation, which makes it different from princess",Yes
13605,"woman is female, which makes it different from boy",Yes
5403,"kettle can be used for boiling water, which makes it different from bucket",Yes
8587,"oven can be plugged in, which makes it different from cupboard",Yes
3762,"jeep have (a) an engine, which makes it different from canoe",Yes
44,"strawberry is a red  or orang, which makes it different from cranberry",No
4812,"tuba is a wind instrument, which makes it different from harpsichord",Yes
4463,"rattlesnake is a reptile, which makes it different from squirrel",Yes
5873,"gun can blow things up, which makes it different from cannon",No
3222,"girl can become pregnant, which makes it different from boy",Yes
15420,"pipe can be used for daily usage, which makes it different from tank",Not Sure
15221,"typewriter can be used for writing, which makes it different from paintbrush",Not Sure
1439,"jeans can keep 2 legs covered, which makes it different from jacket",Yes
7378,"boots is part of (a) pair, which makes it different from skirt",Yes
8626,"pepper is a vegetable, which makes it different from olive",Yes
9947,"knees is a joint, which makes it different from arm",Yes
9245,"shrimp is a water animal, which makes it different from chicken",Yes
3333,"shirt have (a) sleeves, which makes it different from pants",Yes
13040,"screwdriver can be used for drawing, which makes it different from pencil",No
7251,"turtle have (a) a shell, which makes it different from iguana",Yes
3234,"chapel is a public building (typically), which makes it different from cottage",Yes
4378,"porcupine can be found on tree, which makes it different from mink",Yes
13896,"chicken is a meat or animal, which makes it different from onions",Yes
6283,"thermometer can display information (time/temperature), which makes it different from tray",Yes
5838,"avocado have (a) stone, which makes it different from pear",Not Sure
12203,"hose can store or transport water, which makes it different from rope",Yes
14691,"wrist is part of (a) upper extremity(not including shoulders), which makes it different from shoulder",Yes
1136,"knee is below the waist, which makes it different from elbow",Yes
3136,"gown can be found on your upper torso, which makes it different from trousers",Yes
5006,"crocodile is a reptile, which makes it different from elephant",Yes
1491,"lobster have (a) legs, which makes it different from asparagus",Yes
4991,"snail have (a) a shell, which makes it different from crocodile",Yes
6909,"daughter is part of (a) close blood relative, which makes it different from cousin",Yes
13828,"grapefruit can be found on a tree or bush, which makes it different from garlic",Yes
13214,"door can open/close, which makes it different from wall",Yes
15239,"clarinet can be held in hand, which makes it different from harpsichord",Yes
14742,"hose can be found kitchen, which makes it different from clamp",Not Sure
1880,"rattlesnake is a long animal, which makes it different from snail",Yes
5989,"flute have (a) reed to make it work, which makes it different from harmonica",Yes
276,"cannon can be used for firing artillery, which makes it different from gun",Yes
7541,"coat can be found on your upper torso, which makes it different from jeans",Yes
1299,"grapefruit can be used for smoothies, which makes it different from avocado",Not Sure
10646,"sink can hold water, which makes it different from cupboard",Yes
5688,"skis can be found on a mountain, which makes it different from canoe",Yes
6027,"giraffe have (a) long neck, which makes it different from elephant",Yes
9444,"saxophone can be played with mouth, which makes it different from banjo",Yes
1044,"accordion can be held in hand, which makes it different from piano",Yes
9326,"leg can carrying objects, which makes it different from arm",Not Sure
1474,"wasp is typically able to fly, which makes it different from spider",Yes
3805,"ant is part of (a) water, which makes it different from beetle",Not Sure
13871,"eagle can attack others, which makes it different from pigeon",Yes
7807,"arm have (a) more than one joint, which makes it different from elbow",Yes
2588,"knees is a plural, which makes it different from arm",Yes
2338,"brush can be used for brushing, which makes it different from pencil",Yes
6770,"skunk have (a) hair/fur, which makes it different from rattlesnake",Yes
7960,"paintbrush have (a) bushy tail, which makes it different from crayon",Yes
3722,"fridge is made of steel mostly, which makes it different from kettle",Not Sure
3930,"fingers is related with hand, which makes it different from neck",Yes
11837,"boy have (a) the color brown in it, which makes it different from woman",No
9128,"gun have (a) trigger, which makes it different from rocket",Yes
928,"prune can be eaten in one bite, which makes it different from avocado",Yes
9537,"raspberry can rhyme with ferry, which makes it different from plum",Yes
7520,"saxophone can be blown into, which makes it different from piano",Yes
14323,"king is a royalty, which makes it different from brother",Yes
10000,"walls can be found at ground level, which makes it different from tower",Not Sure
10776,"cherry is a red  or orang, which makes it different from plum",Yes
2515,"hose can be used for dispensing water, which makes it different from rope",Yes
8650,"tiger is a carnivore, which makes it different from horse",Yes
12310,"banjo is made of strings, which makes it different from trumpet",Yes
483,"cat can be domesticated, which makes it different from deer",Yes
9298,"pelican can be found at a beach, which makes it different from falcon",Yes
13360,"rattlesnake can hunt other animals, which makes it different from squirrel",Yes
8018,"camel can be found jungle, which makes it different from deer",No
9517,"cod have (a) red shell when cooked, which makes it different from shrimp",No
10064,"gown is worn by woman (usually), which makes it different from jacket",Yes
11013,"tiger is carnivorous, which makes it different from deer",Yes
11079,"lobster have (a) shell, which makes it different from tuna",Yes
8030,"pear is a word beginning with p, which makes it different from avocado",Yes
14167,"meat is a colour red, which makes it different from potatoes",Yes
10083,"plum have (a) (usually) edible skin, which makes it different from grapefruit",Yes
8287,"trout is a fish, which makes it different from shrimp",Yes
4046,"rifle can be used for bullets, which makes it different from barrel",Yes
3509,"actress is a profession, which makes it different from mother",Yes
12068,"onions is a n ingredient for sauce, which makes it different from potato",Yes
13656,"forearm can be found upper body, which makes it different from leg",Yes
8377,"hose can work without electricity, which makes it different from plug",Not Sure
10289,"camel can be found at the supermarket deli, which makes it different from donkey",Yes
9482,"cloak have (a) male on it, which makes it different from blouse",Not Sure
6268,"clarinet is a reeded instrument, which makes it different from trombone",Yes
8605,"vulture have (a) long beak, which makes it different from hawk",Yes
14988,"pants is a worn on the lower body, which makes it different from gown",Yes
3833,"rabbit have (a) fur, which makes it different from sheep",Yes
14086,"bed is made of wood, which makes it different from carpet",Yes
3171,"pelican can be found at a beach, which makes it different from vulture",Not Sure
6746,"alligator is a amphibian, which makes it different from iguana",Yes
11831,"kettle is a electrical appliance, which makes it different from cupboard",Yes
12574,"trousers can be found above the feet, which makes it different from socks",Yes
9515,"girl is a picture of a female, which makes it different from mother",No
12448,"cherry can be found on a tree or bush, which makes it different from garlic",Yes
1877,"eel have (a) fins, which makes it different from shrimp",Yes
3351,"elephant have (a) four feet, which makes it different from squirrel",Yes
3260,"chapel is a religious place, which makes it different from inn",Yes
6773,"man is a male, which makes it different from woman",Yes
15417,"squid is a mollusk, which makes it different from chicken",Yes
2309,"cat is domesticable (usually), which makes it different from deer",Yes
9907,"blender is electrically powered, which makes it different from spoon",Yes
4118,"arm can be found below where a watch is, which makes it different from neck",Yes
8868,"dress can be found above the feet, which makes it different from shoes",Yes
10282,"camel can be found at the supermarket deli, which makes it different from pony",Yes
9033,"garlic is a fruit, which makes it different from pepper",No
448,"princess is a profession/title, which makes it different from wife",Yes
9438,"frog can be found at the supermarket deli, which makes it different from cat",Yes
200,"gown is worn by woman (usually), which makes it different from coat",Yes
12247,"duck can eating, which makes it different from potato",Yes
12014,"dishwasher is a appliance, which makes it different from sink",Yes
8827,"elephant is a has horns, which makes it different from zebra",No
11946,"daughter is part of (a) close blood relative, which makes it different from aunt",Yes
6165,"grapefruit is a red  or orang, which makes it different from lemon",Yes
1549,"skirt is a worn on the lower body, which makes it different from shirt",Yes
2294,"elephant have (a) thick body, which makes it different from elk",Yes
7090,"tiger have (a) sharp teeth, which makes it different from zebra",Yes
7972,"jeans is a worn on the lower body, which makes it different from dress",Yes
8906,"fan is round shaped, which makes it different from rocker",Yes
578,"cat can be kept inside a bedroom, which makes it different from rabbit",Yes
6777,"crocodile is a predator, which makes it different from elephant",Yes
10416,"screwdriver is a construction tool, which makes it different from razor",Yes
4369,"kettle can be found on a countertop, which makes it different from dishwasher",Yes
8307,"inn is a public building (typically), which makes it different from cottage",Yes
3830,"trumpet is a instruments with buttons, which makes it different from trombone",Yes
14662,"wife have (a) marital relationship with you, which makes it different from actress",Yes
1339,"ankle is part of (a) lower body, which makes it different from elbow",Yes
5932,"vulture is a bird of prey, which makes it different from duck",Yes
14262,"brush can be used for hair, which makes it different from stick",Yes
9338,"seagull have (a) large wingspan, which makes it different from hawk",Not Sure
11563,"raft can be found in water, which makes it different from sled",Yes
4776,"snail is a mammal, which makes it different from rattlesnake",No
134,"knee can be found on lower body, which makes it different from shoulder",Yes
7,"falcon can attack others, which makes it different from pelican",Yes
2741,"typewriter is made of /mostly made of metal, which makes it different from pencil",Yes
4055,"walls can be found inside of an apartment, which makes it different from tower",Yes
1952,"cat is a common pet, which makes it different from frog",Yes
11516,"cat is furry, which makes it different from frog",Yes
6372,"dishwasher is a automatic (works itself), which makes it different from fridge",Yes
6983,"giraffe can be used for carrying items at the store, which makes it different from zebra",No
1087,"squid is a mollusk, which makes it different from tuna",Yes
5777,"roof is typically vertical, which makes it different from floor",Yes
8179,"leopard is a like a cat, which makes it different from buffalo",Yes
5734,"man is a head, which makes it different from boy",Yes
4257,"cheetah is a predator, which makes it different from buffalo",Yes
10669,"ceiling can be found above your head, which makes it different from window",Yes
2284,"bike have (a) wheels, which makes it different from wheel",Yes
9357,"porcupine is a rodent, which makes it different from skunk",Yes
13398,"shotgun can lifted by one hand, which makes it different from barrel",Yes
15274,"alligator is living in water, which makes it different from elk",Yes
13935,"cherry is a red  or orang, which makes it different from garlic",Yes
2558,"clarinet can usually be played  with mouth, which makes it different from violin",Yes
13799,"butterfly is an insect, which makes it different from frog",Yes
651,"grapefruit is oval/round, which makes it different from banana",Yes
4431,"son is a direct relation with you, which makes it different from prince",Yes
8601,"accordion can be used for sound, which makes it different from saxophone",No
11224,"bed can be used to sleep, which makes it different from door",Yes
13635,"fridge can make things cold, which makes it different from kettle",Yes
13957,"stereo is a related to music, which makes it different from tape",Yes
6987,"saxophone is single-reed, which makes it different from flute",Yes
13459,"canoe can be used for riding on water, which makes it different from bike",Yes
12892,"tuna have (a) fins, which makes it different from shrimp",Yes
3519,"nurse is a picture of a female, which makes it different from doctor",Yes
4477,"buffalo have (a) antlers/tusks, which makes it different from zebra",Yes
10168,"flute can be played with mouth, which makes it different from banjo",Yes
9309,"plug is round shaped, which makes it different from stereo",Yes
5396,"owl is a predator, which makes it different from pigeon",Yes
7832,"lemon is a fruit, which makes it different from avocado",Not Sure
3493,"elephant have (a) antlers/tusks, which makes it different from camel",Yes
12677,"knee can be found below the waist, which makes it different from arm",Yes
13981,"sink can be found on a countertop, which makes it different from freezer",Yes
2504,"dog can be used for food products, which makes it different from sheep",Yes
3596,"wrist can be found upper body, which makes it different from ankle",Yes
5722,"mink is living in water, which makes it different from squirrel",Yes
8428,"father is male, which makes it different from mother",Yes
7961,"lips is about mouth, which makes it different from brow",Yes
4748,"snail is an insect, which makes it different from rattlesnake",No
5331,"shoulder is part of (a) pair (comes in pairs), which makes it different from finger",Yes
3496,"gun can be used for bullets, which makes it different from barrel",Yes
10839,"saxophone is a wind instrument, which makes it different from harp",Yes
11309,"bungalow is for the rich, which makes it different from cottage",Yes
1815,"muscle can be found in the torso, which makes it different from body",Yes
7525,"octopus have (a) legs, which makes it different from tuna",Yes
13715,"cupboard can be found on a countertop, which makes it different from freezer",Yes
6160,"lemon is yellow, which makes it different from orange",Yes
4223,"dress can be found upper part of body, which makes it different from trousers",Yes
1825,"clock can be found on a wall or ceiling, which makes it different from lamp",Yes
6002,"trout is a fish, which makes it different from squid",Yes
15436,"elephant have (a) horn or antler, which makes it different from crocodile",No
5875,"porcupine have (a) obvious defense mechanism, which makes it different from mink",Yes
8184,"sofa is placed horizontally (longest dimension), which makes it different from curtains",Yes
4222,"squid have (a) legs/tentacles, which makes it different from salmon",Yes
4346,"banjo is made of strings, which makes it different from harp",Yes
14150,"floor is part of (a) garage, which makes it different from roof",Yes
6598,"finger is part of (a) hands(including wrist), which makes it different from elbow",Yes
13222,"pants is a worn on the lower body, which makes it different from blouse",Yes
6272,"pen can make holes, which makes it different from knife",Yes
14711,"scissors is made of /mostly made of metal, which makes it different from brush",Yes
8575,"thigh can be found below the waist, which makes it different from shoulder",Yes
13952,"clarinet can be played with mouth, which makes it different from piano",Yes
12723,"arm is mostly of cylindrical shape, which makes it different from hand",Yes
14572,"shoulder is part of (a) the upper body, which makes it different from leg",Yes
3219,"bison have (a) horn or antler, which makes it different from camel",Yes
12948,"jacket is a piece of clothing, which makes it different from boots",Yes
11044,"knees is a plural, which makes it different from leg",Yes
7637,"eagle is a bird of prey, which makes it different from duck",Yes
12468,"mink have (a) long tail, which makes it different from otter",Yes
9385,"knee is a joint, which makes it different from foot",Yes
12229,"buggy is consuming fuel, which makes it different from skis",Yes
5584,"otter can live in water, which makes it different from raccoon",Yes
14777,"gun can be used for shooting, which makes it different from barrel",Yes
394,"elbow is something humans have two of, which makes it different from toe",Yes
4773,"screwdriver is a construction tool, which makes it different from spatula",Yes
14322,"flute have (a) reed to make it work, which makes it different from trumpet",Yes
11529,"pony can be used for riding, which makes it different from sheep",Yes
1022,"hose can be used for restraining something/somebody, which makes it different from plug",Yes
12027,"barn have (a) start with a b, which makes it different from inn",Yes
8243,"rabbit is fluffy, which makes it different from elephant",Yes
1047,"lantern is made of metal, which makes it different from candle",Yes
12074,"trousers is part of (a) lower waistline, which makes it different from coat",Yes
6331,"cheetah is a predator, which makes it different from bison",Yes
9586,"raspberry is a berry, which makes it different from coconut",Yes
2950,"avocado is green (most part), which makes it different from eggplant",Yes
7456,"dress can be found above the feet, which makes it different from socks",Yes
3739,"zebra is a herbivore, which makes it different from crocodile",Yes
4575,"socks is part of (a) lower waistline, which makes it different from shirt",Yes
4835,"bottle is made of metal, which makes it different from pot",Yes
11456,"blouse can be found on your upper torso, which makes it different from jeans",Yes
9548,"typewriter can to paint, which makes it different from paintbrush",Not Sure
11639,"chicken is a meat or animal, which makes it different from potato",Yes
4630,"crocodile is eat meat, which makes it different from deer",Yes
12214,"shoulder is a upper body part, which makes it different from ankle",Yes
10356,"fridge is using electricity, which makes it different from sink",Yes
15427,"rabbit can be found underground, which makes it different from squirrel",Yes
11261,"trombone can usually be played  with mouth, which makes it different from violin",Yes
11929,"plum have (a) edible skin, which makes it different from grapefruit",Yes
1718,"cherry have (a) stone inside, which makes it different from pear",Yes
13752,"cow is used for milk for humans, which makes it different from bison",Yes
11877,"prune can be eaten in one bite, which makes it different from plum",Yes
13260,"avocado is green, which makes it different from garlic",Yes
3069,"bed is part of (a) set of furniture, which makes it different from bedroom",Yes
6792,"elephant can be used for human transport, which makes it different from cat",Yes
3121,"flute can be blown into, which makes it different from piano",Yes
15138,"oven can be used for cooking food, which makes it different from dishwasher",Yes
1597,"gate is a component of a home, which makes it different from cottage",Yes
8793,"horse is a herbivore, which makes it different from cart",Yes
12455,"pencil can be used for writing, which makes it different from paintbrush",Yes
2780,"skunk can climb trees, which makes it different from hare",Yes
8999,"king is a direct relation with you, which makes it different from prince",No
13055,"prune can be eaten in one bite, which makes it different from pineapple",Yes
4607,"wasp have (a) wings, which makes it different from cockroach",No
10654,"elbow is upper body, which makes it different from ankle",Yes
11339,"gun can blow things up, which makes it different from tank",No
7341,"trousers can be found on lower body, which makes it different from gown",Yes
3881,"zebra have (a) spots or stripes, which makes it different from camel",Yes
15240,"dog is smaller than a desk, which makes it different from horse",Yes
13700,"tuba is a brass instrument, which makes it different from accordion",Yes
15353,"tank have (a) caterpillar treads, which makes it different from cannon",Yes
377,"microwave can be used for heating items up, which makes it different from freezer",Yes
1397,"plastic can burn, which makes it different from metal",Yes
9185,"snail have (a) no legs, which makes it different from ant",Yes
13089,"fingers is mostly of cylindrical shape, which makes it different from hand",Yes
4772,"orange is a citrus fruit, which makes it different from plum",Yes
2799,"woman have (a) friends on it, which makes it different from boy",No
8305,"thigh is lower body, which makes it different from shoulder",Yes
3624,"pants is part of (a) lower waistline, which makes it different from jacket",Yes
12080,"octopus have (a) legs/tentacles, which makes it different from mackerel",Yes
290,"grapefruit is a red  or orang, which makes it different from avocado",Yes
6705,"ankle can be found below waist, which makes it different from neck",Yes
3994,"vulture is a predator, which makes it different from parakeet",Yes
3732,"gown can be found on your upper torso, which makes it different from shoes",Yes
1442,"bagpipe is a wind instrument, which makes it different from harpsichord",Yes
6925,"guitar can easily carried around, which makes it different from trumpet",Yes
1848,"mink can climb on tree, which makes it different from skunk",Yes
6020,"celery is a green vegetable, which makes it different from avocado",Yes
14560,"prune have (a) single hard pit, which makes it different from banana",Yes
15060,"truck is consuming fuel, which makes it different from wheel",Yes
5980,"chicken have (a) legs, which makes it different from tuna",Yes
6971,"blender is a electric powered item, which makes it different from spoon",Yes
5158,"necklace is worn on the neck, which makes it different from dress",Yes
14630,"ankle can be found on lower body, which makes it different from elbow",Yes
13050,"bagpipe can usually be played  with mouth, which makes it different from cello",Yes
15037,"shoulder can be found upper body, which makes it different from ankle",Yes
1484,"banana have (a) peel, which makes it different from raspberry",Yes
2054,"tiger is a teeth, which makes it different from dog",Not Sure
1997,"squirrel is a rodent, which makes it different from raccoon",Yes
6978,"beetle is a crustecean, which makes it different from worm",No
11680,"scissors have (a) sharp edge, which makes it different from spatula",Yes
1232,"eggplant is a purple vegetable, which makes it different from broccoli",Yes
100,"bison have (a) horn or antler, which makes it different from leopard",Yes
4731,"girlfriend is a picture of a female, which makes it different from mother",Yes
7776,"plum have (a) single hard pit, which makes it different from coconut",Yes
11461,"hose can contain water, which makes it different from rope",Yes
621,"pants is worn below the waist, which makes it different from dress",Yes
3871,"candle can be used for camping gear, which makes it different from cigarette",Yes
3925,"falcon have (a) large wingspan, which makes it different from hawk",Yes
9333,"rabbit is a n animal, which makes it different from potato",Yes
7105,"church can be used for religious gathering, which makes it different from inn",Yes
8482,"mixer can consume electricity, which makes it different from faucet",Yes
10713,"finger have (a) nails, which makes it different from elbow",Yes
2198,"hawk is a predator, which makes it different from pigeon",Yes
8801,"crocodile can be found in the water, which makes it different from snail",Yes
2831,"barrel is a vessel, which makes it different from rifle",Yes
12064,"tiger is a like a cat, which makes it different from giraffe",Yes
9844,"kettle have (a) handle, which makes it different from pot",Yes
7097,"leg can be found below the waist, which makes it different from finger",Yes
11262,"elephant have (a) four feet, which makes it different from turtle",Yes
565,"crocodile can fly, which makes it different from tiger",No
14667,"donkey can be used for human transport, which makes it different from deer",Yes
13265,"fan is a electric, which makes it different from rocker",Yes
14238,"bison have (a) hooves, which makes it different from camel",Yes
3585,"fridge can be used for storing food, which makes it different from kettle",Yes
8927,"pants can be found on lower body, which makes it different from dress",Yes
2482,"crab have (a) legs/tentacles, which makes it different from cod",Yes
13812,"avocado is a green vegetable, which makes it different from beans",Yes
7812,"ankle can be used for walking, which makes it different from shoulder",Yes
13204,"giraffe have (a) spots or stripes, which makes it different from bison",Yes
165,"goat is a animal, which makes it different from onions",Yes
640,"dress can be found on your upper torso, which makes it different from shoes",Yes
2639,"falcon have (a) large wing span, which makes it different from owl",Yes
14064,"rabbit can jump, which makes it different from mouse",Yes
573,"balloon can be found in the air, which makes it different from boat",Yes
4281,"leg is below the waist, which makes it different from neck",Yes
12290,"deer have (a) horn, which makes it different from rabbit",Yes
7528,"faucet is made of metal/steel, which makes it different from hose",Yes
1856,"bathroom have (a) glass, which makes it different from room",Yes
3316,"camel have (a) hooves, which makes it different from gorilla",No
11933,"blender can hold water, which makes it different from toaster",Yes
1563,"pepper is a vegetable, which makes it different from tomato",Yes
