spacesuit,4.96,0.2
sidewalk,4.96,0.19
sideburns,4.96,0.19
shotgun,4.96,0.19
shelf,4.96,0.19
seashell,4.96,0.19
scooter,4.96,0.19
sandcastle,4.96,0.19
saltshaker,4.96,0.19
roach,4.96,0.2
ribcage,4.96,0.19
python,4.96,0.19
pyramid,4.96,0.2
pillbox,4.96,0.19
pelican,4.96,0.19
parrotfish,4.96,0.2
paperclip,4.96,0.19
noodles,4.96,0.19
nightclub,4.96,0.2
needles,4.96,0.19
necktie,4.96,0.19
necklace,4.96,0.19
muskrat,4.96,0.19
moustache,4.96,0.19
mountain,4.96,0.2
meteor,4.96,0.2
matchstick,4.96,0.2
mask,4.96,0.19
marbles,4.96,0.19
longbow,4.96,0.21
lollipop,4.96,0.2
log,4.96,0.19
lip,4.96,0.19
lion,4.96,0.19
lint,4.96,0.19
lime,4.96,0.19
lighthouse,4.96,0.19
lid,4.96,0.19
laptop,4.96,0.19
kidney,4.96,0.19
kerosene,4.96,0.19
jug,4.96,0.19
jewel,4.96,0.2
jawbone,4.96,0.19
island,4.96,0.19
icicle,4.96,0.19
iceberg,4.96,0.19
hummingbird,4.96,0.19
hornet,4.96,0.19
hairnet,4.96,0.2
hacksaw,4.96,0.2
grapefruit,4.96,0.19
goalpost,4.96,0.2
genitals,4.96,0.19
gate,4.96,0.19
garage,4.96,0.19
footstool,4.96,0.2
foghorn,4.96,0.19
fingerprint,4.96,0.2
feces,4.96,0.19
earring,4.96,0.19
earlobe,4.96,0.2
drumstick,4.96,0.19
drum,4.96,0.19
dresser,4.96,0.19
drawers,4.96,0.19
doughnut,4.96,0.2
dolphin,4.96,0.19
dagger,4.96,0.19
daffodil,4.96,0.19
croissant,4.96,0.19
crawlspace,4.96,0.19
cranberry,4.96,0.19
cracker,4.96,0.19
coyote,4.96,0.19
cow,4.96,0.19
cornfield,4.96,0.19
corn,4.96,0.19
cockroach,4.96,0.19
chimpanzee,4.96,0.19
chimp,4.96,0.2
checkerboard,4.96,0.19
cello,4.96,0.19
cave,4.96,0.19
castle,4.96,0.19
carpet,4.96,0.19
cardigan,4.96,0.2
cafe,4.96,0.19
caboose,4.96,0.2
button,4.96,0.2
bumper,4.96,0.19
bumblebee,4.96,0.19
bucket,4.96,0.2
bracelet,4.96,0.19
boot,4.96,0.19
blueberry,4.96,0.19
blouse,4.96,0.19
birdseed,4.96,0.19
birdhouse,4.96,0.2
birdbath,4.96,0.19
bikini,4.96,0.19
bell,4.96,0.19
beard,4.96,0.19
beanbag,4.96,0.19
beak,4.96,0.19
backpack,4.96,0.19
automobile,4.96,0.19
asparagus,4.96,0.19
arm,4.96,0.19
applesauce,4.96,0.19
anvil,4.96,0.2
anchovy,4.96,0.19
alligator,4.96,0.19
airplane,4.96,0.19
acorn,4.96,0.19
swan,4.96,0.19
rosebud,4.96,0.19
redwood,4.96,0.19
mayo,4.96,0.2
macaroon,4.96,0.21
colt,4.96,0.2
ash,4.96,0.19
housefly,4.96,0.2
plunger,4.96,0.2
mapleleaf,4.95,0.21
willow tree,4.94,0.25
water pistol,4.94,0.36
measuring cup,4.94,0.25
lip balm,4.94,0.25
flip flops,4.94,0.35
shirt,4.94,0.38
pineapple,4.94,0.4
eggroll,4.94,0.25
cuticle,4.94,0.25
writing desk,4.93,0.26
wooden leg,4.93,0.27
wooden horse,4.93,0.26
water bottle,4.93,0.27
wall clock,4.93,0.37
vegetable oil,4.93,0.26
tv set,4.93,0.38
tuning fork,4.93,0.38
t-shirt,4.93,0.27
trenchcoat,4.93,0.26
trash bin,4.93,0.26
telephone pole,4.93,0.37
taperecorder,4.93,0.27
tape recorder,4.93,0.27
tank top,4.93,0.26
table lamp,4.93,0.27
swimming pool,4.93,0.37
suntan lotion,4.93,0.38
street lamp,4.93,0.26
space bar,4.93,0.25
skin rash,4.93,0.26
shoulder bag,4.93,0.25
scrap metal,4.93,0.27
school bus,4.93,0.26
root beer,4.93,0.26
rocking chair,4.93,0.26
remote control,4.93,0.26
reception desk,4.93,0.26
racoon,4.93,0.37
racing car,4.93,0.26
race car,4.93,0.38
praying mantis,4.93,0.38
pork roast,4.93,0.26
ping-pong table,4.93,0.26
picture book,4.93,0.27
phone card,4.93,0.27
phone book,4.93,0.26
pet shop,4.93,0.27
pencil sharpener,4.93,0.26
peanut butter,4.93,0.38
oxygen mask,4.93,0.37
outlet store,4.93,0.26
olive oil,4.93,0.37
oil rig,4.93,0.26
napkin ring,4.93,0.38
mosquito net,4.93,0.27
milk can,4.93,0.27
microwave oven,4.93,0.37
lip gloss,4.93,0.26
lawn mower,4.93,0.38
laserdisc,4.93,0.26
lamb chop,4.93,0.26
kitchen cabinet,4.93,0.38
jumprope,4.93,0.26
jogging suit,4.93,0.26
jigsaw puzzle,4.93,0.38
iphone,4.93,0.26
ignition key,4.93,0.26
ice-cream cone,4.93,0.37
iceberg lettuce,4.93,0.37
hearing aid,4.93,0.26
hazard lights,4.93,0.27
hair dryer,4.93,0.26
guinea pig,4.93,0.27
grape juice,4.93,0.27
garlic butter,4.93,0.26
fruit cocktail,4.93,0.26
fountain pen,4.93,0.26
football stadium,4.93,0.26
fishnet stockings,4.93,0.27
fish tank,4.93,0.25
engagement ring,4.93,0.26
easy chair,4.93,0.26
dogfood,4.93,0.27
dog collar,4.93,0.26
dishcloth,4.93,0.38
dish towel,4.93,0.37
cowboy hat,4.93,0.37
contact lens,4.93,0.38
combination lock,4.93,0.25
coffee pot,4.93,0.38
coffee filter,4.93,0.38
coat hanger,4.93,0.37
clownfish,4.93,0.38
chickpea,4.93,0.27
chess piece,4.93,0.25
cattail,4.93,0.27
car seat,4.93,0.26
car mechanic,4.93,0.38
can opener,4.93,0.25
cadillac,4.93,0.38
bus shelter,4.93,0.26
bunkbed,4.93,0.37
bulletin board,4.93,0.26
bok choy,4.93,0.38
black locust,4.93,0.38
birthday cake,4.93,0.38
beer can,4.93,0.38
bay window,4.93,0.26
battery charger,4.93,0.38
barbecue pit,4.93,0.27
bank vault,4.93,0.38
apple pie,4.93,0.38
aircraft carrier,4.93,0.26
air conditioner,4.93,0.27
aerosol can,4.93,0.27
nail,4.93,0.26
hotcake,4.93,0.27
elk,4.93,0.37
yarn,4.93,0.37
wrist,4.93,0.37
wrench,4.93,0.38
wreath,4.93,0.27
woodpecker,4.93,0.38
wineglass,4.93,0.27
wheelchair,4.93,0.37
washcloth,4.93,0.26
volleyball,4.93,0.26
urine,4.93,0.27
trousers,4.93,0.27
treadmill,4.93,0.26
toy,4.93,0.38
toothpick,4.93,0.37
tongue,4.93,0.27
toe,4.93,0.25
toast,4.93,0.26
tissue,4.93,0.27
thong,4.93,0.27
text,4.93,0.26
taxi,4.93,0.26
tapeworm,4.93,0.38
taco,4.93,0.37
sword,4.93,0.37
sweatshirt,4.93,0.37
statue,4.93,0.26
stair,4.93,0.38
stagecoach,4.93,0.37
speakers,4.93,0.26
soap,4.93,0.26
snowball,4.93,0.25
snail,4.93,0.27
skittles,4.93,0.27
showerhead,4.93,0.38
shoulder,4.93,0.27
sheet,4.93,0.26
shark,4.93,0.37
shack,4.93,0.27
sawdust,4.93,0.27
rum,4.93,0.26
rope,4.93,0.26
roosters,4.93,0.38
restroom,4.93,0.38
raspberry,4.93,0.37
rainfall,4.93,0.26
rabbit,4.93,0.26
postcard,4.93,0.38
popsicle,4.93,0.26
policeman,4.93,0.26
pocketknife,4.93,0.25
pliers,4.93,0.26
platter,4.93,0.38
pitcher,4.93,0.27
pistachio,4.93,0.26
pillowcase,4.93,0.38
piglet,4.93,0.38
pickaxe,4.93,0.26
photo,4.93,0.27
peroxide,4.93,0.27
pelvis,4.93,0.27
pegboard,4.93,0.38
pedometer,4.93,0.26
pear,4.93,0.38
paper,4.93,0.38
panther,4.93,0.26
pail,4.93,0.38
owl,4.93,0.26
opossum,4.93,0.26
omelet,4.93,0.38
oil,4.93,0.26
office,4.93,0.27
oatmeal,4.93,0.37
nightlight,4.93,0.27
needle,4.93,0.27
napkin,4.93,0.38
mustard,4.93,0.25
motorcar,4.93,0.38
motorboat,4.93,0.26
motel,4.93,0.26
meatball,4.93,0.25
mascara,4.93,0.26
map,4.93,0.25
mallet,4.93,0.37
lawn,4.93,0.26
laundry,4.93,0.26
knuckle,4.93,0.26
keyboard,4.93,0.37
jukebox,4.93,0.26
jellyfish,4.93,0.26
jelly,4.93,0.26
infant,4.93,0.37
hourglass,4.93,0.38
hotel,4.93,0.38
hippopotamus,4.93,0.38
hippo,4.93,0.27
hill,4.93,0.27
hedgehog,4.93,0.25
headphone,4.93,0.26
hatchet,4.93,0.27
handbag,4.93,0.26
gunshot,4.93,0.27
groundhog,4.93,0.26
grass,4.93,0.26
goggles,4.93,0.37
glowworm,4.93,0.26
folder,4.93,0.38
fist,4.93,0.27
fishhooks,4.93,0.26
firewood,4.93,0.37
fingertip,4.93,0.38
fingernail,4.93,0.26
envelope,4.93,0.26
emerald,4.93,0.26
duckling,4.93,0.26
dress,4.93,0.26
donut,4.93,0.26
dollar,4.93,0.26
diploma,4.93,0.27
dessert,4.93,0.25
dentist,4.93,0.26
cumin,4.93,0.27
crow,4.93,0.26
crayfish,4.93,0.27
crate,4.93,0.26
cradle,4.93,0.26
crackers,4.93,0.37
confetti,4.93,0.26
computer,4.93,0.26
coliseum,4.93,0.27
coffeemaker,4.93,0.38
coffeehouse,4.93,0.27
clitoris,4.93,0.25
clipboard,4.93,0.27
clay,4.93,0.26
cigar,4.93,0.27
churchyard,4.93,0.26
chopstick,4.93,0.27
chick,4.93,0.27
chest,4.93,0.27
cheeseburger,4.93,0.38
cemetery,4.93,0.26
carousel,4.93,0.25
canister,4.93,0.26
candlestick,4.93,0.27
camel,4.93,0.25
butterfly,4.93,0.26
burger,4.93,0.26
bulb,4.93,0.27
bourbon,4.93,0.27
bookshelf,4.93,0.26
bookcase,4.93,0.38
bonnet,4.93,0.26
bologna,4.93,0.38
bobcat,4.93,0.38
boat,4.93,0.37
blowtorch,4.93,0.26
blade,4.93,0.26
biceps,4.93,0.27
beehive,4.93,0.27
bakeshop,4.93,0.38
bagpipes,4.93,0.26
badge,4.93,0.26
backboard,4.93,0.26
anaconda,4.93,0.26
algae,4.93,0.27
yam,4.93,0.26
peg,4.93,0.26
hawk,4.93,0.27
bookbinder,4.93,0.38
berry,4.93,0.37
waterbed,4.93,0.27
human,4.93,0.26
wateringcan,4.92,0.39
water tower,4.92,0.27
velcro,4.92,0.27
silver foil,4.92,0.28
silly putty,4.92,0.27
shoulder blade,4.92,0.28
shopping bag,4.92,0.39
seat belt,4.92,0.27
rockingchair,4.92,0.41
road atlas,4.92,0.28
meat loaf,4.92,0.27
kleenex,4.92,0.27
humvee,4.92,0.27
home plate,4.92,0.28
garter snake,4.92,0.28
garbage truck,4.92,0.27
electric razor,4.92,0.28
cotton wool,4.92,0.39
candy store,4.92,0.28
cable car,4.92,0.28
buzz saw,4.92,0.27
bus stop,4.92,0.27
brake light,4.92,0.27
belt buckle,4.92,0.28
aloe vera,4.92,0.28
waterbird,4.92,0.27
videotape,4.92,0.27
theater,4.92,0.27
teacup,4.92,0.28
student,4.92,0.28
streetlamp,4.92,0.39
storybook,4.92,0.27
stopwatch,4.92,0.27
spindle,4.92,0.28
sparkplug,4.92,0.28
shrub,4.92,0.27
seesaw,4.92,0.27
rectum,4.92,0.27
quesadilla,4.92,0.28
porch,4.92,0.27
poinsettia,4.92,0.28
plane,4.92,0.4
pin,4.92,0.4
pie,4.92,0.27
pen,4.92,0.42
padlock,4.92,0.4
orchid,4.92,0.28
nun,4.92,0.28
notebook,4.92,0.27
motorbus,4.92,0.28
minivan,4.92,0.27
milk,4.92,0.39
mast,4.92,0.27
limes,4.92,0.39
leek,4.92,0.28
ladybug,4.92,0.28
helmet,4.92,0.27
gondola,4.92,0.27
fridge,4.92,0.4
eyeglasses,4.92,0.28
eyeball,4.92,0.27
corkboard,4.92,0.27
cobweb,4.92,0.41
clarinet,4.92,0.27
cashew,4.92,0.39
caribou,4.92,0.27
cabin,4.92,0.27
bread,4.92,0.28
boa,4.92,0.28
bathtub,4.92,0.39
barnacle,4.92,0.39
balloon,4.92,0.27
baboon,4.92,0.27
ashes,4.92,0.28
applecart,4.92,0.27
anklebone,4.92,0.27
airship,4.92,0.27
rosewood,4.92,0.27
moonstone,4.92,0.27
ginger,4.92,0.27
cymbal,4.92,0.28
window pane,4.91,0.29
sea gull,4.91,0.42
rocking horse,4.91,0.3
juniper berries,4.91,0.29
sock,4.91,0.43
sidewall,4.91,0.29
rock,4.91,0.29
nozzle,4.91,0.3
grasshopper,4.91,0.43
bottle,4.91,0.44
wrist watch,4.9,0.56
wine glass,4.9,0.55
videogame,4.9,0.31
video camera,4.9,0.41
vending machine,4.9,0.31
vaseline,4.9,0.41
ticket office,4.9,0.41
talcum powder,4.9,0.31
sumo wrestler,4.9,0.31
soup bowl,4.9,0.31
shopping mall,4.9,0.31
salad bar,4.9,0.31
roulette wheel,4.9,0.41
roof rack,4.9,0.31
rain forest,4.9,0.31
punch card,4.9,0.31
post office,4.9,0.41
plastic film,4.9,0.4
pencil eraser,4.9,0.4
pay phone,4.9,0.31
milk shake,4.9,0.31
kitchen sink,4.9,0.4
hand grenade,4.9,0.3
green beans,4.9,0.41
gingerbread man,4.9,0.41
gift shop,4.9,0.31
gas tank,4.9,0.56
fish bowl,4.9,0.54
fire truck,4.9,0.41
drum kit,4.9,0.4
dinner plate,4.9,0.31
deerskin,4.9,0.31
cooking oil,4.9,0.41
conveyor belt,4.9,0.31
cocktail shaker,4.9,0.31
clock radio,4.9,0.41
christmas tree,4.9,0.31
bulletproof vest,4.9,0.31
bubble gum,4.9,0.41
boxer shorts,4.9,0.56
body lotion,4.9,0.56
scissor,4.9,0.41
yogurt,4.9,0.31
worm,4.9,0.4
weed,4.9,0.4
waterfall,4.9,0.55
trombone,4.9,0.4
toaster,4.9,0.56
timber,4.9,0.4
thigh,4.9,0.4
tape,4.9,0.31
table,4.9,0.41
stool,4.9,0.31
stirrup,4.9,0.31
steamboat,4.9,0.31
starfish,4.9,0.4
sofa,4.9,0.4
sheep,4.9,0.41
screwdriver,4.9,0.31
scoreboard,4.9,0.31
schoolbook,4.9,0.41
sandwich,4.9,0.31
rose,4.9,0.41
riverboat,4.9,0.31
rib,4.9,0.31
rhino,4.9,0.3
razor,4.9,0.41
rail,4.9,0.41
purse,4.9,0.41
pumpkin,4.9,0.31
pudding,4.9,0.3
propeller,4.9,0.4
portrait,4.9,0.31
pony,4.9,0.4
pond,4.9,0.41
piano,4.9,0.41
peanuts,4.9,0.31
peach,4.9,0.31
pea,4.9,0.56
parakeet,4.9,0.41
panties,4.9,0.31
page,4.9,0.31
ottoman,4.9,0.41
nightgown,4.9,0.41
mustache,4.9,0.3
moon,4.9,0.31
monkey,4.9,0.31
meat,4.9,0.3
mayonnaise,4.9,0.4
lipstick,4.9,0.31
ladle,4.9,0.31
knife,4.9,0.41
knapsack,4.9,0.31
kettledrum,4.9,0.4
kelp,4.9,0.56
jellybean,4.9,0.31
javelin,4.9,0.31
jaguar,4.9,0.56
hipbone,4.9,0.41
hen,4.9,0.41
harmonica,4.9,0.4
ham,4.9,0.41
gumdrop,4.9,0.4
guitar,4.9,0.4
grenade,4.9,0.56
glasses,4.9,0.31
fossil,4.9,0.56
fork,4.9,0.55
forehead,4.9,0.4
foot,4.9,0.41
firefly,4.9,0.41
fiberglass,4.9,0.4
feather,4.9,0.31
falcon,4.9,0.31
eye,4.9,0.41
exoskeleton,4.9,0.41
earplugs,4.9,0.4
doornail,4.9,0.31
dish,4.9,0.4
dart,4.9,0.31
crouton,4.9,0.4
crab,4.9,0.56
cookbook,4.9,0.31
clown,4.9,0.31
cloth,4.9,0.31
church,4.9,0.41
chips,4.9,0.41
cheerleader,4.9,0.31
chalk,4.9,0.41
chainsaw,4.9,0.31
card,4.9,0.56
butter,4.9,0.55
bush,4.9,0.31
bus,4.9,0.54
bullfrog,4.9,0.56
bulldozer,4.9,0.41
branch,4.9,0.3
box,4.9,0.41
bookmark,4.9,0.4
book,4.9,0.31
bone,4.9,0.56
biscuit,4.9,0.4
belt,4.9,0.56
bedroom,4.9,0.3
bead,4.9,0.31
baseboard,4.9,0.31
banjo,4.9,0.4
bag,4.9,0.55
bacon,4.9,0.56
ax,4.9,0.31
apartment,4.9,0.41
stingray,4.9,0.4
moss,4.9,0.31
armadillo,4.9,0.41
olive,4.9,0.31
cardboard,4.9,0.41
bobsled,4.9,0.41
xbox,4.89,0.42
wine bar,4.89,0.42
window glass,4.89,0.42
window box,4.89,0.31
wedding cake,4.89,0.32
water meter,4.89,0.42
water jug,4.89,0.57
washing machine,4.89,0.58
tin can,4.89,0.57
telephone cord,4.89,0.42
sun hat,4.89,0.32
spiral staircase,4.89,0.57
spare ribs,4.89,0.32
soft drink,4.89,0.42
soccer ball,4.89,0.31
ski jacket,4.89,0.42
silicon chip,4.89,0.42
shuttle bus,4.89,0.32
shower cap,4.89,0.31
seabird,4.89,0.32
roast pork,4.89,0.32
rice pudding,4.89,0.42
punch bowl,4.89,0.31
playstation,4.89,0.42
phone booth,4.89,0.31
pet food,4.89,0.31
personal computer,4.89,0.42
parking meter,4.89,0.42
paper bag,4.89,0.42
music box,4.89,0.42
middle finger,4.89,0.32
mail slot,4.89,0.31
license plate,4.89,0.31
lemon juice,4.89,0.42
jump suit,4.89,0.31
