reference_id,candidate_id,reference_statement,candidate_statement,overlap
1472,8110,rabbit and squirrel can be discriminated with ears,"rabbit is part of (a) jumping, which makes it different from squirrel",No
1472,3959,rabbit and squirrel can be discriminated with ears,"rabbit have (a) long ears, which makes it different from squirrel",Yes
1472,13041,rabbit and squirrel can be discriminated with ears,"rabbit is a animal with long ears, which makes it different from squirrel",Yes
1472,10074,rabbit and squirrel can be discriminated with ears,"rabbit have (a) long ear, which makes it different from squirrel",Yes
1472,15427,rabbit and squirrel can be discriminated with ears,"rabbit can be found underground, which makes it different from squirrel",No
86,14569,fridge and stove can be discriminated with rectangular,"fridge can be used for storing food, which makes it different from stove",No
3309,5404,elephant and camel can be discriminated with ears,"elephant have (a) horn, which makes it different from camel",No
3309,5960,elephant and camel can be discriminated with ears,"elephant have (a) horns, which makes it different from camel",No
3309,3493,elephant and camel can be discriminated with ears,"elephant have (a) antlers/tusks, which makes it different from camel",No
3309,12638,elephant and camel can be discriminated with ears,"elephant have (a) antlers or tusks, which makes it different from camel",No
3309,2658,elephant and camel can be discriminated with ears,"elephant is a has horns, which makes it different from camel",No
3309,8273,elephant and camel can be discriminated with ears,"elephant is a violent creature, which makes it different from camel",No
3309,14112,elephant and camel can be discriminated with ears,"elephant have (a) horn or antler, which makes it different from camel",No
3309,11533,elephant and camel can be discriminated with ears,"elephant have (a) trunk, which makes it different from camel",No
3309,7111,elephant and camel can be discriminated with ears,"elephant have (a) thick body, which makes it different from camel",No
15,9221,elephant and zebra can be discriminated with ears,"elephant have (a) antlers/tusks, which makes it different from zebra",No
15,4967,elephant and zebra can be discriminated with ears,"elephant have (a) antlers or tusks, which makes it different from zebra",No
15,8827,elephant and zebra can be discriminated with ears,"elephant is a has horns, which makes it different from zebra",No
15,10847,elephant and zebra can be discriminated with ears,"elephant have (a) horn or antler, which makes it different from zebra",No
15,5776,elephant and zebra can be discriminated with ears,"elephant have (a) trunk, which makes it different from zebra",No
1435,9221,elephant and zebra can be discriminated with tusks,"elephant have (a) antlers/tusks, which makes it different from zebra",No
1435,4967,elephant and zebra can be discriminated with tusks,"elephant have (a) antlers or tusks, which makes it different from zebra",No
1435,8827,elephant and zebra can be discriminated with tusks,"elephant is a has horns, which makes it different from zebra",No
1435,10847,elephant and zebra can be discriminated with tusks,"elephant have (a) horn or antler, which makes it different from zebra",No
1435,5776,elephant and zebra can be discriminated with tusks,"elephant have (a) trunk, which makes it different from zebra",No
19,3805,ant and beetle can be discriminated with bites,"ant is part of (a) water, which makes it different from beetle",No
20,8422,bagpipe and tuba can be discriminated with plaid,"bagpipe can be used for sound, which makes it different from tuba",No
2544,5786,pants and shoes can be discriminated with cuffs,"pants is a piece of clothing, which makes it different from shoes",No
2544,6219,pants and shoes can be discriminated with cuffs,"pants can be found above the feet, which makes it different from shoes",No
2544,5773,pants and shoes can be discriminated with cuffs,"pants can be used for covering legs, which makes it different from shoes",No
2544,7568,pants and shoes can be discriminated with cuffs,"pants can keep 2 legs covered, which makes it different from shoes",No
2544,6443,pants and shoes can be discriminated with cuffs,"pants is covering the legs, which makes it different from shoes",No
1567,5786,pants and shoes can be discriminated with seams,"pants is a piece of clothing, which makes it different from shoes",No
1567,6219,pants and shoes can be discriminated with seams,"pants can be found above the feet, which makes it different from shoes",No
1567,5773,pants and shoes can be discriminated with seams,"pants can be used for covering legs, which makes it different from shoes",No
1567,7568,pants and shoes can be discriminated with seams,"pants can keep 2 legs covered, which makes it different from shoes",No
1567,6443,pants and shoes can be discriminated with seams,"pants is covering the legs, which makes it different from shoes",No
332,6002,trout and squid can be discriminated with scales,"trout is a fish, which makes it different from squid",No
332,12667,trout and squid can be discriminated with scales,"trout have (a) fins, which makes it different from squid",No
22,6002,trout and squid can be discriminated with gills,"trout is a fish, which makes it different from squid",No
22,12667,trout and squid can be discriminated with gills,"trout have (a) fins, which makes it different from squid",Yes
1995,6002,trout and squid can be discriminated with fins,"trout is a fish, which makes it different from squid",No
1995,12667,trout and squid can be discriminated with fins,"trout have (a) fins, which makes it different from squid",Yes
2454,12402,microwave and fridge can be discriminated with shaped,"microwave can be used for cooking food, which makes it different from fridge",No
2454,2447,microwave and fridge can be discriminated with shaped,"microwave can be used for making food, which makes it different from fridge",No
2454,2227,microwave and fridge can be discriminated with shaped,"microwave can be found on a countertop, which makes it different from fridge",No
2454,11514,microwave and fridge can be discriminated with shaped,"microwave can be used for heating items up, which makes it different from fridge",No
2169,14557,rattlesnake and iguana can be discriminated with slender,"rattlesnake is dangerous, which makes it different from iguana",No
2169,11732,rattlesnake and iguana can be discriminated with slender,"rattlesnake is poisonous, which makes it different from iguana",No
2515,1266,plug and hose can be discriminated with prongs,"plug can be used for electronic uses, which makes it different from hose",No
2515,5409,plug and hose can be discriminated with prongs,"plug is a electronic device, which makes it different from hose",No
2515,14519,plug and hose can be discriminated with prongs,"plug is round shaped, which makes it different from hose",Yes
2515,8836,plug and hose can be discriminated with prongs,"plug is a electric, which makes it different from hose",No
2515,15109,plug and hose can be discriminated with prongs,"plug can be found at an electronics store, which makes it different from hose",No
2916,1266,plug and hose can be discriminated with cord,"plug can be used for electronic uses, which makes it different from hose",No
2916,5409,plug and hose can be discriminated with cord,"plug is a electronic device, which makes it different from hose",No
2916,14519,plug and hose can be discriminated with cord,"plug is round shaped, which makes it different from hose",No
2916,8836,plug and hose can be discriminated with cord,"plug is a electric, which makes it different from hose",No
2916,15109,plug and hose can be discriminated with cord,"plug can be found at an electronics store, which makes it different from hose",No
1455,3140,shoes and jeans can be discriminated with laces,"shoes can be found on your feet, which makes it different from jeans",No
1455,8098,shoes and jeans can be discriminated with laces,"shoes can be found foot, which makes it different from jeans",No
1455,2299,shoes and jeans can be discriminated with laces,"shoes can be used for feet, which makes it different from jeans",No
1455,13027,shoes and jeans can be discriminated with laces,"shoes can be used for wearing on your feet, which makes it different from jeans",No
361,3140,shoes and jeans can be discriminated with heels,"shoes can be found on your feet, which makes it different from jeans",No
361,8098,shoes and jeans can be discriminated with heels,"shoes can be found foot, which makes it different from jeans",No
361,2299,shoes and jeans can be discriminated with heels,"shoes can be used for feet, which makes it different from jeans",No
361,13027,shoes and jeans can be discriminated with heels,"shoes can be used for wearing on your feet, which makes it different from jeans",No
42,11151,raft and sailboat can be discriminated with square,"raft is colored red, which makes it different from sailboat",No
42,5094,raft and sailboat can be discriminated with square,"raft can be used with paddles, which makes it different from sailboat",No
3144,11151,raft and sailboat can be discriminated with rubber,"raft is colored red, which makes it different from sailboat",No
3144,5094,raft and sailboat can be discriminated with rubber,"raft can be used with paddles, which makes it different from sailboat",No
770,3464,shoes and socks can be discriminated with sizes,"shoes can be tied, which makes it different from socks",No
1194,3464,shoes and socks can be discriminated with soles,"shoes can be tied, which makes it different from socks",No
3492,3464,shoes and socks can be discriminated with buckles,"shoes can be tied, which makes it different from socks",Yes
1732,8138,orange and peach can be discriminated with sections,"orange is a citrus fruit, which makes it different from peach",No
48,9687,saxophone and harmonica can be discriminated with reeds,"saxophone have (a) reed to make it work, which makes it different from harmonica",Yes
48,14948,saxophone and harmonica can be discriminated with reeds,"saxophone is a brass instrument, which makes it different from harmonica",No
48,8948,saxophone and harmonica can be discriminated with reeds,"saxophone is made of strings, which makes it different from harmonica",No
49,7962,jeans and boots can be discriminated with fades,"jeans is a piece of clothing, which makes it different from boots",No
49,11705,jeans and boots can be discriminated with fades,"jeans can be found above the feet, which makes it different from boots",No
49,2025,jeans and boots can be discriminated with fades,"jeans can be used for covering legs, which makes it different from boots",No
49,14440,jeans and boots can be discriminated with fades,"jeans can keep 2 legs covered, which makes it different from boots",No
49,7253,jeans and boots can be discriminated with fades,"jeans is covering the legs, which makes it different from boots",No
52,9,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone have (a) reed to make it work, which makes it different from harpsichord",No
52,13865,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone can be held in hand, which makes it different from harpsichord",No
52,10533,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone is made of strings, which makes it different from harpsichord",No
52,2873,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone is a wind instrument, which makes it different from harpsichord",No
1127,9,saxophone and harpsichord can be discriminated with reeds,"saxophone have (a) reed to make it work, which makes it different from harpsichord",No
1127,13865,saxophone and harpsichord can be discriminated with reeds,"saxophone can be held in hand, which makes it different from harpsichord",No
1127,10533,saxophone and harpsichord can be discriminated with reeds,"saxophone is made of strings, which makes it different from harpsichord",No
1127,2873,saxophone and harpsichord can be discriminated with reeds,"saxophone is a wind instrument, which makes it different from harpsichord",No
57,6224,ankle and toe can be discriminated with chain,"ankle is a joint, which makes it different from toe",Yes
61,13270,tray and fridge can be discriminated with round,"tray can be found on a countertop, which makes it different from fridge",No
62,13212,banana and raspberry can be discriminated with long,"banana have (a) usually inedible skin, which makes it different from raspberry",No
62,10349,banana and raspberry can be discriminated with long,"banana is yellow, which makes it different from raspberry",No
62,14681,banana and raspberry can be discriminated with long,"banana is a long fruit, which makes it different from raspberry",Yes
62,1484,banana and raspberry can be discriminated with long,"banana have (a) peel, which makes it different from raspberry",No
62,13399,banana and raspberry can be discriminated with long,"banana is usually in color yellow, which makes it different from raspberry",No
62,15184,banana and raspberry can be discriminated with long,"banana have (a) yellow color, which makes it different from raspberry",No
62,409,banana and raspberry can be discriminated with long,"banana is a yellow fruit, which makes it different from raspberry",No
3043,5539,wheel and tank can be discriminated with rims,"wheel can be used for daily usage, which makes it different from tank",No
3043,904,wheel and tank can be discriminated with rims,"wheel can be used in home, which makes it different from tank",No
3043,7890,wheel and tank can be discriminated with rims,"wheel have (a) wheels, which makes it different from tank",No
3043,6406,wheel and tank can be discriminated with rims,"wheel can be found at home, which makes it different from tank",No
3043,4656,wheel and tank can be discriminated with rims,"wheel is circular, which makes it different from tank",No
3043,12750,wheel and tank can be discriminated with rims,"wheel can be used for harm, which makes it different from tank",No
981,15360,bike and skis can be discriminated with bars,"bike is made of metal, which makes it different from skis",No
981,7835,bike and skis can be discriminated with bars,"bike have (a) circular component, which makes it different from skis",No
981,3697,bike and skis can be discriminated with bars,"bike have (a) wheels, which makes it different from skis",No
981,2148,bike and skis can be discriminated with bars,"bike can roll, which makes it different from skis",No
981,4995,bike and skis can be discriminated with bars,"bike have (a) handle, which makes it different from skis",Yes
963,15360,bike and skis can be discriminated with pedals,"bike is made of metal, which makes it different from skis",No
963,7835,bike and skis can be discriminated with pedals,"bike have (a) circular component, which makes it different from skis",No
963,3697,bike and skis can be discriminated with pedals,"bike have (a) wheels, which makes it different from skis",No
963,2148,bike and skis can be discriminated with pedals,"bike can roll, which makes it different from skis",No
963,4995,bike and skis can be discriminated with pedals,"bike have (a) handle, which makes it different from skis",No
65,15360,bike and skis can be discriminated with frame,"bike is made of metal, which makes it different from skis",No
65,7835,bike and skis can be discriminated with frame,"bike have (a) circular component, which makes it different from skis",No
65,3697,bike and skis can be discriminated with frame,"bike have (a) wheels, which makes it different from skis",No
65,2148,bike and skis can be discriminated with frame,"bike can roll, which makes it different from skis",No
65,4995,bike and skis can be discriminated with frame,"bike have (a) handle, which makes it different from skis",Not Sure
2253,5836,pencil and crayon can be discriminated with graphite,"pencil can be used for cutting, which makes it different from crayon",No
2253,12864,pencil and crayon can be discriminated with graphite,"pencil have (a) graphite center, which makes it different from crayon",Yes
1508,13018,guitar and trumpet can be discriminated with wood,"guitar have (a) strings, which makes it different from trumpet",No
1508,11206,guitar and trumpet can be discriminated with wood,"guitar is part of (a) strings, which makes it different from trumpet",No
1508,6925,guitar and trumpet can be discriminated with wood,"guitar can easily carried around, which makes it different from trumpet",No
1508,11365,guitar and trumpet can be discriminated with wood,"guitar is made of strings, which makes it different from trumpet",No
75,7090,tiger and zebra can be discriminated with claws,"tiger have (a) sharp teeth, which makes it different from zebra",No
75,5671,tiger and zebra can be discriminated with claws,"tiger is a type of big cat, which makes it different from zebra",No
75,8759,tiger and zebra can be discriminated with claws,"tiger is a like a cat, which makes it different from zebra",No
2485,13666,bed and toilet can be discriminated with springs,"bed is in the bedroom, which makes it different from toilet",No
79,6126,mackerel and crab can be discriminated with scales,"mackerel is a fish, which makes it different from crab",Not Sure
79,4603,mackerel and crab can be discriminated with scales,"mackerel have (a) fins, which makes it different from crab",No
3200,10401,camel and cow can be discriminated with humps,"camel is fluffy, which makes it different from cow",No
3200,12777,camel and cow can be discriminated with humps,"camel can be found jungle, which makes it different from cow",No
3200,6916,camel and cow can be discriminated with humps,"camel can be used for riding, which makes it different from cow",No
657,4370,vulture and sparrow can be discriminated with talons,"vulture have (a) large wing span, which makes it different from sparrow",No
657,13031,vulture and sparrow can be discriminated with talons,"vulture is a predator, which makes it different from sparrow",No
657,12498,vulture and sparrow can be discriminated with talons,"vulture have (a) large wingspan, which makes it different from sparrow",No
248,4370,vulture and sparrow can be discriminated with bald,"vulture have (a) large wing span, which makes it different from sparrow",No
248,13031,vulture and sparrow can be discriminated with bald,"vulture is a predator, which makes it different from sparrow",No
248,12498,vulture and sparrow can be discriminated with bald,"vulture have (a) large wingspan, which makes it different from sparrow",No
82,1232,eggplant and broccoli can be discriminated with seeds,"eggplant is a purple vegetable, which makes it different from broccoli",No
82,9943,eggplant and broccoli can be discriminated with seeds,"eggplant can be used for meat replacement, which makes it different from broccoli",No
84,7319,mole and mink can be discriminated with claws,"mole can be held, which makes it different from mink",No
84,738,mole and mink can be discriminated with claws,"mole can go underground, which makes it different from mink",No
84,13143,mole and mink can be discriminated with claws,"mole can be found on tree, which makes it different from mink",No
84,9778,mole and mink can be discriminated with claws,"mole can be found underground, which makes it different from mink",No
2406,7319,mole and mink can be discriminated with burrows,"mole can be held, which makes it different from mink",No
2406,738,mole and mink can be discriminated with burrows,"mole can go underground, which makes it different from mink",No
2406,13143,mole and mink can be discriminated with burrows,"mole can be found on tree, which makes it different from mink",No
2406,9778,mole and mink can be discriminated with burrows,"mole can be found underground, which makes it different from mink",No
1308,9830,groundhog and raccoon can be discriminated with holes,"groundhog can go underground, which makes it different from raccoon",Yes
1308,7180,groundhog and raccoon can be discriminated with holes,"groundhog can be found underground, which makes it different from raccoon",Yes
88,12966,kite and eagle can be discriminated with colourful,"kite can be found at a beach, which makes it different from eagle",No
89,1817,tuba and flute can be discriminated with gold,"tuba is a brass instrument, which makes it different from flute",Yes
89,12842,tuba and flute can be discriminated with gold,"tuba is made of strings, which makes it different from flute",No
2324,8000,spider and worm can be discriminated with webs,"spider can flying, which makes it different from worm",No
2324,3431,spider and worm can be discriminated with webs,"spider have (a) legs, six or more, which makes it different from worm",No
2874,12472,hawk and buzzard can be discriminated with mice,"hawk have (a) large wing span, which makes it different from buzzard",No
2870,3251,corn and avocado can be discriminated with husks,"corn is a vegetable, which makes it different from avocado",No
2870,9293,corn and avocado can be discriminated with husks,"corn is yellow or orange, which makes it different from avocado",No
3906,3251,corn and avocado can be discriminated with stalks,"corn is a vegetable, which makes it different from avocado",No
3906,9293,corn and avocado can be discriminated with stalks,"corn is yellow or orange, which makes it different from avocado",No
99,6699,tray and bucket can be discriminated with rectangular,"tray can be found in the kitchen, which makes it different from bucket",No
2725,9188,jacket and shirt can be discriminated with hood,"jacket is usually worn as outer layer, which makes it different from shirt",No
105,10251,jacket and bag can be discriminated with hood,"jacket have (a) sleeves, which makes it different from bag",No
105,13962,jacket and bag can be discriminated with hood,"jacket is made to wear outdoors, which makes it different from bag",No
105,12486,jacket and bag can be discriminated with hood,"jacket is a piece of clothing, which makes it different from bag",No
1802,10123,hawk and sparrow can be discriminated with rodents,"hawk have (a) large wing span, which makes it different from sparrow",No
1802,10341,hawk and sparrow can be discriminated with rodents,"hawk is a predator, which makes it different from sparrow",Not Sure
3865,8055,sink and fridge can be discriminated with drain,"sink can be used for washing dishes, which makes it different from fridge",No
3865,12654,sink and fridge can be discriminated with drain,"sink can be found on a countertop, which makes it different from fridge",No
111,5948,walls and floor can be discriminated with tall,"walls is typically vertical, which makes it different from floor",No
111,3039,walls and floor can be discriminated with tall,"walls is part of (a) room, which makes it different from floor",No
114,1065,beaver and squirrel can be discriminated with swims,"beaver can live in water, which makes it different from squirrel",Yes
115,11158,wrist and toe can be discriminated with arm,"wrist is upper body, which makes it different from toe",Not Sure
115,9017,wrist and toe can be discriminated with arm,"wrist is a joint, which makes it different from toe",No
115,6838,wrist and toe can be discriminated with arm,"wrist is part of (a) the upper body, which makes it different from toe",Not Sure
115,3775,wrist and toe can be discriminated with arm,"wrist can be found upper body, which makes it different from toe",Not Sure
115,2597,wrist and toe can be discriminated with arm,"wrist can be found in your upper body, which makes it different from toe",Not Sure
115,7336,wrist and toe can be discriminated with arm,"wrist is made of upper body parts, which makes it different from toe",Not Sure
115,2679,wrist and toe can be discriminated with arm,"wrist is something humans have two of, which makes it different from toe",No
115,6235,wrist and toe can be discriminated with arm,"wrist is part of (a) pair (comes in pairs), which makes it different from toe",No
904,3060,prune and avocado can be discriminated with pit,"prune is a word beginning with p, which makes it different from avocado",No
904,12959,prune and avocado can be discriminated with pit,"prune is part of (a) group or bunch, which makes it different from avocado",No
904,3790,prune and avocado can be discriminated with pit,"prune is a fruit, which makes it different from avocado",No
904,1663,prune and avocado can be discriminated with pit,"prune have (a) edible skin, which makes it different from avocado",No
904,928,prune and avocado can be discriminated with pit,"prune can be eaten in one bite, which makes it different from avocado",No
904,3451,prune and avocado can be discriminated with pit,"prune have (a) (usually) edible skin, which makes it different from avocado",No
904,9573,prune and avocado can be discriminated with pit,"prune is purple, which makes it different from avocado",No
904,2417,prune and avocado can be discriminated with pit,"prune have (a) edible skin (usually), which makes it different from avocado",No
904,2629,prune and avocado can be discriminated with pit,"prune can be used for smoothies, which makes it different from avocado",No
117,3060,prune and avocado can be discriminated with dried,"prune is a word beginning with p, which makes it different from avocado",No
117,12959,prune and avocado can be discriminated with dried,"prune is part of (a) group or bunch, which makes it different from avocado",No
117,3790,prune and avocado can be discriminated with dried,"prune is a fruit, which makes it different from avocado",No
117,1663,prune and avocado can be discriminated with dried,"prune have (a) edible skin, which makes it different from avocado",No
117,928,prune and avocado can be discriminated with dried,"prune can be eaten in one bite, which makes it different from avocado",No
117,3451,prune and avocado can be discriminated with dried,"prune have (a) (usually) edible skin, which makes it different from avocado",No
117,9573,prune and avocado can be discriminated with dried,"prune is purple, which makes it different from avocado",No
117,2417,prune and avocado can be discriminated with dried,"prune have (a) edible skin (usually), which makes it different from avocado",No
117,2629,prune and avocado can be discriminated with dried,"prune can be used for smoothies, which makes it different from avocado",No
118,11395,sink and toaster can be discriminated with enamel,"sink can hold water, which makes it different from toaster",No
196,11395,sink and toaster can be discriminated with porcelain,"sink can hold water, which makes it different from toaster",No
1756,11588,tank and rocket can be discriminated with guns,"tank is a vessel, which makes it different from rocket",No
1756,1286,tank and rocket can be discriminated with guns,"tank is made for violence, which makes it different from rocket",No
1756,10004,tank and rocket can be discriminated with guns,"tank is a weapon, which makes it different from rocket",No
1756,14113,tank and rocket can be discriminated with guns,"tank can be used for shooting, which makes it different from rocket",No
1756,3730,tank and rocket can be discriminated with guns,"tank can be used for firing artillery, which makes it different from rocket",Yes
1756,9663,tank and rocket can be discriminated with guns,"tank can used in war, which makes it different from rocket",No
2686,15251,bed and carpet can be discriminated with headboard,"bed can be found in the room you sleep, which makes it different from carpet",No
2686,7925,bed and carpet can be discriminated with headboard,"bed is a furniture, which makes it different from carpet",No
2686,10683,bed and carpet can be discriminated with headboard,"bed is made of wood typically, which makes it different from carpet",No
2686,14086,bed and carpet can be discriminated with headboard,"bed is made of wood, which makes it different from carpet",No
127,11554,mixer and faucet can be discriminated with bowls,"mixer is a related to music, which makes it different from faucet",No
127,9276,mixer and faucet can be discriminated with bowls,"mixer can be found at an electronics store, which makes it different from faucet",No
127,13228,mixer and faucet can be discriminated with bowls,"mixer can be used for electronic uses, which makes it different from faucet",No
127,9617,mixer and faucet can be discriminated with bowls,"mixer is a electronic device, which makes it different from faucet",No
127,8482,mixer and faucet can be discriminated with bowls,"mixer can consume electricity, which makes it different from faucet",No
127,12146,mixer and faucet can be discriminated with bowls,"mixer have (a) string or line, which makes it different from faucet",No
127,6997,mixer and faucet can be discriminated with bowls,"mixer can be used for music related entertainment, which makes it different from faucet",No
194,2639,falcon and owl can be discriminated with rodents,"falcon have (a) large wing span, which makes it different from owl",No
194,8823,falcon and owl can be discriminated with rodents,"falcon have (a) large wingspan, which makes it different from owl",No
285,14716,coat and skirt can be discriminated with buttons,"coat have (a) sleeves, which makes it different from skirt",No
285,6502,coat and skirt can be discriminated with buttons,"coat can be found on your upper torso, which makes it different from skirt",No
285,6039,coat and skirt can be discriminated with buttons,"coat is worn on the bottom half, which makes it different from skirt",No
285,2725,coat and skirt can be discriminated with buttons,"coat is a long clothing item, which makes it different from skirt",No
246,14716,coat and skirt can be discriminated with zipper,"coat have (a) sleeves, which makes it different from skirt",No
246,6502,coat and skirt can be discriminated with zipper,"coat can be found on your upper torso, which makes it different from skirt",No
246,6039,coat and skirt can be discriminated with zipper,"coat is worn on the bottom half, which makes it different from skirt",No
246,2725,coat and skirt can be discriminated with zipper,"coat is a long clothing item, which makes it different from skirt",No
134,9047,cow and elephant can be discriminated with brown,"cow can be domesticated, which makes it different from elephant",No
134,12308,cow and elephant can be discriminated with brown,"cow have (a)  mane (hair on it), which makes it different from elephant",No
134,12024,cow and elephant can be discriminated with brown,"cow is domesticable (usually), which makes it different from elephant",No
134,18,cow and elephant can be discriminated with brown,"cow have (a) hooves, which makes it different from elephant",No
134,6101,cow and elephant can be discriminated with brown,"cow can be found on a farm, which makes it different from elephant",No
3323,13870,pants and socks can be discriminated with materials,"pants can be used for covering legs, which makes it different from socks",No
3323,4306,pants and socks can be discriminated with materials,"pants can be found above the feet, which makes it different from socks",No
140,218,daughter and girl can be discriminated with parents,"daughter is two syllables, which makes it different from girl",No
140,8173,daughter and girl can be discriminated with parents,"daughter have (a) blood relationship with you, which makes it different from girl",Yes
140,7409,daughter and girl can be discriminated with parents,"daughter is a family member, which makes it different from girl",Not Sure
140,8528,daughter and girl can be discriminated with parents,"daughter have (a) a blood relation with you, which makes it different from girl",Yes
140,13431,daughter and girl can be discriminated with parents,"daughter have (a) blood relation with you, which makes it different from girl",Yes
854,4348,bagpipe and banjo can be discriminated with bag,"bagpipe can usually be played  with mouth, which makes it different from banjo",No
854,1822,bagpipe and banjo can be discriminated with bag,"bagpipe is a wind instrument, which makes it different from banjo",No
146,5054,orange and plum can be discriminated with seeds,"orange is a red  or orang, which makes it different from plum",No
146,4772,orange and plum can be discriminated with seeds,"orange is a citrus fruit, which makes it different from plum",No
2003,5054,orange and plum can be discriminated with pulp,"orange is a red  or orang, which makes it different from plum",No
2003,4772,orange and plum can be discriminated with pulp,"orange is a citrus fruit, which makes it different from plum",No
723,13957,stereo and tape can be discriminated with electronic,"stereo is a related to music, which makes it different from tape",No
723,1670,stereo and tape can be discriminated with electronic,"stereo can be used for electronic uses, which makes it different from tape",Yes
723,375,stereo and tape can be discriminated with electronic,"stereo is a electronic device, which makes it different from tape",Yes
723,10230,stereo and tape can be discriminated with electronic,"stereo is a digital device, which makes it different from tape",Yes
723,4506,stereo and tape can be discriminated with electronic,"stereo can consume electricity, which makes it different from tape",Yes
