reference_id,candidate_id,reference_statement,candidate_statement,overlap
2544,5773,pants and shoes can be discriminated with cuffs,"pants can be used for covering legs, which makes it different from shoes",No
2544,7568,pants and shoes can be discriminated with cuffs,"pants can keep 2 legs covered, which makes it different from shoes",No
2544,6443,pants and shoes can be discriminated with cuffs,"pants is covering the legs, which makes it different from shoes",No
1707,5786,pants and shoes can be discriminated with zippers,"pants is a piece of clothing, which makes it different from shoes",No
1707,6219,pants and shoes can be discriminated with zippers,"pants can be found above the feet, which makes it different from shoes",Yes
1707,5773,pants and shoes can be discriminated with zippers,"pants can be used for covering legs, which makes it different from shoes",No
1707,7568,pants and shoes can be discriminated with zippers,"pants can keep 2 legs covered, which makes it different from shoes",No
1707,6443,pants and shoes can be discriminated with zippers,"pants is covering the legs, which makes it different from shoes",No
332,6002,trout and squid can be discriminated with scales,"trout is a fish, which makes it different from squid",Yes
332,12667,trout and squid can be discriminated with scales,"trout have (a) fins, which makes it different from squid",No
1995,6002,trout and squid can be discriminated with fins,"trout is a fish, which makes it different from squid",No
1995,12667,trout and squid can be discriminated with fins,"trout have (a) fins, which makes it different from squid",Yes
25,14181,cougar and caribou can be discriminated with animals,"cougar is a violent creature, which makes it different from caribou",No
25,643,cougar and caribou can be discriminated with animals,"cougar is a type of big cat, which makes it different from caribou",Yes
25,6534,cougar and caribou can be discriminated with animals,"cougar can be found in hot climates, which makes it different from caribou",Yes
25,1153,cougar and caribou can be discriminated with animals,"cougar have (a) thick body, which makes it different from caribou",No
30,13571,crocodile and elk can be discriminated with scales,"crocodile is a predator, which makes it different from elk",Yes
33,14557,rattlesnake and iguana can be discriminated with scales,"rattlesnake is dangerous, which makes it different from iguana",Yes
33,11732,rattlesnake and iguana can be discriminated with scales,"rattlesnake is poisonous, which makes it different from iguana",Yes
3250,14557,rattlesnake and iguana can be discriminated with slithers,"rattlesnake is dangerous, which makes it different from iguana",Yes
3250,11732,rattlesnake and iguana can be discriminated with slithers,"rattlesnake is poisonous, which makes it different from iguana",Yes
2515,1266,plug and hose can be discriminated with prongs,"plug can be used for electronic uses, which makes it different from hose",Yes
2515,5409,plug and hose can be discriminated with prongs,"plug is a electronic device, which makes it different from hose",Yes
2515,14519,plug and hose can be discriminated with prongs,"plug is round shaped, which makes it different from hose",No
2515,8836,plug and hose can be discriminated with prongs,"plug is a electric, which makes it different from hose",Yes
2515,15109,plug and hose can be discriminated with prongs,"plug can be found at an electronics store, which makes it different from hose",Yes
1976,15421,orange and lemon can be discriminated with sections,"orange is a red  or orang, which makes it different from lemon",Yes
1976,6458,orange and lemon can be discriminated with sections,"orange can be used as a color, which makes it different from lemon",Yes
39,3140,shoes and jeans can be discriminated with sizes,"shoes can be found on your feet, which makes it different from jeans",Yes
39,8098,shoes and jeans can be discriminated with sizes,"shoes can be found foot, which makes it different from jeans",Yes
39,2299,shoes and jeans can be discriminated with sizes,"shoes can be used for feet, which makes it different from jeans",Yes
39,13027,shoes and jeans can be discriminated with sizes,"shoes can be used for wearing on your feet, which makes it different from jeans",Yes
361,3140,shoes and jeans can be discriminated with heels,"shoes can be found on your feet, which makes it different from jeans",Yes
361,8098,shoes and jeans can be discriminated with heels,"shoes can be found foot, which makes it different from jeans",Yes
361,2299,shoes and jeans can be discriminated with heels,"shoes can be used for feet, which makes it different from jeans",Yes
361,13027,shoes and jeans can be discriminated with heels,"shoes can be used for wearing on your feet, which makes it different from jeans",Yes
40,9021,lime and garlic can be discriminated with seeds,"lime is a citrus fruit, which makes it different from garlic",Yes
40,11405,lime and garlic can be discriminated with seeds,"lime is green, which makes it different from garlic",Yes
40,5001,lime and garlic can be discriminated with seeds,"lime is a fruit, which makes it different from garlic",Yes
42,11151,raft and sailboat can be discriminated with square,"raft is colored red, which makes it different from sailboat",No
42,5094,raft and sailboat can be discriminated with square,"raft can be used with paddles, which makes it different from sailboat",Not Sure
770,3464,shoes and socks can be discriminated with sizes,"shoes can be tied, which makes it different from socks",Yes
958,3464,shoes and socks can be discriminated with laces,"shoes can be tied, which makes it different from socks",Yes
1194,3464,shoes and socks can be discriminated with soles,"shoes can be tied, which makes it different from socks",Yes
47,8138,orange and peach can be discriminated with pulp,"orange is a citrus fruit, which makes it different from peach",No
3703,9687,saxophone and harmonica can be discriminated with gold,"saxophone have (a) reed to make it work, which makes it different from harmonica",Yes
3703,14948,saxophone and harmonica can be discriminated with gold,"saxophone is a brass instrument, which makes it different from harmonica",No
3703,8948,saxophone and harmonica can be discriminated with gold,"saxophone is made of strings, which makes it different from harmonica",No
3145,7962,jeans and boots can be discriminated with rips,"jeans is a piece of clothing, which makes it different from boots",Not Sure
3145,11705,jeans and boots can be discriminated with rips,"jeans can be found above the feet, which makes it different from boots",Yes
3145,2025,jeans and boots can be discriminated with rips,"jeans can be used for covering legs, which makes it different from boots",Yes
3145,14440,jeans and boots can be discriminated with rips,"jeans can keep 2 legs covered, which makes it different from boots",Yes
3145,7253,jeans and boots can be discriminated with rips,"jeans is covering the legs, which makes it different from boots",Yes
51,8999,king and prince can be discriminated with crown,"king is a direct relation with you, which makes it different from prince",No
52,9,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone have (a) reed to make it work, which makes it different from harpsichord",Yes
52,13865,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone can be held in hand, which makes it different from harpsichord",No
52,10533,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone is made of strings, which makes it different from harpsichord",No
52,2873,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone is a wind instrument, which makes it different from harpsichord",Yes
1298,11671,tank and rifle can be discriminated with guns,"tank can be used for firing artillery, which makes it different from rifle",No
1298,1893,tank and rifle can be discriminated with guns,"tank have (a) caterpillar treads, which makes it different from rifle",Yes
1298,2339,tank and rifle can be discriminated with guns,"tank is a vessel, which makes it different from rifle",Yes
57,6224,ankle and toe can be discriminated with chain,"ankle is a joint, which makes it different from toe",Yes
58,15207,squid and trout can be discriminated with ink,"squid is a mollusk, which makes it different from trout",Yes
58,5070,squid and trout can be discriminated with ink,"squid have (a) legs/tentacles, which makes it different from trout",Yes
58,1987,squid and trout can be discriminated with ink,"squid have (a) legs, which makes it different from trout",No
61,13270,tray and fridge can be discriminated with round,"tray can be found on a countertop, which makes it different from fridge",No
3043,5539,wheel and tank can be discriminated with rims,"wheel can be used for daily usage, which makes it different from tank",No
3043,904,wheel and tank can be discriminated with rims,"wheel can be used in home, which makes it different from tank",No
3043,7890,wheel and tank can be discriminated with rims,"wheel have (a) wheels, which makes it different from tank",Not Sure
3043,6406,wheel and tank can be discriminated with rims,"wheel can be found at home, which makes it different from tank",No
3043,4656,wheel and tank can be discriminated with rims,"wheel is circular, which makes it different from tank",No
3043,12750,wheel and tank can be discriminated with rims,"wheel can be used for harm, which makes it different from tank",No
593,5539,wheel and tank can be discriminated with spokes,"wheel can be used for daily usage, which makes it different from tank",No
593,904,wheel and tank can be discriminated with spokes,"wheel can be used in home, which makes it different from tank",No
593,7890,wheel and tank can be discriminated with spokes,"wheel have (a) wheels, which makes it different from tank",Not Sure
593,6406,wheel and tank can be discriminated with spokes,"wheel can be found at home, which makes it different from tank",No
593,4656,wheel and tank can be discriminated with spokes,"wheel is circular, which makes it different from tank",No
593,12750,wheel and tank can be discriminated with spokes,"wheel can be used for harm, which makes it different from tank",No
963,15360,bike and skis can be discriminated with pedals,"bike is made of metal, which makes it different from skis",No
963,7835,bike and skis can be discriminated with pedals,"bike have (a) circular component, which makes it different from skis",Yes
963,3697,bike and skis can be discriminated with pedals,"bike have (a) wheels, which makes it different from skis",Yes
963,2148,bike and skis can be discriminated with pedals,"bike can roll, which makes it different from skis",Yes
963,4995,bike and skis can be discriminated with pedals,"bike have (a) handle, which makes it different from skis",Yes
65,15360,bike and skis can be discriminated with frame,"bike is made of metal, which makes it different from skis",No
65,7835,bike and skis can be discriminated with frame,"bike have (a) circular component, which makes it different from skis",Yes
65,3697,bike and skis can be discriminated with frame,"bike have (a) wheels, which makes it different from skis",Yes
65,2148,bike and skis can be discriminated with frame,"bike can roll, which makes it different from skis",Yes
65,4995,bike and skis can be discriminated with frame,"bike have (a) handle, which makes it different from skis",Yes
67,5836,pencil and crayon can be discriminated with thin,"pencil can be used for cutting, which makes it different from crayon",No
67,12864,pencil and crayon can be discriminated with thin,"pencil have (a) graphite center, which makes it different from crayon",Yes
2002,5836,pencil and crayon can be discriminated with eraser,"pencil can be used for cutting, which makes it different from crayon",No
2002,12864,pencil and crayon can be discriminated with eraser,"pencil have (a) graphite center, which makes it different from crayon",Yes
286,1348,cherry and strawberry can be discriminated with stem,"cherry have (a) single hard pit, which makes it different from strawberry",No
286,7411,cherry and strawberry can be discriminated with stem,"cherry have (a) stone, which makes it different from strawberry",Yes
74,7207,arm and hand can be discriminated with sleeve,"arm can be found on furniture, which makes it different from hand",No
74,12723,arm and hand can be discriminated with sleeve,"arm is mostly of cylindrical shape, which makes it different from hand",No
75,7090,tiger and zebra can be discriminated with claws,"tiger have (a) sharp teeth, which makes it different from zebra",Yes
75,5671,tiger and zebra can be discriminated with claws,"tiger is a type of big cat, which makes it different from zebra",Yes
75,8759,tiger and zebra can be discriminated with claws,"tiger is a like a cat, which makes it different from zebra",Yes
2188,13666,bed and toilet can be discriminated with mattress,"bed is in the bedroom, which makes it different from toilet",No
2485,13666,bed and toilet can be discriminated with springs,"bed is in the bedroom, which makes it different from toilet",No
387,466,butterfly and caterpillar can be discriminated with antennae,"butterfly is typically able to fly, which makes it different from caterpillar",Yes
387,3680,butterfly and caterpillar can be discriminated with antennae,"butterfly can fly, which makes it different from caterpillar",Yes
387,7720,butterfly and caterpillar can be discriminated with antennae,"butterfly is an insect, which makes it different from caterpillar",No
387,5814,butterfly and caterpillar can be discriminated with antennae,"butterfly can flying, which makes it different from caterpillar",Yes
387,8709,butterfly and caterpillar can be discriminated with antennae,"butterfly have (a) wings, which makes it different from caterpillar",Yes
81,4370,vulture and sparrow can be discriminated with claws,"vulture have (a) large wing span, which makes it different from sparrow",Yes
81,13031,vulture and sparrow can be discriminated with claws,"vulture is a predator, which makes it different from sparrow",Yes
81,12498,vulture and sparrow can be discriminated with claws,"vulture have (a) large wingspan, which makes it different from sparrow",Yes
657,4370,vulture and sparrow can be discriminated with talons,"vulture have (a) large wing span, which makes it different from sparrow",Yes
657,13031,vulture and sparrow can be discriminated with talons,"vulture is a predator, which makes it different from sparrow",Yes
657,12498,vulture and sparrow can be discriminated with talons,"vulture have (a) large wingspan, which makes it different from sparrow",Yes
82,1232,eggplant and broccoli can be discriminated with seeds,"eggplant is a purple vegetable, which makes it different from broccoli",Yes
82,9943,eggplant and broccoli can be discriminated with seeds,"eggplant can be used for meat replacement, which makes it different from broccoli",No
84,7319,mole and mink can be discriminated with claws,"mole can be held, which makes it different from mink",No
84,738,mole and mink can be discriminated with claws,"mole can go underground, which makes it different from mink",No
84,13143,mole and mink can be discriminated with claws,"mole can be found on tree, which makes it different from mink",No
84,9778,mole and mink can be discriminated with claws,"mole can be found underground, which makes it different from mink",No
2406,7319,mole and mink can be discriminated with burrows,"mole can be held, which makes it different from mink",No
2406,738,mole and mink can be discriminated with burrows,"mole can go underground, which makes it different from mink",Yes
2406,13143,mole and mink can be discriminated with burrows,"mole can be found on tree, which makes it different from mink",No
2406,9778,mole and mink can be discriminated with burrows,"mole can be found underground, which makes it different from mink",Yes
85,9830,groundhog and raccoon can be discriminated with burrows,"groundhog can go underground, which makes it different from raccoon",No
85,7180,groundhog and raccoon can be discriminated with burrows,"groundhog can be found underground, which makes it different from raccoon",No
87,6267,plug and stereo can be discriminated with wires,"plug have (a) a type of metal, which makes it different from stereo",No
87,9309,plug and stereo can be discriminated with wires,"plug is round shaped, which makes it different from stereo",No
2020,11378,ship and helicopter can be discriminated with sails,"ship can transport ships, which makes it different from helicopter",Yes
2020,10937,ship and helicopter can be discriminated with sails,"ship can float, which makes it different from helicopter",No
2020,13930,ship and helicopter can be discriminated with sails,"ship can be found on water, which makes it different from helicopter",No
94,12472,hawk and buzzard can be discriminated with claws,"hawk have (a) large wing span, which makes it different from buzzard",No
97,10511,guitar and flute can be discriminated with hole,"guitar have (a) strings, which makes it different from flute",Yes
97,8596,guitar and flute can be discriminated with hole,"guitar is part of (a) strings, which makes it different from flute",Yes
97,6709,guitar and flute can be discriminated with hole,"guitar can easily carried around, which makes it different from flute",No
97,2467,guitar and flute can be discriminated with hole,"guitar is made of strings, which makes it different from flute",Yes
3906,3251,corn and avocado can be discriminated with stalks,"corn is a vegetable, which makes it different from avocado",No
3906,9293,corn and avocado can be discriminated with stalks,"corn is yellow or orange, which makes it different from avocado",Yes
811,10251,jacket and bag can be discriminated with pockets,"jacket have (a) sleeves, which makes it different from bag",No
811,13962,jacket and bag can be discriminated with pockets,"jacket is made to wear outdoors, which makes it different from bag",No
811,12486,jacket and bag can be discriminated with pockets,"jacket is a piece of clothing, which makes it different from bag",No
2886,10123,hawk and sparrow can be discriminated with claws,"hawk have (a) large wing span, which makes it different from sparrow",Yes
2886,10341,hawk and sparrow can be discriminated with claws,"hawk is a predator, which makes it different from sparrow",Yes
3865,8055,sink and fridge can be discriminated with drain,"sink can be used for washing dishes, which makes it different from fridge",No
3865,12654,sink and fridge can be discriminated with drain,"sink can be found on a countertop, which makes it different from fridge",No
108,8055,sink and fridge can be discriminated with porcelain,"sink can be used for washing dishes, which makes it different from fridge",No
108,12654,sink and fridge can be discriminated with porcelain,"sink can be found on a countertop, which makes it different from fridge",No
112,2745,catfish and lobster can be discriminated with fins,"catfish is a fish, which makes it different from lobster",Yes
112,4010,catfish and lobster can be discriminated with fins,"catfish can be found at sea, which makes it different from lobster",No
112,1932,catfish and lobster can be discriminated with fins,"catfish have (a) fins, which makes it different from lobster",Yes
3526,354,camel and crocodile can be discriminated with beige,"camel can be used for human transport, which makes it different from crocodile",No
3526,6745,camel and crocodile can be discriminated with beige,"camel can be domesticated, which makes it different from crocodile",No
3526,2145,camel and crocodile can be discriminated with beige,"camel can be used for riding, which makes it different from crocodile",No
3526,6163,camel and crocodile can be discriminated with beige,"camel have (a) horn, which makes it different from crocodile",No
3526,11178,camel and crocodile can be discriminated with beige,"camel is a herbivore, which makes it different from crocodile",No
3526,9302,camel and crocodile can be discriminated with beige,"camel have (a)  mane (hair on it), which makes it different from crocodile",No
3526,12586,camel and crocodile can be discriminated with beige,"camel is domesticable (usually), which makes it different from crocodile",No
3526,4057,camel and crocodile can be discriminated with beige,"camel have (a) hooves, which makes it different from crocodile",No
3526,14482,camel and crocodile can be discriminated with beige,"camel is fluffy, which makes it different from crocodile",No
117,3060,prune and avocado can be discriminated with dried,"prune is a word beginning with p, which makes it different from avocado",No
117,12959,prune and avocado can be discriminated with dried,"prune is part of (a) group or bunch, which makes it different from avocado",No
117,3790,prune and avocado can be discriminated with dried,"prune is a fruit, which makes it different from avocado",No
117,1663,prune and avocado can be discriminated with dried,"prune have (a) edible skin, which makes it different from avocado",No
117,928,prune and avocado can be discriminated with dried,"prune can be eaten in one bite, which makes it different from avocado",No
117,3451,prune and avocado can be discriminated with dried,"prune have (a) (usually) edible skin, which makes it different from avocado",No
117,9573,prune and avocado can be discriminated with dried,"prune is purple, which makes it different from avocado",No
117,2417,prune and avocado can be discriminated with dried,"prune have (a) edible skin (usually), which makes it different from avocado",No
117,2629,prune and avocado can be discriminated with dried,"prune can be used for smoothies, which makes it different from avocado",No
118,11395,sink and toaster can be discriminated with enamel,"sink can hold water, which makes it different from toaster",Yes
196,11395,sink and toaster can be discriminated with porcelain,"sink can hold water, which makes it different from toaster",No
1731,12027,barn and inn can be discriminated with loft,"barn have (a) start with a b, which makes it different from inn",Not Sure
1731,6461,barn and inn can be discriminated with loft,"barn is beginning with a letter b, which makes it different from inn",Yes
122,672,cottage and church can be discriminated with fireplace,"cottage is a place to live permanently, which makes it different from church",No
122,8192,cottage and church can be discriminated with fireplace,"cottage have (a) own altar, which makes it different from church",No
122,14316,cottage and church can be discriminated with fireplace,"cottage is a place where people live, which makes it different from church",No
3235,12302,mixer and stereo can be discriminated with blades,"mixer is a  kitchen appliance, which makes it different from stereo",No
3235,14471,mixer and stereo can be discriminated with blades,"mixer have (a) a type of metal, which makes it different from stereo",No
3235,10215,mixer and stereo can be discriminated with blades,"mixer can be used for mixing audio inputs, which makes it different from stereo",No
1482,15251,bed and carpet can be discriminated with sizes,"bed can be found in the room you sleep, which makes it different from carpet",No
1482,7925,bed and carpet can be discriminated with sizes,"bed is a furniture, which makes it different from carpet",Yes
1482,10683,bed and carpet can be discriminated with sizes,"bed is made of wood typically, which makes it different from carpet",Yes
1482,14086,bed and carpet can be discriminated with sizes,"bed is made of wood, which makes it different from carpet",Yes
3101,15251,bed and carpet can be discriminated with mattress,"bed can be found in the room you sleep, which makes it different from carpet",Yes
3101,7925,bed and carpet can be discriminated with mattress,"bed is a furniture, which makes it different from carpet",Yes
3101,10683,bed and carpet can be discriminated with mattress,"bed is made of wood typically, which makes it different from carpet",Yes
3101,14086,bed and carpet can be discriminated with mattress,"bed is made of wood, which makes it different from carpet",Yes
127,11554,mixer and faucet can be discriminated with bowls,"mixer is a related to music, which makes it different from faucet",No
127,9276,mixer and faucet can be discriminated with bowls,"mixer can be found at an electronics store, which makes it different from faucet",No
127,13228,mixer and faucet can be discriminated with bowls,"mixer can be used for electronic uses, which makes it different from faucet",No
127,9617,mixer and faucet can be discriminated with bowls,"mixer is a electronic device, which makes it different from faucet",No
127,8482,mixer and faucet can be discriminated with bowls,"mixer can consume electricity, which makes it different from faucet",No
127,12146,mixer and faucet can be discriminated with bowls,"mixer have (a) string or line, which makes it different from faucet",No
127,6997,mixer and faucet can be discriminated with bowls,"mixer can be used for music related entertainment, which makes it different from faucet",No
128,5307,banjo and accordion can be discriminated with round,"banjo have (a) strings, which makes it different from accordion",No
128,7713,banjo and accordion can be discriminated with round,"banjo have (a) neck, which makes it different from accordion",No
128,10726,banjo and accordion can be discriminated with round,"banjo can easily carried around, which makes it different from accordion",No
128,1874,banjo and accordion can be discriminated with round,"banjo is made of strings, which makes it different from accordion",No
131,14716,coat and skirt can be discriminated with pockets,"coat have (a) sleeves, which makes it different from skirt",Yes
131,6502,coat and skirt can be discriminated with pockets,"coat can be found on your upper torso, which makes it different from skirt",Yes
131,6039,coat and skirt can be discriminated with pockets,"coat is worn on the bottom half, which makes it different from skirt",Yes
131,2725,coat and skirt can be discriminated with pockets,"coat is a long clothing item, which makes it different from skirt",Yes
2011,1689,jeans and shirt can be discriminated with denim,"jeans can be found on lower body, which makes it different from shirt",No
2011,10026,jeans and shirt can be discriminated with denim,"jeans is worn below the waist, which makes it different from shirt",No
2011,13786,jeans and shirt can be discriminated with denim,"jeans is a worn on the lower body, which makes it different from shirt",No
2011,2663,jeans and shirt can be discriminated with denim,"jeans can be used for covering legs, which makes it different from shirt",No
2011,10528,jeans and shirt can be discriminated with denim,"jeans is part of (a) lower waistline, which makes it different from shirt",No
135,985,tent and hut can be discriminated with poles,"tent can be found at your home, which makes it different from hut",No
137,7607,parakeet and woodpecker can be discriminated with seeds,"parakeet can be a household pet, which makes it different from woodpecker",No
303,13870,pants and socks can be discriminated with seams,"pants can be used for covering legs, which makes it different from socks",Yes
303,4306,pants and socks can be discriminated with seams,"pants can be found above the feet, which makes it different from socks",Yes
1032,13870,pants and socks can be discriminated with buttons,"pants can be used for covering legs, which makes it different from socks",Yes
1032,4306,pants and socks can be discriminated with buttons,"pants can be found above the feet, which makes it different from socks",Yes
1711,7241,frog and deer can be discriminated with flies,"frog can be domesticated, which makes it different from deer",No
1711,11676,frog and deer can be discriminated with flies,"frog is domesticable (usually), which makes it different from deer",No
1711,7009,frog and deer can be discriminated with flies,"frog is carnivorous, which makes it different from deer",No
1942,7241,frog and deer can be discriminated with hops,"frog can be domesticated, which makes it different from deer",Not Sure
1942,11676,frog and deer can be discriminated with hops,"frog is domesticable (usually), which makes it different from deer",No
1942,7009,frog and deer can be discriminated with hops,"frog is carnivorous, which makes it different from deer",No
2796,5054,orange and plum can be discriminated with sections,"orange is a red  or orang, which makes it different from plum",Yes
2796,4772,orange and plum can be discriminated with sections,"orange is a citrus fruit, which makes it different from plum",No
147,4025,cougar and deer can be discriminated with claws,"cougar is a type of big cat, which makes it different from deer",Yes
148,13957,stereo and tape can be discriminated with deck,"stereo is a related to music, which makes it different from tape",No
148,1670,stereo and tape can be discriminated with deck,"stereo can be used for electronic uses, which makes it different from tape",No
