reference_id,candidate_id,reference_statement,candidate_statement,overlap
7,3648,lamp and mirror can be discriminated with cord,"lamp can generate light, which makes it different from mirror",No
7,15008,lamp and mirror can be discriminated with cord,"lamp can be used for a light source, which makes it different from mirror",No
7,11494,lamp and mirror can be discriminated with cord,"lamp is makes light, which makes it different from mirror",No
7,236,lamp and mirror can be discriminated with cord,"lamp can be used for providing light, which makes it different from mirror",No
7,15234,lamp and mirror can be discriminated with cord,"lamp can give off light/glow, which makes it different from mirror",No
1960,8271,lamp and mirror can be discriminated with lightbulbs,"lamp can be used for lighting, which makes it different from mirror",No
1960,3648,lamp and mirror can be discriminated with lightbulbs,"lamp can generate light, which makes it different from mirror",No
1960,15008,lamp and mirror can be discriminated with lightbulbs,"lamp can be used for a light source, which makes it different from mirror",No
1960,11494,lamp and mirror can be discriminated with lightbulbs,"lamp is makes light, which makes it different from mirror",No
1960,236,lamp and mirror can be discriminated with lightbulbs,"lamp can be used for providing light, which makes it different from mirror",No
1960,15234,lamp and mirror can be discriminated with lightbulbs,"lamp can give off light/glow, which makes it different from mirror",No
8,4917,rabbit and squirrel can be discriminated with hops,"rabbit can eat palm nuts, which makes it different from squirrel",No
8,11338,rabbit and squirrel can be discriminated with hops,"rabbit is a common pet, which makes it different from squirrel",No
8,8110,rabbit and squirrel can be discriminated with hops,"rabbit is part of (a) jumping, which makes it different from squirrel",Yes
8,3959,rabbit and squirrel can be discriminated with hops,"rabbit have (a) long ears, which makes it different from squirrel",No
8,13041,rabbit and squirrel can be discriminated with hops,"rabbit is a animal with long ears, which makes it different from squirrel",No
8,10074,rabbit and squirrel can be discriminated with hops,"rabbit have (a) long ear, which makes it different from squirrel",No
8,15427,rabbit and squirrel can be discriminated with hops,"rabbit can be found underground, which makes it different from squirrel",No
1472,4917,rabbit and squirrel can be discriminated with ears,"rabbit can eat palm nuts, which makes it different from squirrel",No
1472,11338,rabbit and squirrel can be discriminated with ears,"rabbit is a common pet, which makes it different from squirrel",No
1472,8110,rabbit and squirrel can be discriminated with ears,"rabbit is part of (a) jumping, which makes it different from squirrel",No
1472,3959,rabbit and squirrel can be discriminated with ears,"rabbit have (a) long ears, which makes it different from squirrel",Yes
1472,13041,rabbit and squirrel can be discriminated with ears,"rabbit is a animal with long ears, which makes it different from squirrel",Yes
1472,10074,rabbit and squirrel can be discriminated with ears,"rabbit have (a) long ear, which makes it different from squirrel",Yes
1472,15427,rabbit and squirrel can be discriminated with ears,"rabbit can be found underground, which makes it different from squirrel",No
86,14569,fridge and stove can be discriminated with rectangular,"fridge can be used for storing food, which makes it different from stove",No
11,12234,onions and tomato can be discriminated with layers,"onions is a vegetable, which makes it different from tomato",No
13,1618,lime and coconut can be discriminated with seeds,"lime is a citrus fruit, which makes it different from coconut",No
13,15034,lime and coconut can be discriminated with seeds,"lime is a citrus fruit, which makes it different from coconut",No
13,9164,lime and coconut can be discriminated with seeds,"lime is green, which makes it different from coconut",No
3310,9221,elephant and zebra can be discriminated with trunk,"elephant have (a) antlers/tusks, which makes it different from zebra",No
3310,4967,elephant and zebra can be discriminated with trunk,"elephant have (a) antlers or tusks, which makes it different from zebra",No
3310,8827,elephant and zebra can be discriminated with trunk,"elephant is a has horns, which makes it different from zebra",No
3310,10847,elephant and zebra can be discriminated with trunk,"elephant have (a) horn or antler, which makes it different from zebra",No
3310,5776,elephant and zebra can be discriminated with trunk,"elephant have (a) trunk, which makes it different from zebra",Yes
2343,9221,elephant and zebra can be discriminated with peanuts,"elephant have (a) antlers/tusks, which makes it different from zebra",No
2343,4967,elephant and zebra can be discriminated with peanuts,"elephant have (a) antlers or tusks, which makes it different from zebra",No
2343,8827,elephant and zebra can be discriminated with peanuts,"elephant is a has horns, which makes it different from zebra",No
2343,10847,elephant and zebra can be discriminated with peanuts,"elephant have (a) horn or antler, which makes it different from zebra",No
2343,5776,elephant and zebra can be discriminated with peanuts,"elephant have (a) trunk, which makes it different from zebra",No
15,9221,elephant and zebra can be discriminated with ears,"elephant have (a) antlers/tusks, which makes it different from zebra",No
15,4967,elephant and zebra can be discriminated with ears,"elephant have (a) antlers or tusks, which makes it different from zebra",No
15,8827,elephant and zebra can be discriminated with ears,"elephant is a has horns, which makes it different from zebra",No
15,10847,elephant and zebra can be discriminated with ears,"elephant have (a) horn or antler, which makes it different from zebra",No
15,5776,elephant and zebra can be discriminated with ears,"elephant have (a) trunk, which makes it different from zebra",No
2548,13765,coat and socks can be discriminated with materials,"coat can be found on your upper torso, which makes it different from socks",No
2548,3301,coat and socks can be discriminated with materials,"coat have (a) sleeves, which makes it different from socks",No
2548,5993,coat and socks can be discriminated with materials,"coat can be used for covering legs, which makes it different from socks",No
2544,5786,pants and shoes can be discriminated with cuffs,"pants is a piece of clothing, which makes it different from shoes",No
2544,6219,pants and shoes can be discriminated with cuffs,"pants can be found above the feet, which makes it different from shoes",No
2544,5773,pants and shoes can be discriminated with cuffs,"pants can be used for covering legs, which makes it different from shoes",No
2544,7568,pants and shoes can be discriminated with cuffs,"pants can keep 2 legs covered, which makes it different from shoes",No
2544,6443,pants and shoes can be discriminated with cuffs,"pants is covering the legs, which makes it different from shoes",No
923,5786,pants and shoes can be discriminated with pockets,"pants is a piece of clothing, which makes it different from shoes",No
923,6219,pants and shoes can be discriminated with pockets,"pants can be found above the feet, which makes it different from shoes",No
923,5773,pants and shoes can be discriminated with pockets,"pants can be used for covering legs, which makes it different from shoes",No
923,7568,pants and shoes can be discriminated with pockets,"pants can keep 2 legs covered, which makes it different from shoes",No
923,6443,pants and shoes can be discriminated with pockets,"pants is covering the legs, which makes it different from shoes",No
1312,5786,pants and shoes can be discriminated with buttons,"pants is a piece of clothing, which makes it different from shoes",No
1312,6219,pants and shoes can be discriminated with buttons,"pants can be found above the feet, which makes it different from shoes",No
1312,5773,pants and shoes can be discriminated with buttons,"pants can be used for covering legs, which makes it different from shoes",No
1312,7568,pants and shoes can be discriminated with buttons,"pants can keep 2 legs covered, which makes it different from shoes",No
1312,6443,pants and shoes can be discriminated with buttons,"pants is covering the legs, which makes it different from shoes",No
332,6002,trout and squid can be discriminated with scales,"trout is a fish, which makes it different from squid",No
332,12667,trout and squid can be discriminated with scales,"trout have (a) fins, which makes it different from squid",No
1995,6002,trout and squid can be discriminated with fins,"trout is a fish, which makes it different from squid",No
1995,12667,trout and squid can be discriminated with fins,"trout have (a) fins, which makes it different from squid",Yes
31,12475,moth and beetle can be discriminated with grey,"moth have (a) wings, which makes it different from beetle",No
31,10243,moth and beetle can be discriminated with grey,"moth can flying, which makes it different from beetle",No
3671,14557,rattlesnake and iguana can be discriminated with rodents,"rattlesnake is dangerous, which makes it different from iguana",No
3671,11732,rattlesnake and iguana can be discriminated with rodents,"rattlesnake is poisonous, which makes it different from iguana",No
2515,1266,plug and hose can be discriminated with prongs,"plug can be used for electronic uses, which makes it different from hose",No
2515,5409,plug and hose can be discriminated with prongs,"plug is a electronic device, which makes it different from hose",No
2515,14519,plug and hose can be discriminated with prongs,"plug is round shaped, which makes it different from hose",No
2515,8836,plug and hose can be discriminated with prongs,"plug is a electric, which makes it different from hose",No
2515,15109,plug and hose can be discriminated with prongs,"plug can be found at an electronics store, which makes it different from hose",No
34,1266,plug and hose can be discriminated with wires,"plug can be used for electronic uses, which makes it different from hose",No
34,5409,plug and hose can be discriminated with wires,"plug is a electronic device, which makes it different from hose",No
34,14519,plug and hose can be discriminated with wires,"plug is round shaped, which makes it different from hose",No
34,8836,plug and hose can be discriminated with wires,"plug is a electric, which makes it different from hose",No
34,15109,plug and hose can be discriminated with wires,"plug can be found at an electronics store, which makes it different from hose",No
361,3140,shoes and jeans can be discriminated with heels,"shoes can be found on your feet, which makes it different from jeans",No
361,8098,shoes and jeans can be discriminated with heels,"shoes can be found foot, which makes it different from jeans",No
361,2299,shoes and jeans can be discriminated with heels,"shoes can be used for feet, which makes it different from jeans",No
361,13027,shoes and jeans can be discriminated with heels,"shoes can be used for wearing on your feet, which makes it different from jeans",No
153,3140,shoes and jeans can be discriminated with buckles,"shoes can be found on your feet, which makes it different from jeans",No
153,8098,shoes and jeans can be discriminated with buckles,"shoes can be found foot, which makes it different from jeans",No
153,2299,shoes and jeans can be discriminated with buckles,"shoes can be used for feet, which makes it different from jeans",No
153,13027,shoes and jeans can be discriminated with buckles,"shoes can be used for wearing on your feet, which makes it different from jeans",No
42,11151,raft and sailboat can be discriminated with square,"raft is colored red, which makes it different from sailboat",No
42,5094,raft and sailboat can be discriminated with square,"raft can be used with paddles, which makes it different from sailboat",No
770,3464,shoes and socks can be discriminated with sizes,"shoes can be tied, which makes it different from socks",No
680,3464,shoes and socks can be discriminated with suede,"shoes can be tied, which makes it different from socks",No
44,3464,shoes and socks can be discriminated with heels,"shoes can be tied, which makes it different from socks",No
1194,3464,shoes and socks can be discriminated with soles,"shoes can be tied, which makes it different from socks",No
2392,8138,orange and peach can be discriminated with seeds,"orange is a citrus fruit, which makes it different from peach",No
1135,9687,saxophone and harmonica can be discriminated with mouthpiece,"saxophone have (a) reed to make it work, which makes it different from harmonica",No
1135,14948,saxophone and harmonica can be discriminated with mouthpiece,"saxophone is a brass instrument, which makes it different from harmonica",No
1135,8948,saxophone and harmonica can be discriminated with mouthpiece,"saxophone is made of strings, which makes it different from harmonica",No
2516,7962,jeans and boots can be discriminated with denim,"jeans is a piece of clothing, which makes it different from boots",Yes
2516,11705,jeans and boots can be discriminated with denim,"jeans can be found above the feet, which makes it different from boots",No
2516,2025,jeans and boots can be discriminated with denim,"jeans can be used for covering legs, which makes it different from boots",No
2516,14440,jeans and boots can be discriminated with denim,"jeans can keep 2 legs covered, which makes it different from boots",No
2516,7253,jeans and boots can be discriminated with denim,"jeans is covering the legs, which makes it different from boots",No
1407,9,saxophone and harpsichord can be discriminated with gold,"saxophone have (a) reed to make it work, which makes it different from harpsichord",No
1407,13865,saxophone and harpsichord can be discriminated with gold,"saxophone can be held in hand, which makes it different from harpsichord",No
1407,10533,saxophone and harpsichord can be discriminated with gold,"saxophone is made of strings, which makes it different from harpsichord",No
1407,2873,saxophone and harpsichord can be discriminated with gold,"saxophone is a wind instrument, which makes it different from harpsichord",No
52,9,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone have (a) reed to make it work, which makes it different from harpsichord",No
52,13865,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone can be held in hand, which makes it different from harpsichord",No
52,10533,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone is made of strings, which makes it different from harpsichord",No
52,2873,saxophone and harpsichord can be discriminated with mouthpiece,"saxophone is a wind instrument, which makes it different from harpsichord",No
57,6224,ankle and toe can be discriminated with chain,"ankle is a joint, which makes it different from toe",Not Sure
60,9552,cheetah and tiger can be discriminated with spots,"cheetah is a type of cat, which makes it different from tiger",No
60,4963,cheetah and tiger can be discriminated with spots,"cheetah is a predator, which makes it different from tiger",No
61,13270,tray and fridge can be discriminated with round,"tray can be found on a countertop, which makes it different from fridge",No
2587,5539,wheel and tank can be discriminated with rolls,"wheel can be used for daily usage, which makes it different from tank",No
2587,904,wheel and tank can be discriminated with rolls,"wheel can be used in home, which makes it different from tank",No
2587,7890,wheel and tank can be discriminated with rolls,"wheel have (a) wheels, which makes it different from tank",No
2587,6406,wheel and tank can be discriminated with rolls,"wheel can be found at home, which makes it different from tank",No
2587,4656,wheel and tank can be discriminated with rolls,"wheel is circular, which makes it different from tank",No
2587,12750,wheel and tank can be discriminated with rolls,"wheel can be used for harm, which makes it different from tank",No
3043,5539,wheel and tank can be discriminated with rims,"wheel can be used for daily usage, which makes it different from tank",No
3043,904,wheel and tank can be discriminated with rims,"wheel can be used in home, which makes it different from tank",No
3043,7890,wheel and tank can be discriminated with rims,"wheel have (a) wheels, which makes it different from tank",No
3043,6406,wheel and tank can be discriminated with rims,"wheel can be found at home, which makes it different from tank",No
3043,4656,wheel and tank can be discriminated with rims,"wheel is circular, which makes it different from tank",No
3043,12750,wheel and tank can be discriminated with rims,"wheel can be used for harm, which makes it different from tank",No
1314,15360,bike and skis can be discriminated with brakes,"bike is made of metal, which makes it different from skis",No
1314,7835,bike and skis can be discriminated with brakes,"bike have (a) circular component, which makes it different from skis",No
1314,3697,bike and skis can be discriminated with brakes,"bike have (a) wheels, which makes it different from skis",No
1314,2148,bike and skis can be discriminated with brakes,"bike can roll, which makes it different from skis",No
1314,4995,bike and skis can be discriminated with brakes,"bike have (a) handle, which makes it different from skis",No
963,15360,bike and skis can be discriminated with pedals,"bike is made of metal, which makes it different from skis",No
963,7835,bike and skis can be discriminated with pedals,"bike have (a) circular component, which makes it different from skis",No
963,3697,bike and skis can be discriminated with pedals,"bike have (a) wheels, which makes it different from skis",No
963,2148,bike and skis can be discriminated with pedals,"bike can roll, which makes it different from skis",No
963,4995,bike and skis can be discriminated with pedals,"bike have (a) handle, which makes it different from skis",No
65,15360,bike and skis can be discriminated with frame,"bike is made of metal, which makes it different from skis",No
65,7835,bike and skis can be discriminated with frame,"bike have (a) circular component, which makes it different from skis",No
65,3697,bike and skis can be discriminated with frame,"bike have (a) wheels, which makes it different from skis",No
65,2148,bike and skis can be discriminated with frame,"bike can roll, which makes it different from skis",No
65,4995,bike and skis can be discriminated with frame,"bike have (a) handle, which makes it different from skis",No
70,9893,beans and broccoli can be discriminated with brown,"beans can be used for meat replacement, which makes it different from broccoli",No
72,7224,tomato and celery can be discriminated with seeds,"tomato is a fruit, which makes it different from celery",No
837,7207,arm and hand can be discriminated with band,"arm can be found on furniture, which makes it different from hand",No
837,12723,arm and hand can be discriminated with band,"arm is mostly of cylindrical shape, which makes it different from hand",No
75,7090,tiger and zebra can be discriminated with claws,"tiger have (a) sharp teeth, which makes it different from zebra",No
75,5671,tiger and zebra can be discriminated with claws,"tiger is a type of big cat, which makes it different from zebra",No
75,8759,tiger and zebra can be discriminated with claws,"tiger is a like a cat, which makes it different from zebra",No
2485,13666,bed and toilet can be discriminated with springs,"bed is in the bedroom, which makes it different from toilet",No
3285,13666,bed and toilet can be discriminated with headboard,"bed is in the bedroom, which makes it different from toilet",No
78,7685,tiger and dog can be discriminated with claws,"tiger is eat meat, which makes it different from dog",No
78,2054,tiger and dog can be discriminated with claws,"tiger is a teeth, which makes it different from dog",No
3694,6126,mackerel and crab can be discriminated with fins,"mackerel is a fish, which makes it different from crab",No
3694,4603,mackerel and crab can be discriminated with fins,"mackerel have (a) fins, which makes it different from crab",Yes
1934,10401,camel and cow can be discriminated with spits,"camel is fluffy, which makes it different from cow",No
1934,12777,camel and cow can be discriminated with spits,"camel can be found jungle, which makes it different from cow",No
1934,6916,camel and cow can be discriminated with spits,"camel can be used for riding, which makes it different from cow",No
657,4370,vulture and sparrow can be discriminated with talons,"vulture have (a) large wing span, which makes it different from sparrow",No
657,13031,vulture and sparrow can be discriminated with talons,"vulture is a predator, which makes it different from sparrow",No
657,12498,vulture and sparrow can be discriminated with talons,"vulture have (a) large wingspan, which makes it different from sparrow",No
82,1232,eggplant and broccoli can be discriminated with seeds,"eggplant is a purple vegetable, which makes it different from broccoli",No
82,9943,eggplant and broccoli can be discriminated with seeds,"eggplant can be used for meat replacement, which makes it different from broccoli",No
3874,2465,falcon and pelican can be discriminated with talons,"falcon is a bird of prey, which makes it different from pelican",No
3874,7,falcon and pelican can be discriminated with talons,"falcon can attack others, which makes it different from pelican",No
84,7319,mole and mink can be discriminated with claws,"mole can be held, which makes it different from mink",No
84,738,mole and mink can be discriminated with claws,"mole can go underground, which makes it different from mink",No
84,13143,mole and mink can be discriminated with claws,"mole can be found on tree, which makes it different from mink",No
84,9778,mole and mink can be discriminated with claws,"mole can be found underground, which makes it different from mink",No
2406,7319,mole and mink can be discriminated with burrows,"mole can be held, which makes it different from mink",No
2406,738,mole and mink can be discriminated with burrows,"mole can go underground, which makes it different from mink",Not Sure
2406,13143,mole and mink can be discriminated with burrows,"mole can be found on tree, which makes it different from mink",No
2406,9778,mole and mink can be discriminated with burrows,"mole can be found underground, which makes it different from mink",Not Sure
2540,6267,plug and stereo can be discriminated with prongs,"plug have (a) a type of metal, which makes it different from stereo",No
2540,9309,plug and stereo can be discriminated with prongs,"plug is round shaped, which makes it different from stereo",No
818,12966,kite and eagle can be discriminated with string,"kite can be found at a beach, which makes it different from eagle",No
91,15108,onions and garlic can be discriminated with layers,"onions is a vegetable, which makes it different from garlic",No
93,8000,spider and worm can be discriminated with flies,"spider can flying, which makes it different from worm",Yes
93,3431,spider and worm can be discriminated with flies,"spider have (a) legs, six or more, which makes it different from worm",No
339,12472,hawk and buzzard can be discriminated with rodents,"hawk have (a) large wing span, which makes it different from buzzard",No
2471,3251,corn and avocado can be discriminated with kernels,"corn is a vegetable, which makes it different from avocado",No
2471,9293,corn and avocado can be discriminated with kernels,"corn is yellow or orange, which makes it different from avocado",No
3906,3251,corn and avocado can be discriminated with stalks,"corn is a vegetable, which makes it different from avocado",No
3906,9293,corn and avocado can be discriminated with stalks,"corn is yellow or orange, which makes it different from avocado",No
1903,6699,tray and bucket can be discriminated with square,"tray can be found in the kitchen, which makes it different from bucket",No
102,6913,screwdriver and scissors can be discriminated with heads,"screwdriver can be used for driving screws, which makes it different from scissors",No
102,9557,screwdriver and scissors can be discriminated with heads,"screwdriver is a construction tool, which makes it different from scissors",No
2745,10251,jacket and bag can be discriminated with zipper,"jacket have (a) sleeves, which makes it different from bag",No
2745,13962,jacket and bag can be discriminated with zipper,"jacket is made to wear outdoors, which makes it different from bag",No
2745,12486,jacket and bag can be discriminated with zipper,"jacket is a piece of clothing, which makes it different from bag",No
107,5593,colander and blender can be discriminated with holes,"colander is made of steel mostly, which makes it different from blender",No
3865,8055,sink and fridge can be discriminated with drain,"sink can be used for washing dishes, which makes it different from fridge",No
3865,12654,sink and fridge can be discriminated with drain,"sink can be found on a countertop, which makes it different from fridge",No
109,13349,lips and mouth can be discriminated with tight,"lips is part of (a) makeup regimen, which makes it different from mouth",No
257,2745,catfish and lobster can be discriminated with scales,"catfish is a fish, which makes it different from lobster",No
257,4010,catfish and lobster can be discriminated with scales,"catfish can be found at sea, which makes it different from lobster",No
257,1932,catfish and lobster can be discriminated with scales,"catfish have (a) fins, which makes it different from lobster",No
3539,354,camel and crocodile can be discriminated with hump,"camel can be used for human transport, which makes it different from crocodile",No
3539,6745,camel and crocodile can be discriminated with hump,"camel can be domesticated, which makes it different from crocodile",No
3539,2145,camel and crocodile can be discriminated with hump,"camel can be used for riding, which makes it different from crocodile",No
3539,6163,camel and crocodile can be discriminated with hump,"camel have (a) horn, which makes it different from crocodile",No
3539,11178,camel and crocodile can be discriminated with hump,"camel is a herbivore, which makes it different from crocodile",No
3539,9302,camel and crocodile can be discriminated with hump,"camel have (a)  mane (hair on it), which makes it different from crocodile",No
3539,12586,camel and crocodile can be discriminated with hump,"camel is domesticable (usually), which makes it different from crocodile",No
3539,4057,camel and crocodile can be discriminated with hump,"camel have (a) hooves, which makes it different from crocodile",No
3539,14482,camel and crocodile can be discriminated with hump,"camel is fluffy, which makes it different from crocodile",No
334,3060,prune and avocado can be discriminated with wrinkled,"prune is a word beginning with p, which makes it different from avocado",No
334,12959,prune and avocado can be discriminated with wrinkled,"prune is part of (a) group or bunch, which makes it different from avocado",No
334,3790,prune and avocado can be discriminated with wrinkled,"prune is a fruit, which makes it different from avocado",No
334,1663,prune and avocado can be discriminated with wrinkled,"prune have (a) edible skin, which makes it different from avocado",No
334,928,prune and avocado can be discriminated with wrinkled,"prune can be eaten in one bite, which makes it different from avocado",No
334,3451,prune and avocado can be discriminated with wrinkled,"prune have (a) (usually) edible skin, which makes it different from avocado",No
334,9573,prune and avocado can be discriminated with wrinkled,"prune is purple, which makes it different from avocado",No
334,2417,prune and avocado can be discriminated with wrinkled,"prune have (a) edible skin (usually), which makes it different from avocado",No
334,2629,prune and avocado can be discriminated with wrinkled,"prune can be used for smoothies, which makes it different from avocado",No
117,3060,prune and avocado can be discriminated with dried,"prune is a word beginning with p, which makes it different from avocado",No
117,12959,prune and avocado can be discriminated with dried,"prune is part of (a) group or bunch, which makes it different from avocado",No
117,3790,prune and avocado can be discriminated with dried,"prune is a fruit, which makes it different from avocado",No
117,1663,prune and avocado can be discriminated with dried,"prune have (a) edible skin, which makes it different from avocado",No
117,928,prune and avocado can be discriminated with dried,"prune can be eaten in one bite, which makes it different from avocado",No
117,3451,prune and avocado can be discriminated with dried,"prune have (a) (usually) edible skin, which makes it different from avocado",No
117,9573,prune and avocado can be discriminated with dried,"prune is purple, which makes it different from avocado",No
117,2417,prune and avocado can be discriminated with dried,"prune have (a) edible skin (usually), which makes it different from avocado",No
117,2629,prune and avocado can be discriminated with dried,"prune can be used for smoothies, which makes it different from avocado",No
118,11395,sink and toaster can be discriminated with enamel,"sink can hold water, which makes it different from toaster",No
196,11395,sink and toaster can be discriminated with porcelain,"sink can hold water, which makes it different from toaster",No
126,15251,bed and carpet can be discriminated with spring,"bed can be found in the room you sleep, which makes it different from carpet",No
126,7925,bed and carpet can be discriminated with spring,"bed is a furniture, which makes it different from carpet",No
126,10683,bed and carpet can be discriminated with spring,"bed is made of wood typically, which makes it different from carpet",No
126,14086,bed and carpet can be discriminated with spring,"bed is made of wood, which makes it different from carpet",No
1271,15251,bed and carpet can be discriminated with springs,"bed can be found in the room you sleep, which makes it different from carpet",No
1271,7925,bed and carpet can be discriminated with springs,"bed is a furniture, which makes it different from carpet",No
1271,10683,bed and carpet can be discriminated with springs,"bed is made of wood typically, which makes it different from carpet",No
1271,14086,bed and carpet can be discriminated with springs,"bed is made of wood, which makes it different from carpet",No
127,11554,mixer and faucet can be discriminated with bowls,"mixer is a related to music, which makes it different from faucet",No
127,9276,mixer and faucet can be discriminated with bowls,"mixer can be found at an electronics store, which makes it different from faucet",No
127,13228,mixer and faucet can be discriminated with bowls,"mixer can be used for electronic uses, which makes it different from faucet",No
127,9617,mixer and faucet can be discriminated with bowls,"mixer is a electronic device, which makes it different from faucet",No
127,8482,mixer and faucet can be discriminated with bowls,"mixer can consume electricity, which makes it different from faucet",No
127,12146,mixer and faucet can be discriminated with bowls,"mixer have (a) string or line, which makes it different from faucet",No
127,6997,mixer and faucet can be discriminated with bowls,"mixer can be used for music related entertainment, which makes it different from faucet",No
129,2639,falcon and owl can be discriminated with talons,"falcon have (a) large wing span, which makes it different from owl",No
129,8823,falcon and owl can be discriminated with talons,"falcon have (a) large wingspan, which makes it different from owl",No
130,1986,trousers and boots can be discriminated with wool,"trousers is a piece of clothing, which makes it different from boots",No
130,13420,trousers and boots can be discriminated with wool,"trousers can be found above the feet, which makes it different from boots",No
130,8161,trousers and boots can be discriminated with wool,"trousers can be used for covering legs, which makes it different from boots",No
130,6561,trousers and boots can be discriminated with wool,"trousers can keep 2 legs covered, which makes it different from boots",No
130,11275,trousers and boots can be discriminated with wool,"trousers is covering the legs, which makes it different from boots",No
1528,1689,jeans and shirt can be discriminated with fades,"jeans can be found on lower body, which makes it different from shirt",No
1528,10026,jeans and shirt can be discriminated with fades,"jeans is worn below the waist, which makes it different from shirt",No
1528,13786,jeans and shirt can be discriminated with fades,"jeans is a worn on the lower body, which makes it different from shirt",No
1528,2663,jeans and shirt can be discriminated with fades,"jeans can be used for covering legs, which makes it different from shirt",No
1528,10528,jeans and shirt can be discriminated with fades,"jeans is part of (a) lower waistline, which makes it different from shirt",No
1115,9047,cow and elephant can be discriminated with milk,"cow can be domesticated, which makes it different from elephant",No
1115,12308,cow and elephant can be discriminated with milk,"cow have (a)  mane (hair on it), which makes it different from elephant",No
1115,12024,cow and elephant can be discriminated with milk,"cow is domesticable (usually), which makes it different from elephant",No
1115,18,cow and elephant can be discriminated with milk,"cow have (a) hooves, which makes it different from elephant",No
1115,6101,cow and elephant can be discriminated with milk,"cow can be found on a farm, which makes it different from elephant",No
139,1890,rocket and grenade can be discriminated with large,"rocket can use electricity, which makes it different from grenade",No
139,4457,rocket and grenade can be discriminated with large,"rocket can be used for harm, which makes it different from grenade",No
143,7241,frog and deer can be discriminated with insects,"frog can be domesticated, which makes it different from deer",No
143,11676,frog and deer can be discriminated with insects,"frog is domesticable (usually), which makes it different from deer",No
143,7009,frog and deer can be discriminated with insects,"frog is carnivorous, which makes it different from deer",No
144,4348,bagpipe and banjo can be discriminated with plaid,"bagpipe can usually be played  with mouth, which makes it different from banjo",No
144,1822,bagpipe and banjo can be discriminated with plaid,"bagpipe is a wind instrument, which makes it different from banjo",No
1093,3556,hare and squirrel can be discriminated with ears,"hare can eat palm nuts, which makes it different from squirrel",No
1093,9877,hare and squirrel can be discriminated with ears,"hare have (a) long ears, which makes it different from squirrel",Yes
1093,11366,hare and squirrel can be discriminated with ears,"hare is a animal with long ears, which makes it different from squirrel",Yes
1093,2562,hare and squirrel can be discriminated with ears,"hare have (a) long ear, which makes it different from squirrel",Yes
1093,6401,hare and squirrel can be discriminated with ears,"hare is 4 letters long, which makes it different from squirrel",No
1564,13957,stereo and tape can be discriminated with radio,"stereo is a related to music, which makes it different from tape",Yes
1564,1670,stereo and tape can be discriminated with radio,"stereo can be used for electronic uses, which makes it different from tape",No
1564,375,stereo and tape can be discriminated with radio,"stereo is a electronic device, which makes it different from tape",No
1564,10230,stereo and tape can be discriminated with radio,"stereo is a digital device, which makes it different from tape",No
1564,4506,stereo and tape can be discriminated with radio,"stereo can consume electricity, which makes it different from tape",No
